BHIIdentifier,PipelineFeature,INTEXTIDOD,Odometerft,DistancetoNextPipelineFeatureft,WTin,PipeGradepsi,PipeDescription,PipeDiameterin,MOPpsi,Depth,Depthin,Lengthin,Widthin,OClockOrientationhhmm,mB31GBurstpsi,ERF,EffDepth,EffLengthin,EffAreaBurstpsi,UpstreamUSReferenceName,DistanceToUSft,DownstreamDSReferenceName,DistanceFromDSReferenceft,DistancetoUSWeldft,DistancetoDSWeldft,Length2ndUSJointft,LengthUSJointft,LengthDefectJointft,DefectJointNumber,LengthDSJointft,Length2ndDSJointft,XYZInformationNAD83Latitude,XYZInformationNAD83Longitude,XYZInformationNAVD88Elevationft,Comments
GWD 25520,Girth Weld,,120914.87,48.25,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 41,1928.78,AGM 42,377.71,48.06,48.25,48.04,48.06,48.25,25520,43.64,35.26,33.8965789,-118.1281506,75.88,
GWD 25530,Girth Weld,,120963.12,43.64,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 41,1977.04,AGM 42,329.46,48.25,43.64,48.06,48.25,43.64,25530,35.26,48.11,33.8965791,-118.1283069,75.47,
GWD 25540,Girth Weld,,121006.76,35.26,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 41,2020.68,AGM 42,285.82,43.64,35.26,48.25,43.64,35.26,25540,48.11,48.02,33.8965798,-118.1284482,75.67,
GWD 25550,Girth Weld,,121042.02,48.11,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 41,2055.94,AGM 42,250.55,35.26,48.11,43.64,35.26,48.11,25550,48.02,48.02,33.8965796,-118.1285624,75.46,
GWD 25560,Girth Weld,,121090.14,48.02,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 41,2104.06,AGM 42,202.44,48.11,48.02,35.26,48.11,48.02,25560,48.02,48.06,33.8965802,-118.1287182,75.19,
GWD 25570,Girth Weld,,121138.16,48.02,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 41,2152.08,AGM 42,154.42,48.02,48.02,48.11,48.02,48.02,25570,48.06,47.92,33.8965799,-118.1288737,74.97,
GWD 25580,Girth Weld,,121186.18,48.06,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 41,2200.10,AGM 42,106.40,48.02,48.06,48.02,48.02,48.06,25580,47.92,48.06,33.8965794,-118.1290292,74.49,
GWD 25590,Girth Weld,,121234.24,47.92,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 41,2248.16,AGM 42,58.33,48.06,47.92,48.02,48.06,47.92,25590,48.06,48.16,33.8965796,-118.1291849,73.95,
GWD 25600,Girth Weld,,121282.16,10.42,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 41,2296.08,AGM 42,10.42,47.92,48.06,48.06,47.92,48.06,25600,48.16,42.40,33.8965799,-118.1293401,73.99,
MRK 19,Marker,,121292.58,37.64,0.203,35000,ERW,8.625,680,,,,,11:38,,,,,,AGM 41,2306.50,AGM 43,2607.12,10.42,37.64,48.06,47.92,48.06,25600,48.16,42.40,33.8965799,-118.1293738,74.11,AGM 42 25' South of Curb - Located in Somerset BLVD
GWD 25610,Girth Weld,,121330.22,48.16,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,37.64,AGM 43,2569.48,48.06,48.16,47.92,48.06,48.16,25610,42.40,41.22,33.8965797,-118.1295007,74.42,
GWD 25620,Girth Weld,,121378.38,42.40,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,85.80,AGM 43,2521.32,48.16,42.40,48.06,48.16,42.40,25620,41.22,48.01,33.8965790,-118.1296630,74.52,
GWD 25630,Girth Weld,,121420.78,41.22,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,128.21,AGM 43,2478.91,42.40,41.22,48.16,42.40,41.22,25630,48.01,48.02,33.8965788,-118.1298059,74.94,
GWD 25640,Girth Weld,,121462.01,48.01,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,169.43,AGM 43,2437.69,41.22,48.01,42.40,41.22,48.01,25640,48.02,48.02,33.8965784,-118.1299448,75.34,
GWD 25650,Girth Weld,,121510.02,48.02,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,217.44,AGM 43,2389.68,48.01,48.02,41.22,48.01,48.02,25650,48.02,47.73,33.8965779,-118.1301066,75.80,
GWD 25660,Girth Weld,,121558.04,48.02,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,265.47,AGM 43,2341.65,48.02,48.02,48.01,48.02,48.02,25660,47.73,48.24,33.8965767,-118.1302684,77.44,
GWD 25670,Girth Weld,,121606.06,47.73,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,313.48,AGM 43,2293.64,48.02,47.73,48.02,48.02,47.73,25670,48.24,47.81,33.8965768,-118.1304301,77.11,
GWD 25680,Girth Weld,,121653.79,48.24,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,361.21,AGM 43,2245.91,47.73,48.24,48.02,47.73,48.24,25680,47.81,44.22,33.8965773,-118.1305910,77.06,
GWD 25690,Girth Weld,,121702.03,47.81,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,409.45,AGM 43,2197.67,48.24,47.81,47.73,48.24,47.81,25690,44.22,48.05,33.8965775,-118.1307536,77.45,
GWD 25700,Girth Weld,,121749.84,44.22,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,457.26,AGM 43,2149.86,47.81,44.22,48.24,47.81,44.22,25700,48.05,47.91,33.8965765,-118.1309147,78.00,
GWD 25710,Girth Weld,,121794.06,48.05,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,501.48,AGM 43,2105.64,44.22,48.05,47.81,44.22,48.05,25710,47.91,48.10,33.8965762,-118.1310637,78.36,
GWD 25720,Girth Weld,,121842.11,47.91,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,549.53,AGM 43,2057.59,48.05,47.91,44.22,48.05,47.91,25720,48.10,47.98,33.8965756,-118.1312256,78.93,
GWD 25730,Girth Weld,,121890.02,48.10,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,597.44,AGM 43,2009.68,47.91,48.10,48.05,47.91,48.10,25730,47.98,48.19,33.8965743,-118.1313871,79.32,
GWD 25740,Girth Weld,,121938.13,47.98,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,645.55,AGM 43,1961.57,48.10,47.98,47.91,48.10,47.98,25740,48.19,48.06,33.8965736,-118.1315492,79.89,
GWD 25750,Girth Weld,,121986.11,48.19,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,693.53,AGM 43,1913.59,47.98,48.19,48.10,47.98,48.19,25750,48.06,48.12,33.8965732,-118.1317109,80.62,
GWD 25760,Girth Weld,,122034.29,48.06,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,741.71,AGM 43,1865.41,48.19,48.06,47.98,48.19,48.06,25760,48.12,47.41,33.8965733,-118.1318732,80.67,
GWD 25770,Girth Weld,,122082.35,48.12,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,789.77,AGM 43,1817.35,48.06,48.12,48.19,48.06,48.12,25770,47.41,45.52,33.8965729,-118.1320352,80.73,
GWD 25780,Girth Weld,,122130.47,47.41,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,837.89,AGM 43,1769.23,48.12,47.41,48.06,48.12,47.41,25780,45.52,48.18,33.8965719,-118.1321973,81.42,
GWD 25790,Girth Weld,,122177.88,45.52,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,885.30,AGM 43,1721.82,47.41,45.52,48.12,47.41,45.52,25790,48.18,48.10,33.8965714,-118.1323571,81.79,
GWD 25800,Girth Weld,,122223.41,48.18,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,930.83,AGM 43,1676.29,45.52,48.18,47.41,45.52,48.18,25800,48.10,48.12,33.8965706,-118.1325105,82.82,
GWD 25810,Girth Weld,,122271.59,48.10,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,979.01,AGM 43,1628.11,48.18,48.10,45.52,48.18,48.10,25810,48.12,48.08,33.8965705,-118.1326729,83.22,
GWD 25820,Girth Weld,,122319.69,48.12,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1027.11,AGM 43,1580.01,48.10,48.12,48.18,48.10,48.12,25820,48.08,48.09,33.8965695,-118.1328350,83.93,
GWD 25830,Girth Weld,,122367.81,48.08,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1075.23,AGM 43,1531.89,48.12,48.08,48.10,48.12,48.08,25830,48.09,43.23,33.8965684,-118.1329971,84.28,
GWD 25840,Girth Weld,,122415.89,48.09,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1123.31,AGM 43,1483.81,48.08,48.09,48.12,48.08,48.09,25840,43.23,1.62,33.8965669,-118.1331591,84.36,
GWD 25850,Girth Weld,,122463.98,43.23,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1171.40,AGM 43,1435.72,48.09,43.23,48.08,48.09,43.23,25850,1.62,8.43,33.8965660,-118.1333212,85.26,
GWD 25860,Girth Weld,,122507.20,0.83,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1214.63,AGM 43,1392.49,43.23,1.62,48.09,43.23,1.62,25860,8.43,1.64,33.8965648,-118.1334669,85.39,
BND 206,Bend,,122508.04,0.79,0.203,35000,ERW,8.625,680,,,25.238,,,,,,,,AGM 42,1215.46,AGM 43,1391.66,0.83,0.79,48.09,43.23,1.62,25860,8.43,1.64,33.8965643,-118.1334696,85.39,3.0D 46.4 deg left turn over bend
GWD 25870,Girth Weld,,122508.83,8.43,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1216.25,AGM 43,1390.87,1.62,8.43,43.23,1.62,8.43,25870,1.64,24.28,33.8965632,-118.1334719,85.38,
GWD 25880,Girth Weld,,122517.25,0.76,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1224.68,AGM 43,1382.44,8.43,1.64,1.62,8.43,1.64,25880,24.28,44.32,33.8965463,-118.1334917,85.03,
BND 207,Bend,,122518.02,0.88,0.203,35000,ERW,8.625,680,,,24.791,,,,,,,,AGM 42,1225.44,AGM 43,1381.68,0.76,0.88,1.62,8.43,1.64,25880,24.28,44.32,33.8965451,-118.1334939,85.01,3.0D 47.3 deg right turn sag bend
GWD 25890,Girth Weld,,122518.90,24.28,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1226.32,AGM 43,1380.80,1.64,24.28,8.43,1.64,24.28,25890,44.32,47.77,33.8965446,-118.1334967,85.00,
GWD 25900,Girth Weld,,122543.18,44.32,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1250.60,AGM 43,1356.52,24.28,44.32,1.64,24.28,44.32,25900,47.77,48.14,33.8965452,-118.1335786,85.01,
GWD 25910,Girth Weld,,122587.50,47.77,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1294.92,AGM 43,1312.20,44.32,47.77,24.28,44.32,47.77,25910,48.14,7.89,33.8965469,-118.1337279,85.49,
GWD 25920,Girth Weld,,122635.27,48.14,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1342.69,AGM 43,1264.43,47.77,48.14,44.32,47.77,48.14,25920,7.89,48.12,33.8965479,-118.1338888,85.08,
GWD 25930,Girth Weld,,122683.40,7.89,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1390.82,AGM 43,1216.30,48.14,7.89,47.77,48.14,7.89,25930,48.12,33.26,33.8965494,-118.1340510,85.57,
GWD 25940,Girth Weld,,122691.29,48.12,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1398.71,AGM 43,1208.41,7.89,48.12,48.14,7.89,48.12,25940,33.26,48.10,33.8965494,-118.1340776,85.67,
GWD 25950,Girth Weld,,122739.41,33.26,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1446.83,AGM 43,1160.29,48.12,33.26,7.89,48.12,33.26,25950,48.10,47.02,33.8965504,-118.1342397,85.11,
GWD 25960,Girth Weld,,122772.66,48.10,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1480.09,AGM 43,1127.03,33.26,48.10,48.12,33.26,48.10,25960,47.02,47.87,33.8965507,-118.1343518,85.38,
GWD 25970,Girth Weld,,122820.77,47.02,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1528.19,AGM 43,1078.93,48.10,47.02,33.26,48.10,47.02,25970,47.87,48.10,33.8965513,-118.1345139,85.27,
GWD 25980,Girth Weld,,122867.79,47.87,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1575.21,AGM 43,1031.91,47.02,47.87,48.10,47.02,47.87,25980,48.10,47.96,33.8965519,-118.1346724,85.19,
GWD 25990,Girth Weld,,122915.66,48.10,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1623.08,AGM 43,984.04,47.87,48.10,47.02,47.87,48.10,25990,47.96,48.07,33.8965539,-118.1348337,85.46,
GWD 26000,Girth Weld,,122963.76,47.96,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1671.18,AGM 43,935.94,48.10,47.96,47.87,48.10,47.96,26000,48.07,45.60,33.8965555,-118.1349957,85.73,
GWD 26010,Girth Weld,,123011.72,48.07,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1719.14,AGM 43,887.98,47.96,48.07,48.10,47.96,48.07,26010,45.60,47.45,33.8965565,-118.1351574,85.47,
GWD 26020,Girth Weld,,123059.79,45.60,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1767.22,AGM 43,839.90,48.07,45.60,47.96,48.07,45.60,26020,47.45,46.35,33.8965571,-118.1353194,85.08,
GWD 26030,Girth Weld,,123105.39,47.45,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1812.81,AGM 43,794.31,45.60,47.45,48.07,45.60,47.45,26030,46.35,47.89,33.8965573,-118.1354730,84.19,
GWD 26040,Girth Weld,,123152.84,46.35,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1860.26,AGM 43,746.86,47.45,46.35,45.60,47.45,46.35,26040,47.89,48.07,33.8965576,-118.1356329,84.19,
GWD 26050,Girth Weld,,123199.19,47.89,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1906.61,AGM 43,700.51,46.35,47.89,47.45,46.35,47.89,26050,48.07,48.05,33.8965574,-118.1357891,84.05,
GWD 26060,Girth Weld,,123247.08,48.07,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,1954.50,AGM 43,652.61,47.89,48.07,46.35,47.89,48.07,26060,48.05,48.14,33.8965564,-118.1359505,83.52,
GWD 26070,Girth Weld,,123295.15,48.05,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2002.58,AGM 43,604.54,48.07,48.05,47.89,48.07,48.05,26070,48.14,48.01,33.8965556,-118.1361124,82.83,
GWD 26080,Girth Weld,,123343.20,48.14,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2050.62,AGM 43,556.50,48.05,48.14,48.07,48.05,48.14,26080,48.01,47.14,33.8965552,-118.1362743,82.43,
GWD 26090,Girth Weld,,123391.34,48.01,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2098.76,AGM 43,508.36,48.14,48.01,48.05,48.14,48.01,26090,47.14,48.03,33.8965539,-118.1364365,81.63,
GWD 26100,Girth Weld,,123439.34,47.14,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2146.77,AGM 43,460.35,48.01,47.14,48.14,48.01,47.14,26100,48.03,48.07,33.8965519,-118.1365983,81.93,
GWD 26110,Girth Weld,,123486.49,48.03,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2193.91,AGM 43,413.21,47.14,48.03,48.01,47.14,48.03,26110,48.07,47.96,33.8965492,-118.1367570,80.61,
GWD 26120,Girth Weld,,123534.52,48.07,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2241.94,AGM 43,365.18,48.03,48.07,47.14,48.03,48.07,26120,47.96,48.02,33.8965462,-118.1369188,79.44,
GWD 26130,Girth Weld,,123582.59,47.96,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2290.01,AGM 43,317.11,48.07,47.96,48.03,48.07,47.96,26130,48.02,48.19,33.8965442,-118.1370808,79.07,
GWD 26140,Girth Weld,,123630.55,48.02,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2337.97,AGM 43,269.15,47.96,48.02,48.07,47.96,48.02,26140,48.19,48.10,33.8965418,-118.1372424,79.14,
GWD 26150,Girth Weld,,123678.57,48.19,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2385.99,AGM 43,221.13,48.02,48.19,47.96,48.02,48.19,26150,48.10,47.67,33.8965384,-118.1374041,78.39,
GWD 26160,Girth Weld,,123726.76,48.10,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2434.18,AGM 43,172.94,48.19,48.10,48.02,48.19,48.10,26160,47.67,48.24,33.8965350,-118.1375664,77.62,
GWD 26170,Girth Weld,,123774.86,47.67,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2482.28,AGM 43,124.84,48.10,47.67,48.19,48.10,47.67,26170,48.24,45.54,33.8965319,-118.1377285,77.17,
GWD 26180,Girth Weld,,123822.53,48.24,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2529.95,AGM 43,77.17,47.67,48.24,48.10,47.67,48.24,26180,45.54,46.02,33.8965277,-118.1378890,76.56,
GWD 26190,Girth Weld,,123870.76,28.93,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 42,2578.19,AGM 43,28.93,48.24,45.54,47.67,48.24,45.54,26190,46.02,48.11,33.8965243,-118.1380515,76.04,
MRK 20,Marker,,123899.70,16.61,0.203,35000,ERW,8.625,680,,,,,11:38,,,,,,AGM 42,2607.12,AGM 44,2501.35,28.93,16.61,47.67,48.24,45.54,26190,46.02,48.11,33.8965226,-118.1381489,76.03,AGM 43 23' North of Curb - Located in Somerset BLVD
GWD 26200,Girth Weld,,123916.31,46.02,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,16.61,AGM 44,2484.74,45.54,46.02,48.24,45.54,46.02,26200,48.11,47.35,33.8965225,-118.1382021,75.85,
GWD 26210,Girth Weld,,123962.33,48.11,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,62.63,AGM 44,2438.72,46.02,48.11,45.54,46.02,48.11,26210,47.35,48.09,33.8965218,-118.1383494,75.29,
GWD 26220,Girth Weld,,124010.44,47.35,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,110.74,AGM 44,2390.61,48.11,47.35,46.02,48.11,47.35,26220,48.09,48.09,33.8965207,-118.1385033,75.13,
GWD 26230,Girth Weld,,124057.79,48.09,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,158.09,AGM 44,2343.26,47.35,48.09,48.11,47.35,48.09,26230,48.09,48.04,33.8965189,-118.1386549,75.13,
GWD 26240,Girth Weld,,124105.88,48.09,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,206.18,AGM 44,2295.17,48.09,48.09,47.35,48.09,48.09,26240,48.04,48.33,33.8965171,-118.1388088,75.11,
GWD 26250,Girth Weld,,124153.97,48.04,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,254.27,AGM 44,2247.08,48.09,48.04,48.09,48.09,48.04,26250,48.33,47.78,33.8965158,-118.1389627,75.11,
GWD 26260,Girth Weld,,124202.01,48.33,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,302.31,AGM 44,2199.04,48.04,48.33,48.09,48.04,48.33,26260,47.78,47.93,33.8965149,-118.1391164,75.23,
GWD 26270,Girth Weld,,124250.34,47.78,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,350.64,AGM 44,2150.71,48.33,47.78,48.04,48.33,47.78,26270,47.93,48.01,33.8965140,-118.1392711,75.16,
GWD 26280,Girth Weld,,124298.12,47.93,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,398.42,AGM 44,2102.93,47.78,47.93,48.33,47.78,47.93,26280,48.01,47.75,33.8965125,-118.1394240,74.97,
GWD 26290,Girth Weld,,124346.04,48.01,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,446.35,AGM 44,2055.01,47.93,48.01,47.78,47.93,48.01,26290,47.75,48.09,33.8965109,-118.1395774,74.83,
GWD 26300,Girth Weld,,124394.05,47.75,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,494.35,AGM 44,2007.00,48.01,47.75,47.93,48.01,47.75,26300,48.09,48.01,33.8965104,-118.1397310,74.88,
GWD 26310,Girth Weld,,124441.80,48.09,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,542.11,AGM 44,1959.24,47.75,48.09,48.01,47.75,48.09,26310,48.01,48.06,33.8965090,-118.1398839,74.77,
GWD 26320,Girth Weld,,124489.89,48.01,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,590.19,AGM 44,1911.16,48.09,48.01,47.75,48.09,48.01,26320,48.06,48.20,33.8965072,-118.1400377,74.88,
GWD 26330,Girth Weld,,124537.90,48.06,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,638.20,AGM 44,1863.15,48.01,48.06,48.09,48.01,48.06,26330,48.20,45.99,33.8965056,-118.1401914,74.60,
GWD 26340,Girth Weld,,124585.96,48.20,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,686.26,AGM 44,1815.09,48.06,48.20,48.01,48.06,48.20,26340,45.99,34.01,33.8965047,-118.1403452,74.92,
GWD 26350,Girth Weld,,124634.17,45.99,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,734.47,AGM 44,1766.88,48.20,45.99,48.06,48.20,45.99,26350,34.01,48.12,33.8965035,-118.1404995,74.85,
GWD 26360,Girth Weld,,124680.15,34.01,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,780.46,AGM 44,1720.89,45.99,34.01,48.20,45.99,34.01,26360,48.12,46.26,33.8965026,-118.1406467,74.66,
GWD 26370,Girth Weld,,124714.17,48.12,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,814.47,AGM 44,1686.88,34.01,48.12,45.99,34.01,48.12,26370,46.26,47.92,33.8965018,-118.1407555,74.92,
GWD 26380,Girth Weld,,124762.29,46.26,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,862.59,AGM 44,1638.76,48.12,46.26,34.01,48.12,46.26,26380,47.92,47.97,33.8965008,-118.1409095,75.25,
GWD 26390,Girth Weld,,124808.55,47.92,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,908.85,AGM 44,1592.50,46.26,47.92,48.12,46.26,47.92,26390,47.97,48.21,33.8964998,-118.1410576,75.66,
GWD 26400,Girth Weld,,124856.47,47.97,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,956.77,AGM 44,1544.58,47.92,47.97,46.26,47.92,47.97,26400,48.21,48.23,33.8964981,-118.1412109,75.59,
GWD 26410,Girth Weld,,124904.43,48.21,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1004.73,AGM 44,1496.62,47.97,48.21,47.92,47.97,48.21,26410,48.23,47.95,33.8964963,-118.1413644,76.01,
GWD 26420,Girth Weld,,124952.64,48.23,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1052.94,AGM 44,1448.41,48.21,48.23,47.97,48.21,48.23,26420,47.95,48.13,33.8964946,-118.1415187,76.73,
GWD 26430,Girth Weld,,125000.87,47.95,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1101.17,AGM 44,1400.18,48.23,47.95,48.21,48.23,47.95,26430,48.13,47.49,33.8964935,-118.1416730,76.37,
GWD 26440,Girth Weld,,125048.81,48.13,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1149.11,AGM 44,1352.24,47.95,48.13,48.23,47.95,48.13,26440,47.49,43.68,33.8964928,-118.1418264,75.32,
GWD 26450,Girth Weld,,125096.95,47.49,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1197.25,AGM 44,1304.10,48.13,47.49,47.95,48.13,47.49,26450,43.68,33.64,33.8964931,-118.1419804,75.89,
GWD 26460,Girth Weld,,125144.44,43.68,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1244.74,AGM 44,1256.61,47.49,43.68,48.13,47.49,43.68,26460,33.64,1.02,33.8964922,-118.1421321,78.69,
GWD 26470,Girth Weld,,125188.11,33.64,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1288.42,AGM 44,1212.93,43.68,33.64,47.49,43.68,33.64,26470,1.02,1.57,33.8964913,-118.1422718,77.43,
GWD 26480,Girth Weld,,125221.76,1.02,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1322.06,AGM 44,1179.29,33.64,1.02,43.68,33.64,1.02,26480,1.57,1.06,33.8964909,-118.1423794,77.65,
GWD 26490,Girth Weld,,125222.78,0.92,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1323.08,AGM 44,1178.27,1.02,1.57,33.64,1.02,1.57,26490,1.06,15.50,33.8964908,-118.1423827,77.67,
BND 208,Bend,,125223.69,0.65,0.280,35000,ERW,8.625,680,,,24.455,,,,,,,,AGM 43,1324.00,AGM 44,1177.36,0.92,0.65,33.64,1.02,1.57,26490,1.06,15.50,33.8964912,-118.1423856,77.70,3.0D 46.2 deg right turn sag bend
GWD 26500,Girth Weld,,125224.34,1.06,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1324.65,AGM 44,1176.70,1.57,1.06,1.02,1.57,1.06,26500,15.50,29.86,33.8964921,-118.1423874,77.74,
GWD 26510,Girth Weld,,125225.41,15.50,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1325.71,AGM 44,1175.64,1.06,15.50,1.57,1.06,15.50,26510,29.86,3.93,33.8964940,-118.1423899,77.82,Estimated WT 0.203
GWD 26520,Girth Weld,,125240.91,29.86,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1341.21,AGM 44,1160.14,15.50,29.86,1.06,15.50,29.86,26520,3.93,7.39,33.8965236,-118.1424243,78.99,
GWD 26530,Girth Weld,,125270.76,3.93,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1371.07,AGM 44,1130.28,29.86,3.93,15.50,29.86,3.93,26530,7.39,1.00,33.8965809,-118.1424907,79.06,
GWD 26540,Girth Weld,,125274.69,7.39,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1374.99,AGM 44,1126.36,3.93,7.39,29.86,3.93,7.39,26540,1.00,1.63,33.8965883,-118.1424995,78.99,
GWD 26550,Girth Weld,,125282.08,1.00,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1382.38,AGM 44,1118.97,7.39,1.00,3.93,7.39,1.00,26550,1.63,1.06,33.8966023,-118.1425162,78.81,
GWD 26560,Girth Weld,,125283.08,0.97,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 43,1383.39,AGM 44,1117.96,1.00,1.63,7.39,1.00,1.63,26560,1.06,15.73,33.8966042,-118.1425184,78.78,
BND 209,Bend,,125284.05,0.66,0.280,35000,ERW,8.625,680,,,24.620,,,,,,,,AGM 43,1384.35,AGM 44,1117.00,0.97,0.66,7.39,1.00,1.63,26560,1.06,15.73,33.8966057,-118.1425209,78.76,3.0D 47.2 deg left turn sag bend
