ID,Feature,Wheel Countft,Sta. Num.ft,Depth,WTin,SMYS,Lengthin,Widthin,Orientation clock,P MOD B31G   psi,ERF MOD B31GMOPP, of max. est. oper. press PMOPbased on 1150,Dist from US weldft,Dist from DS weldft,US AGM,Dist to US AGM ft,DS AGM,Dist to DS AGM ft,Joint Lengthft,Comments,LAT,LON,ALTITUDE
40005847,GROUP,10221.47,102+64,12%,0.219,52000,3.27,1.22,6:00,1525,0.75000,100.000%,36.67,10.11,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3705.02,"Valve, Sta. 119+80, Valve 28",1698.55,46.78,Metal Loss Internal,33.78369389,-118.22448437,1.790
40005848,GROUP,10221.75,102+64,11%,0.219,52000,0.52,0.45,6:00,1525,0.75000,100.000%,36.95,9.83,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3705.30,"Valve, Sta. 119+80, Valve 28",1698.27,46.78,Metal Loss Internal,33.78369382,-118.22448526,1.790
40005849,GROUP,10222.12,102+64,19%,0.219,52000,4.37,1.20,6:00,1525,0.75000,100.000%,37.32,9.46,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3705.67,"Valve, Sta. 119+80, Valve 28",1697.90,46.78,Metal Loss Internal,33.78369373,-118.22448648,1.790
40005850,GROUP,10222.51,102+65,17%,0.219,52000,2.22,0.99,5:45,1525,0.75000,100.000%,37.71,9.07,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3706.06,"Valve, Sta. 119+80, Valve 28",1697.51,46.78,Metal Loss Internal,33.78369364,-118.22448777,1.800
40005851,GROUP,10222.86,102+65,12%,0.219,52000,0.43,0.44,5:45,1525,0.75000,100.000%,38.06,8.72,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3706.41,"Valve, Sta. 119+80, Valve 28",1697.16,46.78,Metal Loss Internal,33.78369357,-118.22448890,1.800
40005852,GROUP,10223.00,102+65,11%,0.219,52000,0.57,0.51,6:00,1525,0.75000,100.000%,38.20,8.58,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3706.55,"Valve, Sta. 119+80, Valve 28",1697.02,46.78,Metal Loss Internal,33.78369353,-118.22448936,1.810
40005853,GROUP,10223.23,102+65,11%,0.219,52000,1.60,0.72,6:00,1525,0.75000,100.000%,38.43,8.35,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3706.78,"Valve, Sta. 119+80, Valve 28",1696.79,46.78,Metal Loss Internal,33.78369348,-118.22449011,1.810
40005854,GROUP,10223.47,102+66,15%,0.219,52000,0.53,0.34,6:00,1525,0.75000,100.000%,38.67,8.10,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3707.03,"Valve, Sta. 119+80, Valve 28",1696.54,46.78,Metal Loss Internal,33.78369342,-118.22449091,1.810
40005855,GROUP,10223.78,102+66,23%,0.219,52000,0.50,0.50,6:00,1525,0.75000,100.000%,38.98,7.80,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3707.33,"Valve, Sta. 119+80, Valve 28",1696.24,46.78,Metal Loss Internal,33.78369335,-118.22449192,1.810
40005856,GROUP,10224.06,102+66,14%,0.219,52000,1.14,1.48,6:00,1525,0.75000,100.000%,39.26,7.52,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3707.61,"Valve, Sta. 119+80, Valve 28",1695.96,46.78,Metal Loss Internal,33.78369329,-118.22449282,1.820
40005857,GROUP,10224.33,102+67,12%,0.219,52000,1.57,1.41,5:45,1525,0.75000,100.000%,39.53,7.25,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3707.88,"Valve, Sta. 119+80, Valve 28",1695.69,46.78,Metal Loss Internal,33.78369323,-118.22449371,1.820
40005858,GROUP,10225.16,102+67,14%,0.219,52000,0.43,0.33,6:00,1525,0.75000,100.000%,40.36,6.41,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3708.72,"Valve, Sta. 119+80, Valve 28",1694.85,46.78,Metal Loss Internal,33.78369304,-118.22449644,1.830
40005859,GROUP,10225.36,102+68,11%,0.219,52000,0.95,1.34,6:00,1525,0.75000,100.000%,40.56,6.22,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3708.91,"Valve, Sta. 119+80, Valve 28",1694.66,46.78,Metal Loss Internal,33.78369299,-118.22449707,1.830
40005860,GROUP,10225.82,102+68,11%,0.219,52000,0.64,0.50,5:45,1525,0.75000,100.000%,41.02,5.75,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3709.38,"Valve, Sta. 119+80, Valve 28",1694.19,46.78,Metal Loss Internal,33.78369288,-118.22449860,1.840
40005861,GROUP,10226.00,102+68,16%,0.219,52000,0.60,0.50,5:45,1525,0.75000,100.000%,41.20,5.58,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3709.55,"Valve, Sta. 119+80, Valve 28",1694.02,46.78,Metal Loss Internal,33.78369284,-118.22449918,1.840
40005862,GROUP,10226.30,102+69,18%,0.219,52000,2.01,1.09,6:00,1525,0.75000,100.000%,41.50,5.28,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3709.85,"Valve, Sta. 119+80, Valve 28",1693.72,46.78,Metal Loss Internal,33.78369277,-118.22450015,1.850
40005863,GROUP,10226.50,102+69,17%,0.219,52000,0.69,0.84,5:45,1525,0.75000,100.000%,41.70,5.08,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3710.05,"Valve, Sta. 119+80, Valve 28",1693.52,46.78,Metal Loss Internal,33.78369272,-118.22450081,1.850
40005864,GROUP,10226.73,102+69,26%,0.219,52000,2.82,1.30,5:45,1525,0.75000,100.000%,41.93,4.84,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3710.28,"Valve, Sta. 119+80, Valve 28",1693.28,46.78,Metal Loss Internal,33.78369267,-118.22450157,1.850
40005865,GROUP,10227.11,102+69,12%,0.219,52000,1.68,1.35,6:00,1525,0.75000,100.000%,42.31,4.47,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3710.66,"Valve, Sta. 119+80, Valve 28",1692.91,46.78,Metal Loss Internal,33.78369258,-118.22450280,1.850
40005866,GROUP,10227.83,102+70,21%,0.219,52000,1.34,1.62,6:00,1525,0.75000,100.000%,43.03,3.75,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3711.38,"Valve, Sta. 119+80, Valve 28",1692.19,46.78,Metal Loss Internal,33.78369241,-118.22450514,1.860
40005867,GROUP,10228.15,102+70,13%,0.219,52000,0.75,0.70,6:00,1525,0.75000,100.000%,43.35,3.43,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3711.70,"Valve, Sta. 119+80, Valve 28",1691.87,46.78,Metal Loss Internal,33.78369234,-118.22450620,1.870
40005868,GROUP,10228.47,102+71,20%,0.219,52000,2.40,1.19,6:00,1525,0.75000,100.000%,43.67,3.11,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3712.02,"Valve, Sta. 119+80, Valve 28",1691.55,46.78,Metal Loss Internal,33.78369226,-118.22450725,1.870
40005869,GROUP,10228.87,102+71,18%,0.219,52000,1.70,1.23,6:00,1525,0.75000,100.000%,44.07,2.71,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3712.42,"Valve, Sta. 119+80, Valve 28",1691.15,46.78,Metal Loss Internal,33.78369216,-118.22450856,1.870
40005870,GROUP,10229.04,102+71,13%,0.219,52000,0.43,0.49,6:00,1525,0.75000,100.000%,44.24,2.53,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3712.60,"Valve, Sta. 119+80, Valve 28",1690.97,46.78,Metal Loss Internal,33.78369212,-118.22450912,1.880
40005871,GROUP,10229.23,102+72,23%,0.219,52000,0.61,0.48,6:00,1525,0.75000,100.000%,44.43,2.34,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3712.79,"Valve, Sta. 119+80, Valve 28",1690.78,46.78,Metal Loss Internal,33.78369208,-118.22450974,1.880
40005872,GROUP,10229.40,102+72,17%,0.219,52000,0.53,0.48,6:00,1525,0.75000,100.000%,44.60,2.18,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3712.95,"Valve, Sta. 119+80, Valve 28",1690.62,46.78,Metal Loss Internal,33.78369204,-118.22451029,1.880
40005873,GROUP,10229.66,102+72,11%,0.219,52000,2.87,1.49,5:45,1525,0.75000,100.000%,44.86,1.92,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3713.21,"Valve, Sta. 119+80, Valve 28",1690.36,46.78,Metal Loss Internal,33.78369198,-118.22451113,1.880
40005874,GROUP,10229.99,102+72,20%,0.219,52000,0.61,0.49,6:00,1525,0.75000,100.000%,45.19,1.59,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3713.54,"Valve, Sta. 119+80, Valve 28",1690.03,46.78,Metal Loss Internal,33.78369190,-118.22451222,1.880
40005875,GROUP,10230.26,102+73,13%,0.219,52000,0.58,0.64,6:00,1525,0.75000,100.000%,45.46,1.31,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3713.82,"Valve, Sta. 119+80, Valve 28",1689.75,46.78,Metal Loss Internal,33.78369183,-118.22451311,1.890
40005876,GROUP,10230.50,102+73,21%,0.219,52000,0.70,1.19,6:00,1525,0.75000,100.000%,45.70,1.08,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3714.05,"Valve, Sta. 119+80, Valve 28",1689.52,46.78,Metal Loss Internal,33.78369178,-118.22451388,1.890
40005877,GROUP,10230.71,102+73,13%,0.219,52000,0.51,0.57,6:00,1525,0.75000,100.000%,45.91,0.86,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3714.26,"Valve, Sta. 119+80, Valve 28",1689.30,46.78,Metal Loss Internal,33.78369173,-118.22451458,1.890
40005878,GROUP,10230.95,102+73,23%,0.219,52000,0.74,0.96,6:15,1525,0.75000,100.000%,46.15,0.62,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3714.50,"Valve, Sta. 119+80, Valve 28",1689.07,46.78,Metal Loss Internal,33.78369168,-118.22451536,1.890
40005879,GROUP,10231.33,102+74,22%,0.219,52000,0.65,0.56,6:00,1525,0.75000,100.000%,46.53,0.25,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3714.88,"Valve, Sta. 119+80, Valve 28",1688.69,46.78,Metal Loss Internal,33.78369159,-118.22451659,1.900
3900,WELD,10231.58,102+74,,,,,,,,,,,,,,,,47.21,,33.78369153,-118.22451740,1.900
40005880,GROUP,10231.73,102+74,18%,0.219,52000,1.60,1.36,6:00,1525,0.75000,100.000%,0.16,47.05,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3715.28,"Valve, Sta. 119+80, Valve 28",1688.28,47.21,Metal Loss Internal,33.78369150,-118.22451791,1.900
40005881,GROUP,10231.98,102+74,11%,0.219,52000,0.44,0.60,5:45,1525,0.75000,100.000%,0.41,46.80,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3715.53,"Valve, Sta. 119+80, Valve 28",1688.03,47.21,Metal Loss Internal,33.78369144,-118.22451873,1.900
40005882,GROUP,10232.28,102+75,25%,0.219,52000,2.05,1.47,5:45,1525,0.75000,100.000%,0.70,46.51,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3715.83,"Valve, Sta. 119+80, Valve 28",1687.74,47.21,Metal Loss Internal,33.78369137,-118.22451969,1.910
40005883,GROUP,10232.52,102+75,20%,0.219,52000,0.62,1.01,6:00,1525,0.75000,100.000%,0.94,46.27,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3716.07,"Valve, Sta. 119+80, Valve 28",1687.50,47.21,Metal Loss Internal,33.78369131,-118.22452048,1.910
40005884,GROUP,10232.79,102+75,20%,0.219,52000,0.92,0.90,6:00,1525,0.75000,100.000%,1.22,45.99,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3716.34,"Valve, Sta. 119+80, Valve 28",1687.22,47.21,Metal Loss Internal,33.78369125,-118.22452138,1.910
40005885,GROUP,10233.50,102+76,23%,0.219,52000,2.37,0.91,6:00,1525,0.75000,100.000%,1.92,45.29,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3717.05,"Valve, Sta. 119+80, Valve 28",1686.52,47.21,Metal Loss Internal,33.78369108,-118.22452370,1.920
40005886,GROUP,10233.77,102+76,11%,0.219,52000,1.12,1.30,6:00,1525,0.75000,100.000%,2.20,45.01,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3717.33,"Valve, Sta. 119+80, Valve 28",1686.24,47.21,Metal Loss Internal,33.78369102,-118.22452459,1.920
40005887,GROUP,10233.98,102+76,14%,0.219,52000,1.66,1.10,6:00,1525,0.75000,100.000%,2.40,44.81,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3717.53,"Valve, Sta. 119+80, Valve 28",1686.04,47.21,Metal Loss Internal,33.78369097,-118.22452526,1.930
40005888,GROUP,10234.17,102+77,17%,0.219,52000,0.53,0.33,5:45,1525,0.75000,100.000%,2.59,44.62,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3717.72,"Valve, Sta. 119+80, Valve 28",1685.85,47.21,Metal Loss Internal,33.78369093,-118.22452589,1.930
40005889,GROUP,10234.72,102+77,13%,0.219,52000,2.38,0.73,6:00,1525,0.75000,100.000%,3.14,44.07,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3718.27,"Valve, Sta. 119+80, Valve 28",1685.30,47.21,Metal Loss Internal,33.78369080,-118.22452768,1.940
40005890,GROUP,10235.02,102+77,12%,0.219,52000,0.46,0.42,6:00,1525,0.75000,100.000%,3.44,43.77,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3718.57,"Valve, Sta. 119+80, Valve 28",1685.00,47.21,Metal Loss Internal,33.78369073,-118.22452867,1.940
40005891,GROUP,10235.21,102+78,12%,0.219,52000,0.57,0.62,6:00,1525,0.75000,100.000%,3.63,43.58,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3718.76,"Valve, Sta. 119+80, Valve 28",1684.81,47.21,Metal Loss Internal,33.78369069,-118.22452929,1.940
40005892,GROUP,10235.46,102+78,22%,0.219,52000,0.81,0.88,6:00,1525,0.75000,100.000%,3.88,43.33,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3719.01,"Valve, Sta. 119+80, Valve 28",1684.56,47.21,Metal Loss Internal,33.78369064,-118.22453009,1.940
40005893,GROUP,10235.73,102+78,12%,0.219,52000,0.71,0.57,6:00,1525,0.75000,100.000%,4.15,43.06,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3719.28,"Valve, Sta. 119+80, Valve 28",1684.29,47.21,Metal Loss Internal,33.78369057,-118.22453099,1.950
40005894,GROUP,10235.87,102+78,10%,0.219,52000,0.29,0.44,6:00,1525,0.75000,100.000%,4.29,42.92,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3719.42,"Valve, Sta. 119+80, Valve 28",1684.15,47.21,Metal Loss Internal,33.78369054,-118.22453144,1.950
40005895,GROUP,10236.06,102+78,12%,0.219,52000,0.70,0.64,6:00,1525,0.75000,100.000%,4.48,42.73,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3719.61,"Valve, Sta. 119+80, Valve 28",1683.96,47.21,Metal Loss Internal,33.78369050,-118.22453206,1.950
40005896,GROUP,10236.33,102+79,16%,0.219,52000,0.71,0.42,5:45,1525,0.75000,100.000%,4.75,42.46,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3719.88,"Valve, Sta. 119+80, Valve 28",1683.69,47.21,Metal Loss Internal,33.78369044,-118.22453294,1.950
40005897,GROUP,10236.52,102+79,15%,0.219,52000,1.68,0.96,6:00,1525,0.75000,100.000%,4.95,42.26,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3720.07,"Valve, Sta. 119+80, Valve 28",1683.49,47.21,Metal Loss Internal,33.78369039,-118.22453358,1.950
40005898,GROUP,10236.73,102+79,15%,0.219,52000,0.50,0.37,6:00,1525,0.75000,100.000%,5.15,42.06,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3720.28,"Valve, Sta. 119+80, Valve 28",1683.29,47.21,Metal Loss Internal,33.78369035,-118.22453424,1.950
40005899,GROUP,10236.96,102+79,11%,0.219,52000,0.44,0.40,5:45,1525,0.75000,100.000%,5.38,41.83,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3720.51,"Valve, Sta. 119+80, Valve 28",1683.06,47.21,Metal Loss Internal,33.78369029,-118.22453501,1.960
40005900,GROUP,10237.15,102+80,14%,0.219,52000,0.29,0.50,6:00,1525,0.75000,100.000%,5.58,41.63,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3720.71,"Valve, Sta. 119+80, Valve 28",1682.86,47.21,Metal Loss Internal,33.78369024,-118.22453564,1.960
40005901,GROUP,10237.48,102+80,15%,0.219,52000,1.59,0.55,6:00,1525,0.75000,100.000%,5.90,41.31,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3721.03,"Valve, Sta. 119+80, Valve 28",1682.54,47.21,Metal Loss Internal,33.78369016,-118.22453670,1.960
40005902,GROUP,10237.65,102+80,19%,0.219,52000,0.44,0.56,6:00,1525,0.75000,100.000%,6.07,41.14,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3721.20,"Valve, Sta. 119+80, Valve 28",1682.37,47.21,Metal Loss Internal,33.78369012,-118.22453727,1.960
40005903,GROUP,10238.06,102+80,13%,0.219,52000,0.68,0.68,6:00,1525,0.75000,100.000%,6.48,40.73,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3721.61,"Valve, Sta. 119+80, Valve 28",1681.96,47.21,Metal Loss Internal,33.78369003,-118.22453860,1.970
40005904,GROUP,10238.29,102+81,14%,0.219,52000,1.21,0.78,6:00,1525,0.75000,100.000%,6.71,40.50,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3721.84,"Valve, Sta. 119+80, Valve 28",1681.73,47.21,Metal Loss Internal,33.78368998,-118.22453935,1.970
40005905,GROUP,10238.75,102+81,18%,0.219,52000,3.69,1.30,6:00,1525,0.75000,100.000%,7.18,40.03,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3722.31,"Valve, Sta. 119+80, Valve 28",1681.26,47.21,Metal Loss Internal,33.78368987,-118.22454088,1.970
40005906,GROUP,10239.10,102+82,19%,0.219,52000,1.97,1.27,6:00,1525,0.75000,100.000%,7.52,39.69,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3722.65,"Valve, Sta. 119+80, Valve 28",1680.92,47.21,Metal Loss Internal,33.78368979,-118.22454200,1.980
40005907,GROUP,10239.31,102+82,13%,0.219,52000,0.48,0.63,6:00,1525,0.75000,100.000%,7.73,39.48,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3722.86,"Valve, Sta. 119+80, Valve 28",1680.71,47.21,Metal Loss Internal,33.78368974,-118.22454269,1.980
40005908,GROUP,10239.44,102+82,11%,0.219,52000,0.56,0.63,6:00,1525,0.75000,100.000%,7.86,39.35,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3722.99,"Valve, Sta. 119+80, Valve 28",1680.58,47.21,Metal Loss Internal,33.78368972,-118.22454311,1.980
40005909,GROUP,10239.62,102+82,20%,0.219,52000,0.75,0.51,5:45,1525,0.75000,100.000%,8.05,39.16,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3723.18,"Valve, Sta. 119+80, Valve 28",1680.39,47.21,Metal Loss Internal,33.78368967,-118.22454372,1.980
40005910,GROUP,10239.83,102+82,11%,0.219,52000,0.45,0.49,6:00,1525,0.75000,100.000%,8.25,38.96,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3723.38,"Valve, Sta. 119+80, Valve 28",1680.19,47.21,Metal Loss Internal,33.78368962,-118.22454438,1.980
40005911,GROUP,10240.36,102+83,10%,0.219,52000,1.18,0.91,6:00,1525,0.75000,100.000%,8.78,38.43,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3723.91,"Valve, Sta. 119+80, Valve 28",1679.66,47.21,Metal Loss Internal,33.78368950,-118.22454611,1.990
40005912,GROUP,10240.65,102+83,19%,0.219,52000,0.66,0.65,6:00,1525,0.75000,100.000%,9.07,38.14,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3724.20,"Valve, Sta. 119+80, Valve 28",1679.37,47.21,Metal Loss Internal,33.78368943,-118.22454707,1.990
40005913,GROUP,10240.90,102+83,11%,0.219,52000,0.63,0.66,5:45,1525,0.75000,100.000%,9.32,37.89,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3724.45,"Valve, Sta. 119+80, Valve 28",1679.12,47.21,Metal Loss Internal,33.78368937,-118.22454789,1.990
40005914,GROUP,10241.31,102+84,15%,0.219,52000,4.32,1.11,6:00,1525,0.75000,100.000%,9.74,37.47,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3724.86,"Valve, Sta. 119+80, Valve 28",1678.70,47.21,Metal Loss Internal,33.78368928,-118.22454924,1.990
40005915,GROUP,10241.74,102+84,12%,0.219,52000,0.53,0.33,5:45,1525,0.75000,100.000%,10.16,37.05,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3725.29,"Valve, Sta. 119+80, Valve 28",1678.28,47.21,Metal Loss Internal,33.78368918,-118.22455064,2.000
40005916,GROUP,10241.88,102+84,17%,0.219,52000,0.60,0.46,6:00,1525,0.75000,100.000%,10.30,36.91,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3725.43,"Valve, Sta. 119+80, Valve 28",1678.14,47.21,Metal Loss Internal,33.78368914,-118.22455109,2.000
40005917,GROUP,10242.01,102+84,22%,0.219,52000,0.58,0.45,6:00,1525,0.75000,100.000%,10.44,36.77,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3725.57,"Valve, Sta. 119+80, Valve 28",1678.00,47.21,Metal Loss Internal,33.78368911,-118.22455153,2.000
40005918,GROUP,10242.36,102+85,11%,0.219,52000,0.62,0.65,5:45,1525,0.75000,100.000%,10.79,36.42,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3725.92,"Valve, Sta. 119+80, Valve 28",1677.65,47.21,Metal Loss Internal,33.78368903,-118.22455267,2.000
40005919,GROUP,10243.17,102+86,11%,0.219,52000,0.43,0.42,6:00,1525,0.75000,100.000%,11.59,35.62,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3726.72,"Valve, Sta. 119+80, Valve 28",1676.85,47.21,Metal Loss Internal,33.78368884,-118.22455532,2.010
40005920,GROUP,10243.41,102+86,11%,0.219,52000,0.56,0.72,5:45,1525,0.75000,100.000%,11.83,35.38,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3726.96,"Valve, Sta. 119+80, Valve 28",1676.61,47.21,Metal Loss Internal,33.78368879,-118.22455608,2.010
40005921,GROUP,10243.66,102+86,14%,0.219,52000,2.23,1.09,6:00,1525,0.75000,100.000%,12.08,35.13,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3727.21,"Valve, Sta. 119+80, Valve 28",1676.36,47.21,Metal Loss Internal,33.78368873,-118.22455691,2.010
40005922,GROUP,10244.16,102+87,11%,0.219,52000,0.54,0.69,6:00,1525,0.75000,100.000%,12.58,34.63,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3727.71,"Valve, Sta. 119+80, Valve 28",1675.86,47.21,Metal Loss Internal,33.78368861,-118.22455854,2.010
40005923,GROUP,10244.43,102+87,13%,0.219,52000,0.65,0.58,6:00,1525,0.75000,100.000%,12.85,34.36,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3727.98,"Valve, Sta. 119+80, Valve 28",1675.59,47.21,Metal Loss Internal,33.78368854,-118.22455943,2.010
40005924,GROUP,10244.75,102+87,12%,0.219,52000,0.57,0.57,6:00,1525,0.75000,100.000%,13.17,34.04,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3728.30,"Valve, Sta. 119+80, Valve 28",1675.27,47.21,Metal Loss Internal,33.78368847,-118.22456048,2.010
40005925,GROUP,10245.18,102+88,10%,0.219,52000,0.38,0.33,5:45,1525,0.75000,100.000%,13.61,33.60,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3728.74,"Valve, Sta. 119+80, Valve 28",1674.83,47.21,Metal Loss Internal,33.78368837,-118.22456190,2.020
40005926,GROUP,10245.85,102+88,12%,0.219,52000,2.25,0.87,6:00,1525,0.75000,100.000%,14.27,32.94,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3729.40,"Valve, Sta. 119+80, Valve 28",1674.17,47.21,Metal Loss Internal,33.78368821,-118.22456408,2.020
40005927,GROUP,10246.23,102+89,12%,0.219,52000,1.19,0.61,6:00,1525,0.75000,100.000%,14.66,32.55,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3729.78,"Valve, Sta. 119+80, Valve 28",1673.79,47.21,Metal Loss Internal,33.78368812,-118.22456533,2.020
40005928,GROUP,10246.39,102+89,15%,0.219,52000,0.54,0.53,6:00,1525,0.75000,100.000%,14.81,32.40,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",3729.94,"Valve, Sta. 119+80, Valve 28",1673.63,47.21,Metal Loss Internal,33.78368809,-118.22456584,2.030
