Feature Number (sequential order),Pipeline Feature,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,UpStreamDistanceFrom,DownstreamName,DownstreamDistanceTo,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF_MOP_SAFE,RPR_PBURST_100_SMYS,Effective Area P Burst,Effective Area P Safe,Group Number,Group Category,NAD 83 Latitude,NAD 83 Longitude,NAVD 88,Comments,POF Classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
2152,Weld,,44304.41,589+24,38.96,38.83,38.83,12640,AGM 9 ,6177.44,Block Valve #13 (625+92),3612.43,10.75,0.203,,52000, 12:52,,,,,,,,,,1402,,,,,,,,,,35.26886004,-119.08133724,106.141,GIRTH WELD,,,,MFL/CLP,,
2153,Weld,,44343.24,589+63,38.83,21.11,21.11,12650,AGM 9 ,6216.27,Block Valve #13 (625+92),3573.61,10.75,0.203,,52000, 12:56,,,,,,,,,,1402,,,,,,,,,,35.26877904,-119.08125225,106.458,GIRTH WELD,,,,MFL/CLP,,
2154,Weld,,44364.35,589+84,21.11,38.73,38.73,12660,AGM 9 ,6237.38,Block Valve #13 (625+92),3552.50,10.75,0.203,,52000, 08:56,,,,,,,,,,1402,,,,,,,,,,35.26873484,-119.08120626,106.646,GIRTH WELD,,,,MFL/CLP,,
2155,Weld,,44403.08,590+23,38.73,39.80,39.80,12670,AGM 9 ,6276.11,Block Valve #13 (625+92),3513.77,10.75,0.203,,52000, 12:04,,,,,,,,,,1402,,,,,,,,,,35.26865399,-119.08112155,106.999,GIRTH WELD,,,,MFL/CLP,,
2156,Weld,,44442.88,590+63,39.80,37.84,37.84,12680,AGM 9 ,6315.91,Block Valve #13 (625+92),3473.97,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.26857164,-119.08103351,106.204,GIRTH WELD,,,,MFL/CLP,,
2157,Anomaly - Corrosion,EXT,44443.26,590+64,0.38,37.45,37.84,12680,AGM 9 ,6316.29,Block Valve #13 (625+92),3473.59,10.75,0.203,,52000, 10:24,15,0.03,,,,,1.2,0.8, 04:06,1402,2290,1649,1414,0.850,1.166,2279.3,1641.1,,,35.26857084,-119.08103266,106.198,EXT ML,Pitting,,,MFL/CLP,,
2158,Weld,,44480.72,591+01,37.84,40.03,40.03,12690,AGM 9 ,6353.74,Block Valve #13 (625+92),3436.13,10.75,0.203,,52000, 09:32,,,,,,,,,,1402,,,,,,,,,,35.26849343,-119.08094967,105.570,GIRTH WELD,,,,MFL/CLP,,
2159,Weld,,44520.74,591+42,40.03,39.92,39.92,12700,AGM 9 ,6393.77,Block Valve #13 (625+92),3396.11,10.75,0.203,,52000, 12:24,,,,,,,,,,1402,,,,,,,,,,35.26841073,-119.08086088,105.414,GIRTH WELD,,,,MFL/CLP,,
2160,Weld,,44560.66,591+82,39.92,39.92,39.92,12710,AGM 9 ,6433.68,Block Valve #13 (625+92),3356.19,10.75,0.203,,52000, 10:44,,,,,,,,,,1402,,,,,,,,,,35.26832811,-119.08077258,105.659,GIRTH WELD,,,,MFL/CLP,,
2161,Anomaly - Corrosion,EXT,44560.90,591+82,0.24,39.68,39.92,12710,AGM 9 ,6433.92,Block Valve #13 (625+92),3355.95,10.75,0.203,,52000, 10:44,20,0.04,,,,,0.4,0.2, 03:33,1402,2329,1677,1414,0.836,1.186,2326.5,1675.1,,,35.26832760,-119.08077205,105.662,EXT ML,Axial Slotting,,,MFL/CLP,,
2162,Anomaly - Corrosion Cluster,EXT,44560.90,591+82,0.24,39.68,39.92,12710,AGM 9 ,6433.93,Block Valve #13 (625+92),3355.95,10.75,0.203,,52000, 10:44,15,0.03,,,,,1.5,1.7, 09:28,1402,2269,1634,1414,0.858,1.155,2260.9,1627.9,,,35.26832760,-119.08077204,105.662,EXT ML,General Metal Loss,,,MFL/CLP,,
2163,Weld,,44600.58,592+22,39.92,40.12,40.12,12720,AGM 9 ,6473.60,Block Valve #13 (625+92),3316.27,10.75,0.203,,52000, 11:48,,,,,,,,,,1402,,,,,,,,,,35.26824545,-119.08068432,106.016,GIRTH WELD,,,,MFL/CLP,,
2164,Weld,,44640.69,592+62,40.12,39.92,39.92,12730,AGM 9 ,6513.72,Block Valve #13 (625+92),3276.16,10.75,0.203,,52000, 09:40,,,,,,,,,,1402,,,,,,,,,,35.26816211,-119.08059600,105.784,GIRTH WELD,,,,MFL/CLP,,
2165,Weld,,44680.61,593+03,39.92,39.18,39.18,12740,AGM 9 ,6553.63,Block Valve #13 (625+92),3236.24,10.75,0.203,,52000, 01:12,,,,,,,,,,1402,,,,,,,,,,35.26807949,-119.08050770,106.152,GIRTH WELD,,,,MFL/CLP,,
2166,Weld,,44719.79,593+42,39.18,40.08,40.08,12750,AGM 9 ,6592.82,Block Valve #13 (625+92),3197.06,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.26799761,-119.08042210,106.594,GIRTH WELD,,,,MFL/CLP,,
2167,Weld,,44759.87,593+82,40.08,39.91,39.91,12760,AGM 9 ,6632.89,Block Valve #13 (625+92),3156.98,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.26791226,-119.08033691,106.553,GIRTH WELD,,,,MFL/CLP,,
2168,Weld,,44799.78,594+23,39.91,39.94,39.94,12770,AGM 9 ,6672.80,Block Valve #13 (625+92),3117.07,10.75,0.203,,52000, 10:32,,,,,,,,,,1402,,,,,,,,,,35.26782559,-119.08025467,106.035,GIRTH WELD,,,,MFL/CLP,,
2169,Weld,,44839.71,594+63,39.94,40.11,40.11,12780,AGM 9 ,6712.74,Block Valve #13 (625+92),3077.14,10.75,0.203,,52000, 12:00,,,,,,,,,,1402,,,,,,,,,,35.26773837,-119.08017311,105.622,GIRTH WELD,,,,MFL/CLP,,
2170,Weld,,44879.82,595+03,40.11,39.96,39.96,12790,AGM 9 ,6752.84,Block Valve #13 (625+92),3037.03,10.75,0.203,,52000, 10:32,,,,,,,,,,1402,,,,,,,,,,35.26765069,-119.08009136,105.768,GIRTH WELD,,,,MFL/CLP,,
2171,Weld,,44919.78,595+43,39.96,36.90,36.90,12800,AGM 9 ,6792.80,Block Valve #13 (625+92),2997.07,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.26756344,-119.08000974,105.803,GIRTH WELD,,,,MFL/CLP,,
2172,Weld,,44956.68,595+81,36.90,38.66,38.66,12810,AGM 9 ,6829.70,Block Valve #13 (625+92),2960.17,10.75,0.203,,52000, 10:00,,,,,,,,,,1402,,,,,,,,,,35.26748288,-119.07993432,105.899,GIRTH WELD,,,,MFL/CLP,,
2173,Weld,,44995.34,596+20,38.66,40.02,40.02,12820,AGM 9 ,6868.36,Block Valve #13 (625+92),2921.51,10.75,0.203,,52000, 12:04,,,,,,,,,,1402,,,,,,,,,,35.26739897,-119.07985590,105.977,GIRTH WELD,,,,MFL/CLP,,
2174,Weld,,45035.35,596+60,40.02,39.90,39.90,12830,AGM 9 ,6908.38,Block Valve #13 (625+92),2881.49,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.26731127,-119.07977602,106.379,GIRTH WELD,,,,MFL/CLP,,
2175,Weld,,45075.25,597+00,39.90,0.89,0.89,12840,AGM 9 ,6948.28,Block Valve #13 (625+92),2841.59,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.26722227,-119.07969914,106.071,GIRTH WELD,,,,MFL/CLP,,
2176,Weld - Bend Begin,,45076.14,597+01,0.89,3.98,3.98,12850,AGM 9 ,6949.16,Block Valve #13 (625+92),2840.71,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.26722027,-119.07969747,106.059,GIRTH WELD,,,,MFL/CLP,,
2177,Anomaly - Corrosion,EXT,45076.54,597+01,0.40,3.58,3.98,12850,AGM 9 ,6949.56,Block Valve #13 (625+92),2840.31,10.75,0.203,,52000,,15,0.03,,,,,0.3,0.6, 01:10,1402,2338,1683,1414,0.833,1.190,2337.1,1682.7,,,35.26721939,-119.07969668,106.049,EXT ML,Circumferential Slotting,,,MFL/CLP,,
2178,Bend,,45078.13,597+03,1.99,3.98,3.98,12850,AGM 9 ,6951.15,Block Valve #13 (625+92),2838.72,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.26721660,-119.07969270,105.905,5.0D 55 DEG BEND-FORGED LEFT,,,,MFL/CLP,,
2179,Anomaly - Corrosion,EXT,45079.11,597+04,2.97,1.01,3.98,12850,AGM 9 ,6952.13,Block Valve #13 (625+92),2837.74,10.75,0.203,,52000,,26,0.05,,,,,0.2,0.2, 10:12,1402,2338,1683,1414,0.833,1.190,2337.0,1682.7,,,35.26721553,-119.07968973,105.745,EXT ML,Pinhole,,,MFL/CLP,,
2180,Weld - Bend End,,45080.12,597+05,3.98,0.78,0.78,12860,AGM 9 ,6953.14,Block Valve #13 (625+92),2836.73,10.75,0.203,,52000,,,,,,,,,,,1402,,,,,,,,,,35.26721505,-119.07968650,105.538,GIRTH WELD,,,,MFL/CLP,,
2181,Weld - Bend Begin,,45080.90,597+06,0.78,40.44,40.44,12870,AGM 9 ,6953.93,Block Valve #13 (625+92),2835.95,10.75,0.203,,52000, 08:40,,,,,,,,,,1402,,,,,,,,,,35.26721502,-119.07968395,105.358,GIRTH WELD,,,,MFL/CLP,,
2182,Bend,,45096.90,597+22,16.00,40.44,40.44,12870,AGM 9 ,6969.93,Block Valve #13 (625+92),2819.94,10.75,0.203,,52000, 08:40,,,,,,,,,,1402,,,,,,,,,,35.26721457,-119.07963142,102.659,25 DEG BEND-COLD UNDER,,,,MFL/CLP,,
2183,Anomaly - Corrosion,EXT,45105.91,597+31,25.01,15.43,40.44,12870,AGM 9 ,6978.94,Block Valve #13 (625+92),2810.94,10.75,0.203,,52000, 08:40,17,0.03,,,,,0.9,0.7, 01:02,1402,2303,1658,1414,0.846,1.172,2294.4,1652.0,,,35.26721514,-119.07960153,103.430,EXT ML,Pitting,,,MFL/CLP,,
2184,Bend,,45114.32,597+39,33.43,40.44,40.44,12870,AGM 9 ,6987.35,Block Valve #13 (625+92),2802.52,10.75,0.203,,52000, 08:40,,,,,,,,,,1402,,,,,,,,,,35.26721625,-119.07957397,105.002,10 DEG BEND-COLD OVER,,,,MFL/CLP,,
2185,Weld - Bend End,,45121.34,597+46,40.44,38.92,38.92,12880,AGM 9 ,6994.36,Block Valve #13 (625+92),2795.51,10.75,0.203,,52000, 10:28,,,,,,,,,,1402,,,,,,,,,,35.26721665,-119.07955060,105.410,GIRTH WELD,,,,MFL/CLP,,
2186,Weld,,45160.26,597+86,38.92,37.55,37.55,12890,AGM 9 ,7033.28,Block Valve #13 (625+92),2756.59,10.75,0.203,,52000, 12:00,,,,,,,,,,1402,,,,,,,,,,35.26721779,-119.07942067,106.020,GIRTH WELD,,,,MFL/CLP,,
2187,Weld,,45197.81,598+23,37.55,39.97,39.97,12900,AGM 9 ,7070.83,Block Valve #13 (625+92),2719.04,10.75,0.203,,52000, 11:48,,,,,,,,,,1402,,,,,,,,,,35.26721801,-119.07929528,105.889,GIRTH WELD,,,,MFL/CLP,,
2188,Weld,,45237.78,598+64,39.97,38.68,38.68,12910,AGM 9 ,7110.80,Block Valve #13 (625+92),2679.07,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.26721818,-119.07916181,105.843,GIRTH WELD,,,,MFL/CLP,,
2189,Weld,,45276.46,599+03,38.68,39.98,39.98,12920,AGM 9 ,7149.48,Block Valve #13 (625+92),2640.39,10.75,0.203,,52000, 11:08,,,,,,,,,,1402,,,,,,,,,,35.26721865,-119.07903264,106.164,GIRTH WELD,,,,MFL/CLP,,
2190,Weld,,45316.43,599+43,39.98,40.00,40.00,12930,AGM 9 ,7189.46,Block Valve #13 (625+92),2600.42,10.75,0.203,,52000, 12:40,,,,,,,,,,1402,,,,,,,,,,35.26721924,-119.07889914,106.478,GIRTH WELD,,,,MFL/CLP,,
2191,Weld,,45356.43,599+83,40.00,40.11,40.11,12940,AGM 9 ,7229.46,Block Valve #13 (625+92),2560.41,10.75,0.203,,52000, 10:44,,,,,,,,,,1402,,,,,,,,,,35.26721925,-119.07876556,106.773,GIRTH WELD,,,,MFL/CLP,,
2192,Weld,,45396.54,600+24,40.11,39.92,39.92,12950,AGM 9 ,7269.57,Block Valve #13 (625+92),2520.31,10.75,0.203,,52000, 12:28,,,,,,,,,,1402,,,,,,,,,,35.26721953,-119.07863160,106.730,GIRTH WELD,,,,MFL/CLP,,
2193,Weld,,45436.46,600+64,39.92,37.35,37.35,12960,AGM 9 ,7309.49,Block Valve #13 (625+92),2480.39,10.75,0.203,,52000, 11:00,,,,,,,,,,1402,,,,,,,,,,35.26722033,-119.07849833,105.922,GIRTH WELD,,,,MFL/CLP,,
2194,Weld,,45473.81,601+01,37.35,40.09,40.09,12970,AGM 9 ,7346.83,Block Valve #13 (625+92),2443.04,10.75,0.203,,52000, 12:32,,,,,,,,,,1402,,,,,,,,,,35.26722099,-119.07837361,105.824,GIRTH WELD,,,,MFL/CLP,,
2195,Weld,,45513.89,601+42,40.09,39.97,39.97,12980,AGM 9 ,7386.92,Block Valve #13 (625+92),2402.95,10.75,0.203,,52000, 10:44,,,,,,,,,,1402,,,,,,,,,,35.26722183,-119.07823976,106.099,GIRTH WELD,,,,MFL/CLP,,
2196,Weld,,45553.87,601+82,39.97,39.94,39.94,12990,AGM 9 ,7426.89,Block Valve #13 (625+92),2362.98,10.75,0.203,,52000, 12:16,,,,,,,,,,1402,,,,,,,,,,35.26722257,-119.07810626,106.161,GIRTH WELD,,,,MFL/CLP,,
2197,Weld,,45593.81,602+22,39.94,40.14,40.14,13000,AGM 9 ,7466.83,Block Valve #13 (625+92),2323.04,10.75,0.203,,52000, 11:08,,,,,,,,,,1402,,,,,,,,,,35.26722306,-119.07797289,105.994,GIRTH WELD,,,,MFL/CLP,,
2198,Weld,,45633.94,602+63,40.14,40.00,40.00,13010,AGM 9 ,7506.97,Block Valve #13 (625+92),2282.90,10.75,0.203,,52000, 12:24,,,,,,,,,,1402,,,,,,,,,,35.26722363,-119.07783884,105.596,GIRTH WELD,,,,MFL/CLP,,
2199,Weld,,45673.94,603+03,40.00,39.98,39.98,13020,AGM 9 ,7546.97,Block Valve #13 (625+92),2242.90,10.75,0.203,,52000, 11:16,,,,,,,,,,1402,,,,,,,,,,35.26722452,-119.07770526,105.396,GIRTH WELD,,,,MFL/CLP,,
2200,Weld,,45713.92,603+43,39.98,40.05,40.05,13030,AGM 9 ,7586.95,Block Valve #13 (625+92),2202.93,10.75,0.203,,52000, 12:32,,,,,,,,,,1402,,,,,,,,,,35.26722485,-119.07757176,105.590,GIRTH WELD,,,,MFL/CLP,,
2201,Weld,,45753.97,603+84,40.05,39.63,39.63,13040,AGM 9 ,7626.99,Block Valve #13 (625+92),2162.88,10.75,0.203,,52000, 10:12,,,,,,,,,,1402,,,,,,,,,,35.26722511,-119.07743803,106.182,GIRTH WELD,,,,MFL/CLP,,
2202,Weld,,45793.60,604+24,39.63,38.25,38.25,13050,AGM 9 ,7666.62,Block Valve #13 (625+92),2123.25,10.75,0.203,,52000, 12:40,,,,,,,,,,1402,,,,,,,,,,35.26722531,-119.07730570,106.469,GIRTH WELD,,,,MFL/CLP,,
2203,Weld,,45831.85,604+62,38.25,40.12,40.12,13060,AGM 9 ,7704.88,Block Valve #13 (625+92),2084.99,10.75,0.203,,52000, 09:28,,,,,,,,,,1402,,,,,,,,,,35.26722595,-119.07717794,106.515,GIRTH WELD,,,,MFL/CLP,,
2204,Weld,,45871.98,605+02,40.12,40.00,40.00,13070,AGM 9 ,7745.00,Block Valve #13 (625+92),2044.87,10.75,0.203,,52000, 11:36,,,,,,,,,,1402,,,,,,,,,,35.26722721,-119.07704396,106.291,GIRTH WELD,,,,MFL/CLP,,
2205,Weld,,45911.97,605+43,40.00,39.93,39.93,13080,AGM 9 ,7785.00,Block Valve #13 (625+92),2004.88,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.26722791,-119.07691041,106.067,GIRTH WELD,,,,MFL/CLP,,
2206,Weld,,45951.90,605+83,39.93,40.05,40.05,13090,AGM 9 ,7824.93,Block Valve #13 (625+92),1964.94,10.75,0.203,,52000, 11:44,,,,,,,,,,1402,,,,,,,,,,35.26722823,-119.07677703,105.973,GIRTH WELD,,,,MFL/CLP,,
2207,Weld,,45991.95,606+23,40.05,40.03,40.03,13100,AGM 9 ,7864.98,Block Valve #13 (625+92),1924.90,10.75,0.203,,52000, 10:28,,,,,,,,,,1402,,,,,,,,,,35.26722865,-119.07664331,105.911,GIRTH WELD,,,,MFL/CLP,,
2208,Weld,,46031.98,606+64,40.03,33.37,33.37,13110,AGM 9 ,7905.01,Block Valve #13 (625+92),1884.87,10.75,0.203,,52000, 01:32,,,,,,,,,,1402,,,,,,,,,,35.26722892,-119.07650962,106.329,GIRTH WELD,,,,MFL/CLP,,
2209,Weld,,46065.35,606+97,33.37,40.08,40.08,13120,AGM 9 ,7938.38,Block Valve #13 (625+92),1851.49,10.75,0.203,,52000, 10:48,,,,,,,,,,1402,,,,,,,,,,35.26722914,-119.07639816,106.521,GIRTH WELD,,,,MFL/CLP,,
2210,Weld,,46105.44,607+38,40.08,40.03,40.03,13130,AGM 9 ,7978.46,Block Valve #13 (625+92),1811.41,10.75,0.203,,52000, 12:24,,,,,,,,,,1402,,,,,,,,,,35.26722962,-119.07626433,106.505,GIRTH WELD,,,,MFL/CLP,,
2211,Weld,,46145.46,607+78,40.03,39.87,39.87,13140,AGM 9 ,8018.49,Block Valve #13 (625+92),1771.39,10.75,0.203,,52000, 10:32,,,,,,,,,,1402,,,,,,,,,,35.26723024,-119.07613065,106.531,GIRTH WELD,,,,MFL/CLP,,
2212,Weld,,46185.33,608+18,39.87,40.07,40.07,13150,AGM 9 ,8058.35,Block Valve #13 (625+92),1731.52,10.75,0.203,,52000, 12:40,,,,,,,,,,1402,,,,,,,,,,35.26723238,-119.07599754,106.338,GIRTH WELD,,,,MFL/CLP,,
2213,Weld,,46225.40,608+58,40.07,40.05,40.05,13160,AGM 9 ,8098.43,Block Valve #13 (625+92),1691.45,10.75,0.203,,52000, 10:32,,,,,,,,,,1402,,,,,,,,,,35.26723502,-119.07586376,106.164,GIRTH WELD,,,,MFL/CLP,,
2214,Anomaly - Corrosion Cluster,EXT,46265.16,608+98,39.76,0.29,40.05,13160,AGM 9 ,8138.19,Block Valve #13 (625+92),1651.68,10.75,0.203,,52000, 10:32,21,0.04,,,,,1.6,1.3, 04:16,1402,2224,1601,1414,0.876,1.133,2280.1,1641.6,,,35.26723633,-119.07573098,105.943,EXT ML,General Metal Loss,,,MFL/CLP,,
2215,Anomaly - Corrosion,EXT,46265.18,608+98,39.78,0.27,40.05,13160,AGM 9 ,8138.21,Block Valve #13 (625+92),1651.67,10.75,0.203,,52000, 10:32,18,0.04,,,,,0.5,0.3, 03:29,1402,2329,1677,1414,0.836,1.186,2326.0,1674.7,,,35.26723633,-119.07573093,105.943,EXT ML,Axial Slotting,,,MFL/CLP,,
2216,Weld,,46265.45,608+99,40.05,39.93,39.93,13170,AGM 9 ,8138.47,Block Valve #13 (625+92),1651.40,10.75,0.203,,52000, 12:00,,,,,,,,,,1402,,,,,,,,,,35.26723634,-119.07573002,105.943,GIRTH WELD,,,,MFL/CLP,,
2217,Anomaly - Corrosion,EXT,46268.61,609+02,3.16,36.78,39.93,13170,AGM 9 ,8141.64,Block Valve #13 (625+92),1648.24,10.75,0.203,,52000, 12:00,18,0.04,,,,,0.5,0.5, 08:39,1402,2329,1677,1414,0.836,1.186,2326.0,1674.7,,,35.26723636,-119.07571946,105.921,EXT ML,Pitting,,,MFL/CLP,,
2218,Anomaly - Corrosion,EXT,46268.91,609+02,3.47,36.47,39.93,13170,AGM 9 ,8141.94,Block Valve #13 (625+92),1647.93,10.75,0.203,,52000, 12:00,16,0.03,,,,,0.2,0.2, 08:40,1402,2339,1684,1414,0.833,1.191,2338.1,1683.4,,,35.26723636,-119.07571845,105.918,EXT ML,Pinhole,,,MFL/CLP,,
2219,Anomaly - Corrosion,EXT,46269.25,609+03,3.80,36.14,39.93,13170,AGM 9 ,8142.27,Block Valve #13 (625+92),1647.60,10.75,0.203,,52000, 12:00,16,0.03,,,,,0.3,0.2, 09:53,1402,2336,1682,1414,0.834,1.190,2335.4,1681.5,,,35.26723636,-119.07571735,105.918,EXT ML,Pinhole,,,MFL/CLP,,
2220,Anomaly - Corrosion,EXT,46269.39,609+03,3.94,35.99,39.93,13170,AGM 9 ,8142.42,Block Valve #13 (625+92),1647.45,10.75,0.203,,52000, 12:00,19,0.04,,,,,0.4,0.6, 09:30,1402,2330,1678,1414,0.836,1.186,2327.4,1675.8,,,35.26723637,-119.07571686,105.914,EXT ML,Pitting,,,MFL/CLP,,
2221,Weld,,46305.39,609+39,39.93,40.08,40.08,13180,AGM 9 ,8178.41,Block Valve #13 (625+92),1611.46,10.75,0.203,,52000, 10:36,,,,,,,,,,1402,,,,,,,,,,35.26723649,-119.07559665,105.799,GIRTH WELD,,,,MFL/CLP,,
2222,Anomaly - Corrosion Cluster,EXT,46320.03,609+54,14.64,25.43,40.08,13180,AGM 9 ,8193.05,Block Valve #13 (625+92),1596.82,10.75,0.203,,52000, 10:36,16,0.03,,,,,1.5,1.4, 11:26,1402,2266,1632,1414,0.859,1.154,2276.0,1638.7,,,35.26723644,-119.07554776,105.724,EXT ML,General Metal Loss,,,MFL/CLP,,
2223,Anomaly - Corrosion,EXT,46320.83,609+55,15.44,24.64,40.08,13180,AGM 9 ,8193.85,Block Valve #13 (625+92),1596.02,10.75,0.203,,52000, 10:36,15,0.03,,,,,0.2,0.2, 06:29,1402,2340,1685,1414,0.832,1.191,2339.3,1684.3,,,35.26723643,-119.07554508,105.724,EXT ML,Pinhole,,,MFL/CLP,,
2224,Anomaly - Corrosion,EXT,46343.85,609+78,38.46,1.62,40.08,13180,AGM 9 ,8216.87,Block Valve #13 (625+92),1573.00,10.75,0.203,,52000, 10:36,18,0.04,,,,,2.3,0.5, 12:54,1402,2197,1582,1414,0.887,1.119,2167.9,1560.9,,,35.26723641,-119.07546824,105.838,EXT ML,Axial Grooving,,,MFL/CLP,,
2225,Weld,,46345.46,609+79,40.08,40.05,40.05,13190,AGM 9 ,8218.49,Block Valve #13 (625+92),1571.39,10.75,0.203,,52000, 12:04,,,,,,,,,,1402,,,,,,,,,,35.26723639,-119.07546281,105.852,GIRTH WELD,,,,MFL/CLP,,
2226,Anomaly - Corrosion,EXT,46347.25,609+81,1.79,38.26,40.05,13190,AGM 9 ,8220.28,Block Valve #13 (625+92),1569.60,10.75,0.203,,52000, 12:04,16,0.03,,,,,1.2,0.7, 04:15,1402,2283,1644,1414,0.853,1.163,2271.2,1635.3,,,35.26723639,-119.07545685,105.872,EXT ML,Pitting,,,MFL/CLP,,
2227,Anomaly - Corrosion,EXT,46347.67,609+82,2.21,37.84,40.05,13190,AGM 9 ,8220.69,Block Valve #13 (625+92),1569.18,10.75,0.203,,52000, 12:04,17,0.03,,,,,1.0,0.2, 03:16,1402,2294,1652,1414,0.849,1.168,2284.0,1644.4,,,35.26723639,-119.07545545,105.875,EXT ML,Axial Slotting,,,MFL/CLP,,
2228,Anomaly - Corrosion,EXT,46348.13,609+82,2.67,37.38,40.05,13190,AGM 9 ,8221.16,Block Valve #13 (625+92),1568.72,10.75,0.203,,52000, 12:04,22,0.04,,,,,0.8,0.6, 03:18,1402,2300,1656,1414,0.847,1.171,2290.8,1649.4,,,35.26723638,-119.07545390,105.882,EXT ML,Pitting,,,MFL/CLP,,
2229,Anomaly - Corrosion,EXT,46348.32,609+82,2.86,37.19,40.05,13190,AGM 9 ,8221.35,Block Valve #13 (625+92),1568.52,10.75,0.203,,52000, 12:04,42,0.09,,,,,0.6,0.6, 03:48,1402,2290,1648,1414,0.851,1.166,2274.1,1637.4,,,35.26723638,-119.07545326,105.882,*EXT ML,Pitting,,,MFL/CLP,,
2230,Weld,,46385.51,610+20,40.05,39.93,39.93,13200,AGM 9 ,8258.54,Block Valve #13 (625+92),1531.34,10.75,0.203,,52000, 10:48,,,,,,,,,,1402,,,,,,,,,,35.26723627,-119.07532908,106.287,GIRTH WELD,,,,MFL/CLP,,
2231,Weld,,46425.44,610+60,39.93,40.09,40.09,13210,AGM 9 ,8298.47,Block Valve #13 (625+92),1491.41,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.26723625,-119.07519573,106.339,GIRTH WELD,,,,MFL/CLP,,
2232,Anomaly - Corrosion,EXT,46458.28,610+93,32.84,7.25,40.09,13210,AGM 9 ,8331.30,Block Valve #13 (625+92),1458.57,10.75,0.203,,52000, 12:36,16,0.03,,,,,0.7,0.5, 07:07,1402,2320,1671,1414,0.839,1.181,2315.7,1667.3,,,35.26723700,-119.07508608,106.331,EXT ML,Pitting,,,MFL/CLP,,
2233,Anomaly - Corrosion,EXT,46458.87,610+94,33.43,6.66,40.09,13210,AGM 9 ,8331.89,Block Valve #13 (625+92),1457.98,10.75,0.203,,52000, 12:36,31,0.06,,,,,0.4,0.8, 07:03,1402,2320,1670,1414,0.839,1.181,2314.6,1666.5,,,35.26723702,-119.07508411,106.328,EXT ML,Pitting,,,MFL/CLP,,
2234,Anomaly - Corrosion,EXT,46459.00,610+94,33.56,6.53,40.09,13210,AGM 9 ,8332.02,Block Valve #13 (625+92),1457.85,10.75,0.203,,52000, 12:36,21,0.04,,,,,0.7,0.4, 07:58,1402,2312,1665,1414,0.842,1.177,2305.6,1660.0,,,35.26723703,-119.07508367,106.328,EXT ML,Pitting,,,MFL/CLP,,
2235,Anomaly - Corrosion,EXT,46459.18,610+94,33.73,6.36,40.09,13210,AGM 9 ,8332.20,Block Valve #13 (625+92),1457.67,10.75,0.203,,52000, 12:36,17,0.03,,,,,0.6,0.4, 08:22,1402,2323,1673,1414,0.838,1.183,2319.4,1670.0,,,35.26723703,-119.07508309,106.325,EXT ML,Pitting,,,MFL/CLP,,
2236,Anomaly - Corrosion,EXT,46459.89,610+95,34.45,5.64,40.09,13210,AGM 9 ,8332.91,Block Valve #13 (625+92),1456.96,10.75,0.203,,52000, 12:36,23,0.05,,,,,0.5,0.5, 09:12,1402,2321,1671,1414,0.839,1.182,2316.9,1668.2,,,35.26723706,-119.07508070,106.322,EXT ML,Pitting,,,MFL/CLP,,
2237,Anomaly - Corrosion,EXT,46460.54,610+95,35.10,5.00,40.09,13210,AGM 9 ,8333.56,Block Valve #13 (625+92),1456.31,10.75,0.203,,52000, 12:36,19,0.04,,,,,0.2,0.2, 09:14,1402,2338,1683,1414,0.833,1.190,2337.2,1682.8,,,35.26723709,-119.07507854,106.319,EXT ML,Pinhole,,,MFL/CLP,,
2238,Anomaly - Corrosion,EXT,46460.70,610+95,35.25,4.84,40.09,13210,AGM 9 ,8333.72,Block Valve #13 (625+92),1456.15,10.75,0.203,,52000, 12:36,17,0.03,,,,,0.6,0.4, 08:51,1402,2325,1674,1414,0.837,1.184,2322.1,1671.9,,,35.26723709,-119.07507801,106.315,EXT ML,Pitting,,,MFL/CLP,,
