Feature Number (sequential order),Pipeline Feature,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,UpStreamDistanceFrom,DownstreamName,DownstreamDistanceTo,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF_MOP_SAFE,RPR_PBURST_100_SMYS,Effective Area P Burst,Effective Area P Safe,Group Number,Group Category,NAD 83 Latitude,NAD 83 Longitude,NAVD 88,Comments,POF Classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
5028,Anomaly - Corrosion,EXT,89144.65,1038+96,39.79,0.30,40.10,24550,Block Valve #17.6 (932+02),10672.02,Block Valve #26.5 (2088+82),35884.13,10.75,0.203,,52000, 11:36,17,0.03,,,,,0.6,0.3, 04:06,1402,2323,1673,1414,0.838,1.183,2319.4,1670.0,,,35.15038138,-119.07441345,87.568,EXT ML,Axial Slotting,,,MFL/CLP,,
5029,Anomaly - Corrosion,EXT,89144.70,1038+97,39.84,0.25,40.10,24550,Block Valve #17.6 (932+02),10672.07,Block Valve #26.5 (2088+82),35884.08,10.75,0.203,,52000, 11:36,25,0.05,,,,,0.4,0.6, 06:48,1402,2325,1674,1414,0.837,1.184,2321.5,1671.5,,,35.15038123,-119.07441345,87.568,EXT ML,Pitting,,,MFL/CLP,,
5030,Anomaly - Corrosion,EXT,89144.88,1038+97,40.03,0.07,40.10,24550,Block Valve #17.6 (932+02),10672.25,Block Valve #26.5 (2088+82),35883.90,10.75,0.203,,52000, 11:36,23,0.05,,,,,0.8,0.9, 08:10,1402,2298,1654,1414,0.848,1.170,2287.9,1647.3,,,35.15038073,-119.07441345,87.568,EXT ML,Pitting,,,MFL/CLP,,
5031,Weld,,89144.95,1038+97,40.10,39.94,39.94,24560,Block Valve #17.6 (932+02),10672.32,Block Valve #26.5 (2088+82),35883.83,10.75,0.203,,52000, 12:56,,,,,,,,,,1402,,,,,,,,,,35.15038053,-119.07441343,87.568,GIRTH WELD,,,,MFL/CLP,,
5032,Repair - Welded Sleeve Begin,,89173.33,1039+25,28.38,39.94,39.94,24560,Block Valve #17.6 (932+02),10700.70,Block Valve #26.5 (2088+82),35855.45,10.75,0.203,,52000, 12:56,,,,,,,,,,1402,,,,,,,,,,35.15030234,-119.07441204,87.471,REPAIR-SHELL START,,,,MFL/CLP,,
5033,Repair - Welded Sleeve End,,89177.47,1039+29,32.52,39.94,39.94,24560,Block Valve #17.6 (932+02),10704.84,Block Valve #26.5 (2088+82),35851.31,10.75,0.203,,52000, 12:56,,,,,,,,,,1402,,,,,,,,,,35.15029092,-119.07441187,87.467,REPAIR-SHELL END,,,,MFL/CLP,,
5034,Weld,,89184.89,1039+37,39.94,38.18,38.18,24570,Block Valve #17.6 (932+02),10712.26,Block Valve #26.5 (2088+82),35843.89,10.75,0.203,,52000, 10:00,,,,,,,,,,1402,,,,,,,,,,35.15027048,-119.07441160,87.494,GIRTH WELD,,,,MFL/CLP,,
5035,Weld,,89223.07,1039+75,38.18,40.14,40.14,24580,Block Valve #17.6 (932+02),10750.44,Block Valve #26.5 (2088+82),35805.71,10.75,0.203,,52000, 01:40,,,,,,,,,,1402,,,,,,,,,,35.15016528,-119.07441042,87.540,GIRTH WELD,,,,MFL/CLP,,
5036,Weld,,89263.20,1040+15,40.14,40.07,40.07,24590,Block Valve #17.6 (932+02),10790.57,Block Valve #26.5 (2088+82),35765.58,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.15005466,-119.07440929,87.463,GIRTH WELD,,,,MFL/CLP,,
5037,Weld,,89303.27,1040+55,40.07,40.06,40.06,24600,Block Valve #17.6 (932+02),10830.64,Block Valve #26.5 (2088+82),35725.51,10.75,0.203,,52000, 10:04,,,,,,,,,,1402,,,,,,,,,,35.14994423,-119.07440941,87.577,GIRTH WELD,,,,MFL/CLP,,
5038,Weld,,89343.34,1040+96,40.06,37.21,37.21,24610,Block Valve #17.6 (932+02),10870.71,Block Valve #26.5 (2088+82),35685.44,10.75,0.203,,52000, 12:48,,,,,,,,,,1402,,,,,,,,,,35.14983381,-119.07441030,87.546,GIRTH WELD,,,,MFL/CLP,,
5039,Weld,,89380.55,1041+33,37.21,33.35,33.35,24620,Block Valve #17.6 (932+02),10907.91,Block Valve #26.5 (2088+82),35648.24,10.75,0.203,,52000, 09:24,,,,,,,,,,1402,,,,,,,,,,35.14973127,-119.07441000,87.567,GIRTH WELD,,,,MFL/CLP,,
5040,Weld,,89413.89,1041+66,33.35,39.98,39.98,24630,Block Valve #17.6 (932+02),10941.26,Block Valve #26.5 (2088+82),35614.89,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.14963936,-119.07440914,87.530,GIRTH WELD,,,,MFL/CLP,,
5041,Weld,,89453.88,1042+06,39.98,40.06,40.06,24640,Block Valve #17.6 (932+02),10981.25,Block Valve #26.5 (2088+82),35574.90,10.75,0.203,,52000, 09:48,,,,,,,,,,1402,,,,,,,,,,35.14952919,-119.07440804,87.561,GIRTH WELD,,,,MFL/CLP,,
5042,Weld,,89493.94,1042+46,40.06,36.76,36.76,24650,Block Valve #17.6 (932+02),11021.31,Block Valve #26.5 (2088+82),35534.84,10.75,0.203,,52000, 12:08,,,,,,,,,,1402,,,,,,,,,,35.14941877,-119.07440765,87.666,GIRTH WELD,,,,MFL/CLP,,
5043,Weld,,89530.69,1042+83,36.76,31.96,31.96,24660,Block Valve #17.6 (932+02),11058.06,Block Valve #26.5 (2088+82),35498.09,10.75,0.203,,52000, 09:40,,,,,,,,,,1402,,,,,,,,,,35.14931748,-119.07440756,87.646,GIRTH WELD,,,,MFL/CLP,,
5044,Weld,,89562.65,1043+15,31.96,40.08,40.08,24670,Block Valve #17.6 (932+02),11090.02,Block Valve #26.5 (2088+82),35466.13,10.75,0.203,,52000, 01:00,,,,,,,,,,1402,,,,,,,,,,35.14922942,-119.07440717,87.643,GIRTH WELD,,,,MFL/CLP,,
5045,Weld,,89602.72,1043+55,40.08,35.43,35.43,24680,Block Valve #17.6 (932+02),11130.09,Block Valve #26.5 (2088+82),35426.06,10.75,0.203,,52000, 10:56,,,,,,,,,,1402,,,,,,,,,,35.14911897,-119.07440655,87.754,GIRTH WELD,,,,MFL/CLP,,
5046,Weld,,89638.15,1043+91,35.43,36.63,36.63,24690,Block Valve #17.6 (932+02),11165.52,Block Valve #26.5 (2088+82),35390.63,10.75,0.203,,52000, 01:12,,,,,,,,,,1402,,,,,,,,,,35.14902133,-119.07440604,87.628,GIRTH WELD,,,,MFL/CLP,,
5047,Weld,,89674.78,1044+28,36.63,39.96,39.96,24700,Block Valve #17.6 (932+02),11202.15,Block Valve #26.5 (2088+82),35354.00,10.75,0.203,,52000, 11:32,,,,,,,,,,1402,,,,,,,,,,35.14892039,-119.07440535,87.608,GIRTH WELD,,,,MFL/CLP,,
5048,Weld,,89714.74,1044+68,39.96,40.09,40.09,24710,Block Valve #17.6 (932+02),11242.11,Block Valve #26.5 (2088+82),35314.04,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.14881027,-119.07440495,87.481,GIRTH WELD,,,,MFL/CLP,,
5049,Weld,,89754.83,1045+08,40.09,37.03,37.03,24720,Block Valve #17.6 (932+02),11282.20,Block Valve #26.5 (2088+82),35273.95,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.14869978,-119.07440527,87.404,GIRTH WELD,,,,MFL/CLP,,
5050,Weld,,89791.86,1045+45,37.03,40.05,40.05,24730,Block Valve #17.6 (932+02),11319.23,Block Valve #26.5 (2088+82),35236.92,10.75,0.203,,52000, 01:12,,,,,,,,,,1402,,,,,,,,,,35.14859773,-119.07440563,87.283,GIRTH WELD,,,,MFL/CLP,,
5051,Weld,,89831.91,1045+85,40.05,36.68,36.68,24740,Block Valve #17.6 (932+02),11359.28,Block Valve #26.5 (2088+82),35196.87,10.75,0.203,,52000, 11:20,,,,,,,,,,1402,,,,,,,,,,35.14848735,-119.07440593,87.289,GIRTH WELD,,,,MFL/CLP,,
5052,Weld,,89868.59,1046+22,36.68,39.97,39.97,24750,Block Valve #17.6 (932+02),11395.96,Block Valve #26.5 (2088+82),35160.19,10.75,0.203,,52000, 01:24,,,,,,,,,,1402,,,,,,,,,,35.14838626,-119.07440636,87.276,GIRTH WELD,,,,MFL/CLP,,
5053,Weld,,89908.56,1046+62,39.97,39.95,39.95,24760,Block Valve #17.6 (932+02),11435.93,Block Valve #26.5 (2088+82),35120.22,10.75,0.203,,52000, 11:20,,,,,,,,,,1402,,,,,,,,,,35.14827610,-119.07440642,86.981,GIRTH WELD,,,,MFL/CLP,,
5054,Anomaly - Corrosion,EXT,89948.03,1047+02,39.47,0.48,39.95,24760,Block Valve #17.6 (932+02),11475.40,Block Valve #26.5 (2088+82),35080.75,10.75,0.203,,52000, 11:20,18,0.04,,,,,0.3,0.3, 05:53,1402,2337,1683,1414,0.833,1.190,2336.1,1682.0,,,35.14816733,-119.07440600,87.015,EXT ML,Pinhole,,,MFL/CLP,,
5055,Weld,,89948.51,1047+02,39.95,40.01,40.01,24770,Block Valve #17.6 (932+02),11475.88,Block Valve #26.5 (2088+82),35080.27,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.14816601,-119.07440599,87.016,GIRTH WELD,,,,MFL/CLP,,
5056,Anomaly - Corrosion,EXT,89988.20,1047+42,39.69,0.32,40.01,24770,Block Valve #17.6 (932+02),11515.57,Block Valve #26.5 (2088+82),35040.58,10.75,0.203,,52000, 12:36,19,0.04,,,,,0.5,1.0, 06:43,1402,2328,1676,1414,0.837,1.185,2324.9,1673.9,,,35.14805663,-119.07440546,87.031,EXT ML,Circumferential Grooving,,,MFL/CLP,,
5057,Weld,,89988.52,1047+42,40.01,33.63,33.63,24780,Block Valve #17.6 (932+02),11515.89,Block Valve #26.5 (2088+82),35040.26,10.75,0.203,,52000, 10:32,,,,,,,,,,1402,,,,,,,,,,35.14805573,-119.07440546,87.031,GIRTH WELD,,,,MFL/CLP,,
5058,Weld,,90022.15,1047+76,33.63,36.62,36.62,24790,Block Valve #17.6 (932+02),11549.52,Block Valve #26.5 (2088+82),35006.63,10.75,0.203,,52000, 12:20,,,,,,,,,,1402,,,,,,,,,,35.14796305,-119.07440474,87.027,GIRTH WELD,,,,MFL/CLP,,
5059,Weld,,90058.78,1048+12,36.62,40.08,40.08,24800,Block Valve #17.6 (932+02),11586.15,Block Valve #26.5 (2088+82),34970.00,10.75,0.203,,52000, 10:12,,,,,,,,,,1402,,,,,,,,,,35.14786212,-119.07440428,87.054,GIRTH WELD,,,,MFL/CLP,,
5060,Weld,,90098.85,1048+53,40.08,40.03,40.03,24810,Block Valve #17.6 (932+02),11626.22,Block Valve #26.5 (2088+82),34929.93,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.14775167,-119.07440405,87.072,GIRTH WELD,,,,MFL/CLP,,
5061,Weld,,90138.89,1048+93,40.03,37.63,37.63,24820,Block Valve #17.6 (932+02),11666.25,Block Valve #26.5 (2088+82),34889.90,10.75,0.203,,52000, 10:52,,,,,,,,,,1402,,,,,,,,,,35.14764134,-119.07440333,87.134,GIRTH WELD,,,,MFL/CLP,,
5062,Weld,,90176.52,1049+30,37.63,39.95,39.95,24830,Block Valve #17.6 (932+02),11703.89,Block Valve #26.5 (2088+82),34852.26,10.75,0.203,,52000, 01:20,,,,,,,,,,1402,,,,,,,,,,35.14753764,-119.07440308,87.208,GIRTH WELD,,,,MFL/CLP,,
5063,Weld,,90216.47,1049+71,39.95,32.82,32.82,24840,Block Valve #17.6 (932+02),11743.84,Block Valve #26.5 (2088+82),34812.31,10.75,0.203,,52000, 11:04,,,,,,,,,,1402,,,,,,,,,,35.14742753,-119.07440325,87.250,GIRTH WELD,,,,MFL/CLP,,
5064,Weld,,90249.29,1050+03,32.82,40.11,40.11,24850,Block Valve #17.6 (932+02),11776.66,Block Valve #26.5 (2088+82),34779.49,10.75,0.203,,52000, 12:32,,,,,,,,,,1402,,,,,,,,,,35.14733708,-119.07440342,87.222,GIRTH WELD,,,,MFL/CLP,,
5065,Weld,,90289.40,1050+44,40.11,37.91,37.91,24860,Block Valve #17.6 (932+02),11816.77,Block Valve #26.5 (2088+82),34739.38,10.75,0.203,,52000, 08:48,,,,,,,,,,1402,,,,,,,,,,35.14722654,-119.07440240,87.112,GIRTH WELD,,,,MFL/CLP,,
5066,Weld,,90327.31,1050+82,37.91,40.06,40.06,24870,Block Valve #17.6 (932+02),11854.68,Block Valve #26.5 (2088+82),34701.47,10.75,0.203,,52000, 09:52,,,,,,,,,,1402,,,,,,,,,,35.14712206,-119.07440136,87.041,GIRTH WELD,,,,MFL/CLP,,
5067,Weld,,90367.37,1051+22,40.06,39.98,39.98,24880,Block Valve #17.6 (932+02),11894.73,Block Valve #26.5 (2088+82),34661.41,10.75,0.203,,52000, 09:36,,,,,,,,,,1402,,,,,,,,,,35.14701166,-119.07440100,86.991,GIRTH WELD,,,,MFL/CLP,,
5068,Weld,,90407.35,1051+62,39.98,36.84,36.84,24890,Block Valve #17.6 (932+02),11934.72,Block Valve #26.5 (2088+82),34621.43,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.14690148,-119.07440021,87.009,GIRTH WELD,,,,MFL/CLP,,
5069,Weld,,90444.19,1051+99,36.84,38.33,38.33,24900,Block Valve #17.6 (932+02),11971.56,Block Valve #26.5 (2088+82),34584.59,10.75,0.203,,52000, 09:40,,,,,,,,,,1402,,,,,,,,,,35.14679995,-119.07439919,86.960,GIRTH WELD,,,,MFL/CLP,,
5070,Weld,,90482.52,1052+37,38.33,40.15,40.15,24910,Block Valve #17.6 (932+02),12009.89,Block Valve #26.5 (2088+82),34546.26,10.75,0.203,,52000, 01:04,,,,,,,,,,1402,,,,,,,,,,35.14669433,-119.07439866,87.098,GIRTH WELD,,,,MFL/CLP,,
5071,Weld,,90522.67,1052+77,40.15,40.03,40.03,24920,Block Valve #17.6 (932+02),12050.04,Block Valve #26.5 (2088+82),34506.11,10.75,0.203,,52000, 09:48,,,,,,,,,,1402,,,,,,,,,,35.14658365,-119.07439853,87.371,GIRTH WELD,,,,MFL/CLP,,
5072,Weld,,90562.70,1053+17,40.03,37.39,37.39,24930,Block Valve #17.6 (932+02),12090.07,Block Valve #26.5 (2088+82),34466.08,10.75,0.203,,52000, 12:04,,,,,,,,,,1402,,,,,,,,,,35.14647335,-119.07439892,87.333,GIRTH WELD,,,,MFL/CLP,,
5073,Weld,,90600.08,1053+55,37.39,40.09,40.09,24940,Block Valve #17.6 (932+02),12127.45,Block Valve #26.5 (2088+82),34428.70,10.75,0.203,,52000, 10:40,,,,,,,,,,1402,,,,,,,,,,35.14637031,-119.07439811,87.305,GIRTH WELD,,,,MFL/CLP,,
5074,Weld,,90640.17,1053+95,40.09,39.94,39.94,24950,Block Valve #17.6 (932+02),12167.54,Block Valve #26.5 (2088+82),34388.61,10.75,0.203,,52000, 12:40,,,,,,,,,,1402,,,,,,,,,,35.14625983,-119.07439693,87.393,GIRTH WELD,,,,MFL/CLP,,
5075,Weld,,90680.12,1054+35,39.94,39.99,39.99,24960,Block Valve #17.6 (932+02),12207.48,Block Valve #26.5 (2088+82),34348.67,10.75,0.203,,52000, 10:08,,,,,,,,,,1402,,,,,,,,,,35.14614976,-119.07439579,87.375,GIRTH WELD,,,,MFL/CLP,,
5076,Weld,,90720.10,1054+75,39.99,31.86,31.86,24970,Block Valve #17.6 (932+02),12247.47,Block Valve #26.5 (2088+82),34308.68,10.75,0.203,,52000, 12:56,,,,,,,,,,1402,,,,,,,,,,35.14603956,-119.07439504,87.433,GIRTH WELD,,,,MFL/CLP,,
5077,Weld,,90751.96,1055+07,31.86,40.11,40.11,24980,Block Valve #17.6 (932+02),12279.33,Block Valve #26.5 (2088+82),34276.82,10.75,0.203,,52000, 11:12,,,,,,,,,,1402,,,,,,,,,,35.14595176,-119.07439427,87.371,GIRTH WELD,,,,MFL/CLP,,
5078,Weld,,90792.06,1055+47,40.11,40.05,40.05,24990,Block Valve #17.6 (932+02),12319.43,Block Valve #26.5 (2088+82),34236.72,10.75,0.203,,52000, 12:08,,,,,,,,,,1402,,,,,,,,,,35.14584124,-119.07439370,87.168,GIRTH WELD,,,,MFL/CLP,,
5079,Weld,,90832.11,1055+87,40.05,40.06,40.06,25000,Block Valve #17.6 (932+02),12359.48,Block Valve #26.5 (2088+82),34196.67,10.75,0.203,,52000, 10:44,,,,,,,,,,1402,,,,,,,,,,35.14573088,-119.07439282,87.141,GIRTH WELD,,,,MFL/CLP,,
5080,Weld,,90872.17,1056+28,40.06,40.02,40.02,25010,Block Valve #17.6 (932+02),12399.53,Block Valve #26.5 (2088+82),34156.61,10.75,0.203,,52000, 12:52,,,,,,,,,,1402,,,,,,,,,,35.14562048,-119.07439227,87.021,GIRTH WELD,,,,MFL/CLP,,
5081,Weld,,90912.18,1056+68,40.02,39.94,39.94,25020,Block Valve #17.6 (932+02),12439.55,Block Valve #26.5 (2088+82),34116.60,10.75,0.203,,52000, 10:08,,,,,,,,,,1402,,,,,,,,,,35.14551021,-119.07439126,87.184,GIRTH WELD,,,,MFL/CLP,,
5082,Anomaly - Dent Plain,,90944.02,1057+00,31.83,39.94,39.94,25020,Block Valve #17.6 (932+02),12471.39,Block Valve #26.5 (2088+82),34084.76,10.75,0.203,,52000, 10:08,,,1.1,0.11,,,2.3,1.6, 07:30,1402,,,,,,,,4,a,35.14542248,-119.07439029,87.267,DENT - 1.06%OD (0.114IN),,,,MFL/CLP,,
5083,Weld,,90952.12,1057+08,39.94,40.03,40.03,25030,Block Valve #17.6 (932+02),12479.49,Block Valve #26.5 (2088+82),34076.66,10.75,0.203,,52000, 11:36,,,,,,,,,,1402,,,,,,,,,,35.14540013,-119.07439010,87.315,GIRTH WELD,,,,MFL/CLP,,
5084,Weld,,90992.15,1057+48,40.03,40.14,40.14,25040,Block Valve #17.6 (932+02),12519.52,Block Valve #26.5 (2088+82),34036.63,10.75,0.203,,52000, 12:40,,,,,,,,,,1402,,,,,,,,,,35.14528982,-119.07438942,87.257,GIRTH WELD,,,,MFL/CLP,,
5085,Weld,,91032.28,1057+88,40.14,40.02,40.02,25050,Block Valve #17.6 (932+02),12559.65,Block Valve #26.5 (2088+82),33996.50,10.75,0.203,,52000, 09:24,,,,,,,,,,1402,,,,,,,,,,35.14517922,-119.07438748,87.151,GIRTH WELD,,,,MFL/CLP,,
5086,Weld,,91072.31,1058+28,40.02,40.11,40.11,25060,Block Valve #17.6 (932+02),12599.68,Block Valve #26.5 (2088+82),33956.47,10.75,0.203,,52000, 12:28,,,,,,,,,,1402,,,,,,,,,,35.14506894,-119.07438569,87.097,GIRTH WELD,,,,MFL/CLP,,
5087,Weld,,91112.42,1058+68,40.11,40.01,40.01,25070,Block Valve #17.6 (932+02),12639.79,Block Valve #26.5 (2088+82),33916.36,10.75,0.203,,52000, 10:28,,,,,,,,,,1402,,,,,,,,,,35.14495840,-119.07438487,87.046,GIRTH WELD,,,,MFL/CLP,,
5088,Weld,,91152.43,1059+08,40.01,38.23,38.23,25080,Block Valve #17.6 (932+02),12679.80,Block Valve #26.5 (2088+82),33876.35,10.75,0.203,,52000, 09:16,,,,,,,,,,1402,,,,,,,,,,35.14484811,-119.07438506,87.190,GIRTH WELD,,,,MFL/CLP,,
5089,Weld,,91190.66,1059+47,38.23,21.80,21.80,25090,Block Valve #17.6 (932+02),12718.03,Block Valve #26.5 (2088+82),33838.12,10.75,0.203,,52000, 12:36,,,,,,,,,,1402,,,,,,,,,,35.14474276,-119.07438500,87.156,GIRTH WELD,,,,MFL/CLP,,
5090,Weld,,91212.45,1059+69,21.80,40.03,40.03,25100,Block Valve #17.6 (932+02),12739.82,Block Valve #26.5 (2088+82),33816.33,10.75,0.203,,52000, 01:28,,,,,,,,,,1402,,,,,,,,,,35.14468271,-119.07438463,86.652,GIRTH WELD,,,,MFL/CLP,,
5091,Weld,,91252.48,1060+09,40.03,40.18,40.18,25110,Block Valve #17.6 (932+02),12779.85,Block Valve #26.5 (2088+82),33776.30,10.75,0.203,,52000, 01:12,,,,,,,,,,1402,,,,,,,,,,35.14457242,-119.07438403,86.296,GIRTH WELD,,,,MFL/CLP,,
5092,Weld,,91292.67,1060+49,40.18,37.99,37.99,25120,Block Valve #17.6 (932+02),12820.04,Block Valve #26.5 (2088+82),33736.11,10.75,0.203,,52000, 10:04,,,,,,,,,,1402,,,,,,,,,,35.14446168,-119.07438342,86.618,GIRTH WELD,,,,MFL/CLP,,
5093,Weld,,91330.65,1060+87,37.99,40.08,40.08,25130,Block Valve #17.6 (932+02),12858.02,Block Valve #26.5 (2088+82),33698.13,10.75,0.203,,52000, 12:12,,,,,,,,,,1402,,,,,,,,,,35.14435702,-119.07438285,87.214,GIRTH WELD,,,,MFL/CLP,,
5094,Weld,,91370.74,1061+27,40.08,40.05,40.05,25140,Block Valve #17.6 (932+02),12898.11,Block Valve #26.5 (2088+82),33658.04,10.75,0.203,,52000, 11:32,,,,,,,,,,1402,,,,,,,,,,35.14424656,-119.07438302,86.910,GIRTH WELD,,,,MFL/CLP,,
5095,Weld,,91410.79,1061+67,40.05,39.97,39.97,25150,Block Valve #17.6 (932+02),12938.16,Block Valve #26.5 (2088+82),33617.99,10.75,0.203,,52000, 12:44,,,,,,,,,,1402,,,,,,,,,,35.14413617,-119.07438292,86.865,GIRTH WELD,,,,MFL/CLP,,
5096,Weld,,91450.76,1062+07,39.97,40.00,40.00,25160,Block Valve #17.6 (932+02),12978.13,Block Valve #26.5 (2088+82),33578.02,10.75,0.203,,52000, 10:00,,,,,,,,,,1402,,,,,,,,,,35.14402603,-119.07438245,87.214,GIRTH WELD,,,,MFL/CLP,,
5097,Weld,,91490.76,1062+47,40.00,40.13,40.13,25170,Block Valve #17.6 (932+02),13018.13,Block Valve #26.5 (2088+82),33538.02,10.75,0.203,,52000, 01:08,,,,,,,,,,1402,,,,,,,,,,35.14391580,-119.07438148,86.866,GIRTH WELD,,,,MFL/CLP,,
5098,Weld,,91530.89,1062+88,40.13,24.52,24.52,25180,Block Valve #17.6 (932+02),13058.26,Block Valve #26.5 (2088+82),33497.89,10.75,0.203,,52000, 10:24,,,,,,,,,,1402,,,,,,,,,,35.14380521,-119.07438073,86.789,GIRTH WELD,,,,MFL/CLP,,
5099,Weld,,91555.41,1063+12,24.52,30.98,30.98,25190,Block Valve #17.6 (932+02),13082.78,Block Valve #26.5 (2088+82),33473.37,10.75,0.203,,52000, 01:08,,,,,,,,,,1402,,,,,,,,,,35.14373764,-119.07438056,86.782,GIRTH WELD,,,,MFL/CLP,,
5100,Weld,,91586.39,1063+43,30.98,25.38,25.38,25200,Block Valve #17.6 (932+02),13113.76,Block Valve #26.5 (2088+82),33442.39,10.75,0.203,,52000, 10:52,,,,,,,,,,1402,,,,,,,,,,35.14365226,-119.07438024,86.784,GIRTH WELD,,,,MFL/CLP,,
5101,Weld,,91611.77,1063+69,25.38,28.27,28.27,25210,Block Valve #17.6 (932+02),13139.13,Block Valve #26.5 (2088+82),33417.01,10.75,0.203,,52000, 12:48,,,,,,,,,,1402,,,,,,,,,,35.14358231,-119.07437967,86.837,GIRTH WELD,,,,MFL/CLP,,
5102,Weld,,91640.03,1063+97,28.27,40.02,40.02,25220,Block Valve #17.6 (932+02),13167.40,Block Valve #26.5 (2088+82),33388.75,10.75,0.203,,52000, 09:56,,,,,,,,,,1402,,,,,,,,,,35.14350441,-119.07437902,86.868,GIRTH WELD,,,,MFL/CLP,,
5103,Weld,,91680.06,1064+37,40.02,39.89,39.89,25230,Block Valve #17.6 (932+02),13207.43,Block Valve #26.5 (2088+82),33348.72,10.75,0.203,,52000, 12:16,,,,,,,,,,1402,,,,,,,,,,35.14339411,-119.07437813,86.996,GIRTH WELD,,,,MFL/CLP,,
5104,Weld,,91719.95,1064+77,39.89,40.08,40.08,25240,Block Valve #17.6 (932+02),13247.32,Block Valve #26.5 (2088+82),33308.83,10.75,0.203,,52000, 11:00,,,,,,,,,,1402,,,,,,,,,,35.14328418,-119.07437719,87.100,GIRTH WELD,,,,MFL/CLP,,
5105,Weld,,91760.03,1065+17,40.08,40.14,40.14,25250,Block Valve #17.6 (932+02),13287.40,Block Valve #26.5 (2088+82),33268.75,10.75,0.203,,52000, 01:24,,,,,,,,,,1402,,,,,,,,,,35.14317372,-119.07437657,86.993,GIRTH WELD,,,,MFL/CLP,,
5106,Weld,,91800.17,1065+58,40.14,39.97,39.97,25260,Block Valve #17.6 (932+02),13327.54,Block Valve #26.5 (2088+82),33228.61,10.75,0.203,,52000, 12:08,,,,,,,,,,1402,,,,,,,,,,35.14306310,-119.07437614,87.012,GIRTH WELD,,,,MFL/CLP,,
5107,Weld,,91840.14,1065+98,39.97,40.09,40.09,25270,Block Valve #17.6 (932+02),13367.51,Block Valve #26.5 (2088+82),33188.64,10.75,0.203,,52000, 10:20,,,,,,,,,,1402,,,,,,,,,,35.14295294,-119.07437567,86.964,GIRTH WELD,,,,MFL/CLP,,
5108,Weld,,91880.23,1066+38,40.09,37.35,37.35,25280,Block Valve #17.6 (932+02),13407.60,Block Valve #26.5 (2088+82),33148.55,10.75,0.203,,52000, 10:48,,,,,,,,,,1402,,,,,,,,,,35.14284246,-119.07437528,87.012,GIRTH WELD,,,,MFL/CLP,,
5109,Weld,,91917.57,1066+75,37.35,36.86,36.86,25290,Block Valve #17.6 (932+02),13444.94,Block Valve #26.5 (2088+82),33111.21,10.75,0.203,,52000, 12:04,,,,,,,,,,1402,,,,,,,,,,35.14273953,-119.07437490,87.093,GIRTH WELD,,,,MFL/CLP,,
5110,Weld,,91954.43,1067+12,36.86,40.04,40.04,25300,Block Valve #17.6 (932+02),13481.80,Block Valve #26.5 (2088+82),33074.35,10.75,0.203,,52000, 09:48,,,,,,,,,,1402,,,,,,,,,,35.14263795,-119.07437519,87.222,GIRTH WELD,,,,MFL/CLP,,
5111,Weld,,91994.47,1067+52,40.04,38.69,38.69,25310,Block Valve #17.6 (932+02),13521.84,Block Valve #26.5 (2088+82),33034.31,10.75,0.203,,52000, 12:32,,,,,,,,,,1402,,,,,,,,,,35.14252760,-119.07437542,87.175,GIRTH WELD,,,,MFL/CLP,,
5112,Weld,,92033.16,1067+91,38.69,40.06,40.06,25320,Block Valve #17.6 (932+02),13560.53,Block Valve #26.5 (2088+82),32995.62,10.75,0.203,,52000, 10:40,,,,,,,,,,1402,,,,,,,,,,35.14242097,-119.07437507,87.185,GIRTH WELD,,,,MFL/CLP,,
5113,Weld,,92073.23,1068+31,40.06,40.01,40.01,25330,Block Valve #17.6 (932+02),13600.59,Block Valve #26.5 (2088+82),32955.55,10.75,0.203,,52000, 01:24,,,,,,,,,,1402,,,,,,,,,,35.14231055,-119.07437503,87.138,GIRTH WELD,,,,MFL/CLP,,
5114,Weld,,92113.24,1068+71,40.01,40.08,40.08,25340,Block Valve #17.6 (932+02),13640.61,Block Valve #26.5 (2088+82),32915.54,10.75,0.203,,52000, 09:20,,,,,,,,,,1402,,,,,,,,,,35.14220029,-119.07437491,87.176,GIRTH WELD,,,,MFL/CLP,,
