J. no.,J. len [ft],t [in],to u/s w. [ft],to d/s w. [ft],o'clock,Log Distance,Severity Rule,event,depth [%],OD Reduction,length [in],width [in],internal,ERF - 0.85dl,RPR - 0.85dl,SMYS [psi],Comment,Latitude ,Longitude 
31560,39.11,0.219,,,,131888.22,,Girth Weld,,,,,,,,52000,,47.93153122,-103.56114620
31570,44.26,0.219,,,,131927.33,,Girth Weld,,,,,,,,52000,,47.93163906,-103.56114847
31580,43.99,0.219,,,,131971.59,,Girth Weld,,,,,,,,52000,,47.93176112,-103.56115232
31580,43.99,,,,,131975.30,,AGM,,,,,,,,,AGM 290,47.93177140,-103.56115260
31590,43.93,0.219,,,,132015.59,,Girth Weld,,,,,,,,52000,,47.93188225,-103.56115147
31600,44.1,0.219,,,,132059.51,,Girth Weld,,,,,,,,52000,,47.93200287,-103.56114944
31610,44.37,0.219,,,,132103.61,,Girth Weld,,,,,,,,52000,,47.93212325,-103.56114731
31620,44.16,0.219,,,,132147.98,,Girth Weld,,,,,,,,52000,,47.93224611,-103.56114370
31630,44.09,0.219,,,,132192.15,,Girth Weld,,,,,,,,52000,,47.93236839,-103.56113987
31640,44.47,0.219,,,,132236.24,,Girth Weld,,,,,,,,52000,,47.93249042,-103.56113561
31650,44.07,0.219,,,,132280.71,,Girth Weld,,,,,,,,52000,,47.93261354,-103.56113074
31660,43.9,0.219,,,,132324.78,,Girth Weld,,,,,,,,52000,,47.93273552,-103.56112653
31670,44.17,0.219,,,,132368.69,,Girth Weld,,,,,,,,52000,,47.93285684,-103.56112310
31680,44.19,0.219,,,,132412.86,,Girth Weld,,,,,,,,52000,,47.93297884,-103.56111984
31690,43.56,0.219,,,,132457.05,,Girth Weld,,,,,,,,52000,,47.93310069,-103.56111540
31700,44.37,0.219,,,,132500.61,,Girth Weld,,,,,,,,52000,,47.93322061,-103.56111139
31710,44.24,0.219,,,,132544.97,,Girth Weld,,,,,,,,52000,,47.93334349,-103.56110698
31720,44.31,0.219,,,,132589.21,,Girth Weld,,,,,,,,52000,,47.93346597,-103.56110248
31730,44.44,0.219,,,,132633.52,,Girth Weld,,,,,,,,52000,,47.93358844,-103.56109696
31740,44.27,0.219,,,,132677.96,,Girth Weld,,,,,,,,52000,,47.93371106,-103.56109104
31750,44.54,0.219,,,,132722.23,,Girth Weld,,,,,,,,52000,,47.93383351,-103.56108549
31760,44.41,0.219,,,,132766.77,,Girth Weld,,,,,,,,52000,,47.93395492,-103.56107984
31770,44.08,0.219,,,,132811.18,,Girth Weld,,,,,,,,52000,,47.93407694,-103.56107248
31780,44.44,0.219,,,,132855.26,,Girth Weld,,,,,,,,52000,,47.93419855,-103.56107178
31790,44.21,0.219,,,,132899.70,,Girth Weld,,,,,,,,52000,,47.93432008,-103.56109968
31800,44.47,0.219,,,,132943.90,,Girth Weld,,,,,,,,52000,,47.93443677,-103.56114855
31810,30.63,0.219,,,,132988.37,,Girth Weld,,,,,,,,52000,,47.93453927,-103.56124539
31820,44.59,0.219,,,,133019.00,,Girth Weld,,,,,,,,52000,,47.93458145,-103.56135274
31830,44.69,0.322,,,,133063.59,,Girth Weld,,,,,,,,52000,,47.93460408,-103.56153210
31840,44.69,0.322,,,,133108.28,,Girth Weld,,,,,,,,52000,,47.93461940,-103.56171468
31850,44.7,0.322,,,,133152.98,,Girth Weld,,,,,,,,52000,,47.93463607,-103.56189716
31860,44.63,0.322,,,,133197.67,,Girth Weld,,,,,,,,52000,,47.93465004,-103.56208024
31870,38.49,0.322,,,,133242.31,,Girth Weld,,,,,,,,52000,,47.93466565,-103.56226275
31880,22.03,0.219,,,,133280.79,,Girth Weld,,,,,,,,52000,,47.93469134,-103.56241495
31890,42.41,0.219,,,,133302.82,,Girth Weld,,,,,,,,52000,,47.93472066,-103.56249459
31900,15.87,0.219,,,,133345.23,,Girth Weld,,,,,,,,52000,,47.93480104,-103.56261967
31910,44.37,0.219,,,,133361.10,,Girth Weld,,,,,,,,52000,,47.93483468,-103.56266177
31920,44.17,0.219,,,,133405.46,,Girth Weld,,,,,,,,52000,,47.93493688,-103.56275970
31920,44.17,0.219,-31.16,13.01,10:54,133436.62,,metal loss-manufacturing anomaly,13,,0.66,0.59,N/A,,,,,47.93501828,-103.56280245
31930,44.35,0.219,,,,133449.63,,Girth Weld,,,,,,,,52000,,47.93505228,-103.56282021
31940,44.41,0.219,,,,133493.98,,Girth Weld,,,,,,,,52000,,47.93516816,-103.56288078
31950,44.16,0.219,,,,133538.39,,Girth Weld,,,,,,,,52000,,47.93528443,-103.56294027
31960,44.34,0.219,,,,133582.55,,Girth Weld,,,,,,,,52000,,47.93540016,-103.56299924
31970,44.33,0.219,,,,133626.89,,Girth Weld,,,,,,,,52000,,47.93551888,-103.56303818
31980,44.2,0.219,,,,133671.23,,Girth Weld,,,,,,,,52000,,47.93564170,-103.56303627
31990,44.47,0.219,,,,133715.43,,Girth Weld,,,,,,,,52000,,47.93576414,-103.56303371
32000,44.18,0.219,,,,133759.90,,Girth Weld,,,,,,,,52000,,47.93588728,-103.56303104
32010,43.98,0.219,,,,133804.08,,Girth Weld,,,,,,,,52000,,47.93600958,-103.56302984
32020,44.45,0.219,,,,133848.07,,Girth Weld,,,,,,,,52000,,47.93613135,-103.56302955
32030,43.69,0.219,,,,133892.51,,Girth Weld,,,,,,,,52000,,47.93625447,-103.56302921
32040,44.39,0.219,,,,133936.20,,Girth Weld,,,,,,,,52000,,47.93637549,-103.56302896
32050,44.16,0.219,,,,133980.59,,Girth Weld,,,,,,,,52000,,47.93649841,-103.56302795
32060,44.19,0.219,,,,134024.75,,Girth Weld,,,,,,,,52000,,47.93662071,-103.56302602
32070,44.36,0.219,,,,134068.94,,Girth Weld,,,,,,,,52000,,47.93674311,-103.56302403
32080,44.36,0.219,,,,134113.30,,Girth Weld,,,,,,,,52000,,47.93686578,-103.56302112
32090,44.31,0.219,,,,134157.67,,Girth Weld,,,,,,,,52000,,47.93698813,-103.56301808
32100,44.23,0.219,,,,134201.97,,Girth Weld,,,,,,,,52000,,47.93711069,-103.56301560
32110,44.21,0.219,,,,134246.20,,Girth Weld,,,,,,,,52000,,47.93723322,-103.56301397
32120,44.26,0.219,,,,134290.41,,Girth Weld,,,,,,,,52000,,47.93735165,-103.56297154
32130,43.99,0.219,,,,134334.66,,Girth Weld,,,,,,,,52000,,47.93746830,-103.56291549
32140,44.32,0.219,,,,134378.65,,Girth Weld,,,,,,,,52000,,47.93758412,-103.56285910
32150,43.41,0.219,,,,134422.97,,Girth Weld,,,,,,,,52000,,47.93770090,-103.56280279
32160,44.48,0.219,,,,134466.37,,Girth Weld,,,,,,,,52000,,47.93781549,-103.56274856
32170,44.45,0.219,,,,134510.86,,Girth Weld,,,,,,,,52000,,47.93793290,-103.56269291
32180,34.97,0.219,,,,134555.30,,Girth Weld,,,,,,,,52000,,47.93805047,-103.56263851
32190,44.35,0.219,,,,134590.27,,Girth Weld,,,,,,,,52000,,47.93814299,-103.56259592
32200,44.31,0.219,,,,134634.61,,Girth Weld,,,,,,,,52000,,47.93826379,-103.56257327
32210,44.4,0.219,,,,134678.92,,Girth Weld,,,,,,,,52000,,47.93838653,-103.56257399
32220,44.07,0.219,,,,134723.32,,Girth Weld,,,,,,,,52000,,47.93850951,-103.56257646
32230,44.44,0.219,,,,134767.39,,Girth Weld,,,,,,,,52000,,47.93863155,-103.56257918
32240,44.29,0.219,,,,134811.83,,Girth Weld,,,,,,,,52000,,47.93875456,-103.56258215
32250,44.36,0.219,,,,134856.12,,Girth Weld,,,,,,,,52000,,47.93887716,-103.56258347
32260,44.34,0.219,,,,134900.48,,Girth Weld,,,,,,,,52000,,47.93900001,-103.56258494
32270,44.16,0.219,,,,134944.82,,Girth Weld,,,,,,,,52000,,47.93912281,-103.56258682
32280,44.33,0.219,,,,134988.98,,Girth Weld,,,,,,,,52000,,47.93924510,-103.56258911
32290,44.28,0.219,,,,135033.31,,Girth Weld,,,,,,,,52000,,47.93936787,-103.56259161
32300,44.37,0.219,,,,135077.59,,Girth Weld,,,,,,,,52000,,47.93949047,-103.56259370
32310,44.04,0.219,,,,135121.96,,Girth Weld,,,,,,,,52000,,47.93961336,-103.56259585
32320,44.14,0.219,,,,135166.01,,Girth Weld,,,,,,,,52000,,47.93973534,-103.56259826
32330,44.25,0.219,,,,135210.15,,Girth Weld,,,,,,,,52000,,47.93985760,-103.56260050
32340,44.25,0.219,,,,135254.40,,Girth Weld,,,,,,,,52000,,47.93997918,-103.56261986
32350,44.13,0.219,,,,135298.65,,Girth Weld,,,,,,,,52000,,47.94010051,-103.56264236
32360,44.32,0.219,,,,135342.79,,Girth Weld,,,,,,,,52000,,47.94022161,-103.56266439
32370,44.05,0.219,,,,135387.10,,Girth Weld,,,,,,,,52000,,47.94034334,-103.56268531
32380,44.05,0.219,,,,135431.15,,Girth Weld,,,,,,,,52000,,47.94046457,-103.56270550
32390,44.27,0.219,,,,135475.20,,Girth Weld,,,,,,,,52000,,47.94058579,-103.56272611
32400,44.18,0.219,,,,135519.47,,Girth Weld,,,,,,,,52000,,47.94070761,-103.56274658
32410,22.2,0.219,,,,135563.65,,Girth Weld,,,,,,,,52000,,47.94082875,-103.56277051
32420,43.83,0.219,,,,135585.84,,Girth Weld,,,,,,,,52000,,47.94088959,-103.56278366
32430,21.77,0.219,,,,135629.68,,Girth Weld,,,,,,,,52000,,47.94100365,-103.56283989
32440,43.81,0.219,,,,135651.44,,Girth Weld,,,,,,,,52000,,47.94105804,-103.56287861
32450,44.06,0.219,,,,135695.26,,Girth Weld,,,,,,,,52000,,47.94116748,-103.56295671
32460,43.99,0.219,,,,135739.32,,Girth Weld,,,,,,,,52000,,47.94127729,-103.56303603
32470,43.77,0.219,,,,135783.31,,Girth Weld,,,,,,,,52000,,47.94138684,-103.56311543
32480,44.2,0.219,,,,135827.08,,Girth Weld,,,,,,,,52000,,47.94149563,-103.56319508
32490,44.26,0.219,,,,135871.28,,Girth Weld,,,,,,,,52000,,47.94160573,-103.56327476
32500,43.9,0.219,,,,135915.53,,Girth Weld,,,,,,,,52000,,47.94171613,-103.56335410
32510,44.18,0.219,,,,135959.43,,Girth Weld,,,,,,,,52000,,47.94182543,-103.56343320
32520,44.21,0.219,,,,136003.61,,Girth Weld,,,,,,,,52000,,47.94193496,-103.56351316
32530,44.14,0.219,,,,136047.82,,Girth Weld,,,,,,,,52000,,47.94204453,-103.56359343
32540,36.99,0.219,,,,136091.96,,Girth Weld,,,,,,,,52000,,47.94215441,-103.56367244
32550,9.01,0.219,,,,136128.95,,Girth Weld,,,,,,,,52000,,47.94224738,-103.56373619
32560,44.04,0.219,,,,136137.96,,Girth Weld,,,,,,,,52000,,47.94227002,-103.56375178
32570,44.77,0.322,,,,136182.00,,Girth Weld,,,,,,,,52000,,47.94238053,-103.56382871
32580,44.72,0.322,,,,136226.77,,Girth Weld,,,,,,,,52000,,47.94249286,-103.56390694
32590,44.69,0.322,,,,136271.49,,Girth Weld,,,,,,,,52000,,47.94260435,-103.56398733
32590,44.69,,,,,136275.72,,AGM,,,,,,,,,AGM 300,47.94261485,-103.56399509
32600,20.94,0.322,,,,136316.18,,Girth Weld,,,,,,,,52000,,47.94271567,-103.56406770
32610,5.38,0.219,,,,136337.12,,Girth Weld,,,,,,,,52000,,47.94276786,-103.56410518
32620,1.19,0.322,,,,136342.50,,Girth Weld,,,,,,,,52000,,47.94278120,-103.56411499
32620,1.19,,,,,136343.07,,Bend,,,,,,,,,3.0D -  32 deg - Left,47.94278245,-103.56411642
32630,19.67,0.219,,,,136343.68,,Girth Weld,,,,,,,,52000,,47.94278348,-103.56411844
32640,44.12,0.219,,,,136363.36,,Girth Weld,,,,,,,,52000,,47.94281271,-103.56418686
32650,44.03,0.219,,,,136407.48,,Girth Weld,,,,,,,,52000,,47.94285807,-103.56435209
32660,44.53,0.219,,,,136451.51,,Girth Weld,,,,,,,,52000,,47.94287187,-103.56453236
32670,44.29,0.219,,,,136496.04,,Girth Weld,,,,,,,,52000,,47.94288700,-103.56471440
32680,44.27,0.219,,,,136540.33,,Girth Weld,,,,,,,,52000,,47.94290225,-103.56489548
32690,44.51,0.219,,,,136584.60,,Girth Weld,,,,,,,,52000,,47.94291813,-103.56507626
32700,44.33,0.219,,,,136629.11,,Girth Weld,,,,,,,,52000,,47.94293372,-103.56525810
32710,44.55,0.219,,,,136673.44,,Girth Weld,,,,,,,,52000,,47.94294880,-103.56543925
32720,44.14,0.219,,,,136718.00,,Girth Weld,,,,,,,,52000,,47.94296321,-103.56562158
32730,44.14,0.219,,,,136762.13,,Girth Weld,,,,,,,,52000,,47.94297751,-103.56580220
32740,44.33,0.219,,,,136806.27,,Girth Weld,,,,,,,,52000,,47.94299267,-103.56598268
32750,44.11,0.219,,,,136850.60,,Girth Weld,,,,,,,,52000,,47.94300842,-103.56616383
32760,44.3,0.219,,,,136894.71,,Girth Weld,,,,,,,,52000,,47.94302401,-103.56634413
32770,44.15,0.219,,,,136939.01,,Girth Weld,,,,,,,,52000,,47.94303935,-103.56652527
32780,43.99,0.219,,,,136983.17,,Girth Weld,,,,,,,,52000,,47.94305443,-103.56670584
32790,43.73,0.219,,,,137027.16,,Girth Weld,,,,,,,,52000,,47.94306867,-103.56688590
32800,43.87,0.219,,,,137070.89,,Girth Weld,,,,,,,,52000,,47.94308299,-103.56706483
32810,44.03,0.219,,,,137114.75,,Girth Weld,,,,,,,,52000,,47.94309736,-103.56724434
32820,44.21,0.219,,,,137158.78,,Girth Weld,,,,,,,,52000,,47.94311190,-103.56742449
32830,44.23,0.219,,,,137202.99,,Girth Weld,,,,,,,,52000,,47.94312620,-103.56760544
32840,44.08,0.219,,,,137247.22,,Girth Weld,,,,,,,,52000,,47.94314099,-103.56778638
32850,44.15,0.219,,,,137291.31,,Girth Weld,,,,,,,,52000,,47.94315577,-103.56796671
32860,44.21,0.219,,,,137335.46,,Girth Weld,,,,,,,,52000,,47.94317057,-103.56814730
32870,44.16,0.219,,,,137379.67,,Girth Weld,,,,,,,,52000,,47.94318566,-103.56832807
32880,44.1,0.219,,,,137423.83,,Girth Weld,,,,,,,,52000,,47.94319982,-103.56850880
32890,44.18,0.219,,,,137467.92,,Girth Weld,,,,,,,,52000,,47.94321403,-103.56868926
32900,44.1,0.219,,,,137512.10,,Girth Weld,,,,,,,,52000,,47.94322807,-103.56887009
32910,44.12,0.219,,,,137556.21,,Girth Weld,,,,,,,,52000,,47.94324205,-103.56905064
32920,43.97,0.219,,,,137600.33,,Girth Weld,,,,,,,,52000,,47.94325647,-103.56923117
32930,43.74,0.219,,,,137644.30,,Girth Weld,,,,,,,,52000,,47.94327135,-103.56941099
32940,44.36,0.219,,,,137688.04,,Girth Weld,,,,,,,,52000,,47.94328628,-103.56958986
32950,43.97,0.219,,,,137732.40,,Girth Weld,,,,,,,,52000,,47.94330025,-103.56977147
32960,44.23,0.219,,,,137776.38,,Girth Weld,,,,,,,,52000,,47.94331333,-103.56995151
32970,30.57,0.219,,,,137820.60,,Girth Weld,,,,,,,,52000,,47.94332704,-103.57013257
32980,44.08,0.219,,,,137851.17,,Girth Weld,,,,,,,,52000,,47.94333701,-103.57025765
32990,44.31,0.219,,,,137895.25,,Girth Weld,,,,,,,,52000,,47.94338003,-103.57042530
33000,44.27,0.219,,,,137939.56,,Girth Weld,,,,,,,,52000,,47.94343966,-103.57058483
33010,44.31,0.219,,,,137983.82,,Girth Weld,,,,,,,,52000,,47.94349774,-103.57074544
33020,44.25,0.219,,,,138028.13,,Girth Weld,,,,,,,,52000,,47.94355610,-103.57090605
33030,44.03,0.219,,,,138072.38,,Girth Weld,,,,,,,,52000,,47.94361487,-103.57106607
33040,44.24,0.219,,,,138116.41,,Girth Weld,,,,,,,,52000,,47.94367318,-103.57122538
33050,43.9,0.219,,,,138160.65,,Girth Weld,,,,,,,,52000,,47.94373196,-103.57138529
33060,44.22,0.219,,,,138204.55,,Girth Weld,,,,,,,,52000,,47.94379017,-103.57154404
33070,44.15,0.219,,,,138248.77,,Girth Weld,,,,,,,,52000,,47.94384896,-103.57170386
33080,44.14,0.219,,,,138292.92,,Girth Weld,,,,,,,,52000,,47.94390750,-103.57186358
33090,44.1,0.219,,,,138337.07,,Girth Weld,,,,,,,,52000,,47.94396595,-103.57202334
33100,43.99,0.219,,,,138381.16,,Girth Weld,,,,,,,,52000,,47.94402419,-103.57218304
33110,43.96,0.219,,,,138425.16,,Girth Weld,,,,,,,,52000,,47.94408295,-103.57234183
33120,44.11,0.219,,,,138469.11,,Girth Weld,,,,,,,,52000,,47.94414113,-103.57250088
33130,43.91,0.219,,,,138513.22,,Girth Weld,,,,,,,,52000,,47.94419834,-103.57266140
33130,43.91,,,,,138546.56,,AGM,,,,,,,,,AGM 305,47.94424672,-103.57277749
33140,44.02,0.219,,,,138557.13,,Girth Weld,,,,,,,,52000,,47.94426873,-103.57280623
33150,44.05,0.219,,,,138601.15,,Girth Weld,,,,,,,,52000,,47.94436005,-103.57292630
33160,43.73,0.219,,,,138645.20,,Girth Weld,,,,,,,,52000,,47.94445131,-103.57304668
33170,43.89,0.219,,,,138688.94,,Girth Weld,,,,,,,,52000,,47.94454207,-103.57316597
33180,43.83,0.219,,,,138732.82,,Girth Weld,,,,,,,,52000,,47.94463305,-103.57328584
33190,44.01,0.219,,,,138776.66,,Girth Weld,,,,,,,,52000,,47.94472381,-103.57340574
33200,43.57,0.219,,,,138820.66,,Girth Weld,,,,,,,,52000,,47.94481454,-103.57352677
33210,43.55,0.219,,,,138864.24,,Girth Weld,,,,,,,,52000,,47.94490474,-103.57364602
33220,44.2,0.219,,,,138907.79,,Girth Weld,,,,,,,,52000,,47.94499521,-103.57376469
33230,44.11,0.219,,,,138951.99,,Girth Weld,,,,,,,,52000,,47.94508678,-103.57388540
33240,44.21,0.219,,,,138996.11,,Girth Weld,,,,,,,,52000,,47.94517725,-103.57400710
33250,44.27,0.219,,,,139040.32,,Girth Weld,,,,,,,,52000,,47.94526765,-103.57412930
33260,44.02,0.219,,,,139084.59,,Girth Weld,,,,,,,,52000,,47.94535834,-103.57425082
33270,44.16,0.219,,,,139128.61,,Girth Weld,,,,,,,,52000,,47.94544855,-103.57437079
33280,44.2,0.219,,,,139172.78,,Girth Weld,,,,,,,,52000,,47.94553870,-103.57449150
33290,44.2,0.219,,,,139216.98,,Girth Weld,,,,,,,,52000,,47.94562953,-103.57461204
33300,43.99,0.219,,,,139261.18,,Girth Weld,,,,,,,,52000,,47.94572133,-103.57473226
33310,44.14,0.219,,,,139305.17,,Girth Weld,,,,,,,,52000,,47.94581232,-103.57485276
33320,44.12,0.219,,,,139349.31,,Girth Weld,,,,,,,,52000,,47.94590364,-103.57497312
33330,44.13,0.219,,,,139393.42,,Girth Weld,,,,,,,,52000,,47.94599434,-103.57509288
33340,39.69,0.219,,,,139437.56,,Girth Weld,,,,,,,,52000,,47.94608408,-103.57521421
33350,44.21,0.219,,,,139477.24,,Girth Weld,,,,,,,,52000,,47.94616355,-103.57532702
33360,43.56,0.219,,,,139521.45,,Girth Weld,,,,,,,,52000,,47.94626565,-103.57542033
33370,44.28,0.219,,,,139565.01,,Girth Weld,,,,,,,,52000,,47.94637658,-103.57548406
33380,44.28,0.219,,,,139609.29,,Girth Weld,,,,,,,,52000,,47.94648923,-103.57555008
33390,44.15,0.219,,,,139653.57,,Girth Weld,,,,,,,,52000,,47.94660229,-103.57561710
33400,43.95,0.219,,,,139697.72,,Girth Weld,,,,,,,,52000,,47.94671574,-103.57568298
33410,44.27,0.219,,,,139741.66,,Girth Weld,,,,,,,,52000,,47.94682905,-103.57574827
33420,44.33,0.219,,,,139785.94,,Girth Weld,,,,,,,,52000,,47.94694349,-103.57581349
33430,44.24,0.219,,,,139830.26,,Girth Weld,,,,,,,,52000,,47.94705827,-103.57587801
33440,44.11,0.219,,,,139874.50,,Girth Weld,,,,,,,,52000,,47.94715920,-103.57597576
33450,44.1,0.219,,,,139918.62,,Girth Weld,,,,,,,,52000,,47.94724930,-103.57609668
33460,44.28,0.219,,,,139962.71,,Girth Weld,,,,,,,,52000,,47.94733894,-103.57621830
33470,44.28,0.219,,,,140007.00,,Girth Weld,,,,,,,,52000,,47.94742945,-103.57634008
33480,44.32,0.219,,,,140051.27,,Girth Weld,,,,,,,,52000,,47.94751997,-103.57646217
33490,44.27,0.219,,,,140095.59,,Girth Weld,,,,,,,,52000,,47.94761069,-103.57658447
33500,43.64,0.219,,,,140139.87,,Girth Weld,,,,,,,,52000,,47.94770159,-103.57670644
33510,44.4,0.219,,,,140183.51,,Girth Weld,,,,,,,,52000,,47.94779152,-103.57682604
33520,44.1,0.219,,,,140227.91,,Girth Weld,,,,,,,,52000,,47.94788225,-103.57694897
33530,44.25,0.219,,,,140272.01,,Girth Weld,,,,,,,,52000,,47.94797249,-103.57707080
33540,44.41,0.219,,,,140316.26,,Girth Weld,,,,,,,,52000,,47.94806325,-103.57719300
33550,44.41,0.219,,,,140360.68,,Girth Weld,,,,,,,,52000,,47.94815444,-103.57731549
33560,44.23,0.219,,,,140405.08,,Girth Weld,,,,,,,,52000,,47.94824552,-103.57743812
33570,44.47,0.219,,,,140449.31,,Girth Weld,,,,,,,,52000,,47.94833645,-103.57756012
33580,44.18,0.219,,,,140493.78,,Girth Weld,,,,,,,,52000,,47.94842756,-103.57768336
33590,44.25,0.219,,,,140537.96,,Girth Weld,,,,,,,,52000,,47.94851810,-103.57780567
33600,44.03,0.219,,,,140582.20,,Girth Weld,,,,,,,,52000,,47.94860911,-103.57792747
33610,44.08,0.219,,,,140626.24,,Girth Weld,,,,,,,,52000,,47.94870013,-103.57804784
33620,44.4,0.219,,,,140670.31,,Girth Weld,,,,,,,,52000,,47.94879116,-103.57816838
33630,43.98,0.219,,,,140714.71,,Girth Weld,,,,,,,,52000,,47.94888148,-103.57829224
33640,44.09,0.219,,,,140758.68,,Girth Weld,,,,,,,,52000,,47.94894956,-103.57844038
33650,44.28,0.219,,,,140802.78,,Girth Weld,,,,,,,,52000,,47.94900631,-103.57860085
33660,44.12,0.219,,,,140847.06,,Girth Weld,,,,,,,,52000,,47.94906286,-103.57876235
33670,44.15,0.219,,,,140891.18,,Girth Weld,,,,,,,,52000,,47.94911741,-103.57892483
33680,44.07,0.219,,,,140935.33,,Girth Weld,,,,,,,,52000,,47.94916229,-103.57909296
33690,44.1,0.219,,,,140979.40,,Girth Weld,,,,,,,,52000,,47.94919024,-103.57926902
33700,44.17,0.219,,,,141023.50,,Girth Weld,,,,,,,,52000,,47.94921761,-103.57944584
33710,21.7,0.219,,,,141067.67,,Girth Weld,,,,,,,,52000,,47.94924409,-103.57962352
33720,44.29,0.219,,,,141089.37,,Girth Weld,,,,,,,,52000,,47.94925632,-103.57971100
33730,22.16,0.219,,,,141133.66,,Girth Weld,,,,,,,,52000,,47.94926373,-103.57989094
33740,44.31,0.219,,,,141155.82,,Girth Weld,,,,,,,,52000,,47.94925743,-103.57998119
33750,44.26,0.219,,,,141200.13,,Girth Weld,,,,,,,,52000,,47.94924398,-103.58016168
33760,44.03,0.219,,,,141244.39,,Girth Weld,,,,,,,,52000,,47.94921710,-103.58033643
33770,43.53,0.219,,,,141288.42,,Girth Weld,,,,,,,,52000,,47.94916249,-103.58049645
33780,44.16,0.219,,,,141331.95,,Girth Weld,,,,,,,,52000,,47.94910738,-103.58065402
33790,44.21,0.219,,,,141376.11,,Girth Weld,,,,,,,,52000,,47.94905021,-103.58081472
33800,44.29,0.219,,,,141420.32,,Girth Weld,,,,,,,,52000,,47.94899308,-103.58097572
33810,44.19,0.219,,,,141464.60,,Girth Weld,,,,,,,,52000,,47.94893698,-103.58113782
33820,44.34,0.219,,,,141508.79,,Girth Weld,,,,,,,,52000,,47.94888104,-103.58129801
33830,40.53,0.219,,,,141553.13,,Girth Weld,,,,,,,,52000,,47.94882497,-103.58145551
33840,44.22,0.219,,,,141593.66,,Girth Weld,,,,,,,,52000,,47.94877293,-103.58160130
33840,44.22,,,,,141608.78,,AGM,,,,,,,,,AGM 310,47.94875525,-103.58165769
33850,42.18,0.219,,,,141637.88,,Girth Weld,,,,,,,,52000,,47.94874571,-103.58177625
33860,44.42,0.219,,,,141680.06,,Girth Weld,,,,,,,,52000,,47.94873419,-103.58194883
33870,43.92,0.219,,,,141724.48,,Girth Weld,,,,,,,,52000,,47.94872537,-103.58213108
33880,44.52,0.219,,,,141768.39,,Girth Weld,,,,,,,,52000,,47.94871674,-103.58231128
33890,44.27,0.219,,,,141812.91,,Girth Weld,,,,,,,,52000,,47.94870774,-103.58249390
33900,44.35,0.219,,,,141857.18,,Girth Weld,,,,,,,,52000,,47.94869935,-103.58267555
33910,44.04,0.219,,,,141901.53,,Girth Weld,,,,,,,,52000,,47.94869140,-103.58285758
33920,44.18,0.219,,,,141945.57,,Girth Weld,,,,,,,,52000,,47.94868393,-103.58303838
33930,44.08,0.219,,,,141989.75,,Girth Weld,,,,,,,,52000,,47.94869688,-103.58321694
33940,44.15,0.219,,,,142033.83,,Girth Weld,,,,,,,,52000,,47.94872789,-103.58339213
33950,44,0.219,,,,142077.99,,Girth Weld,,,,,,,,52000,,47.94875908,-103.58356765
33960,44.04,0.219,,,,142121.99,,Girth Weld,,,,,,,,52000,,47.94879031,-103.58374246
33970,43.83,0.219,,,,142166.02,,Girth Weld,,,,,,,,52000,,47.94882180,-103.58391732
33980,44.19,0.219,,,,142209.85,,Girth Weld,,,,,,,,52000,,47.94885369,-103.58409113
33990,44.16,0.219,,,,142254.04,,Girth Weld,,,,,,,,52000,,47.94888549,-103.58426638
34000,44.23,0.219,,,,142298.20,,Girth Weld,,,,,,,,52000,,47.94891690,-103.58444177
34010,44.37,0.219,,,,142342.43,,Girth Weld,,,,,,,,52000,,47.94894836,-103.58461752
34020,44.08,0.219,,,,142386.80,,Girth Weld,,,,,,,,52000,,47.94898017,-103.58479375
34030,44.13,0.219,,,,142430.88,,Girth Weld,,,,,,,,52000,,47.94901217,-103.58496861
34040,44.39,0.219,,,,142475.01,,Girth Weld,,,,,,,,52000,,47.94904381,-103.58514380
34050,44.2,0.219,,,,142519.40,,Girth Weld,,,,,,,,52000,,47.94907601,-103.58531973
34060,44.29,0.219,,,,142563.60,,Girth Weld,,,,,,,,52000,,47.94910787,-103.58549505
34070,44.21,0.219,,,,142607.89,,Girth Weld,,,,,,,,52000,,47.94914136,-103.58567002
34080,44.09,0.219,,,,142652.10,,Girth Weld,,,,,,,,52000,,47.94917676,-103.58584338
34090,44.41,0.219,,,,142696.19,,Girth Weld,,,,,,,,52000,,47.94921082,-103.58601253
34100,44.01,0.219,,,,142740.60,,Girth Weld,,,,,,,,52000,,47.94924398,-103.58618342
34110,44.12,0.219,,,,142784.61,,Girth Weld,,,,,,,,52000,,47.94928072,-103.58635601
34120,44.16,0.219,,,,142828.73,,Girth Weld,,,,,,,,52000,,47.94931763,-103.58652898
34130,43.92,0.219,,,,142872.89,,Girth Weld,,,,,,,,52000,,47.94935411,-103.58670233
34140,44.07,0.219,,,,142916.82,,Girth Weld,,,,,,,,52000,,47.94938996,-103.58687494
34150,21.89,0.219,,,,142960.89,,Girth Weld,,,,,,,,52000,,47.94942593,-103.58704815
34160,44.13,0.219,,,,142982.78,,Girth Weld,,,,,,,,52000,,47.94944402,-103.58713406
34170,44.2,0.219,,,,143026.91,,Girth Weld,,,,,,,,52000,,47.94949060,-103.58730107
34180,44.28,0.219,,,,143071.11,,Girth Weld,,,,,,,,52000,,47.94954750,-103.58746196
34190,44.24,0.219,,,,143115.39,,Girth Weld,,,,,,,,52000,,47.94960468,-103.58762300
34200,44.2,0.219,,,,143159.64,,Girth Weld,,,,,,,,52000,,47.94966178,-103.58778392
