Feature Number (sequential order),Pipeline Feature,Empty odl Standard featurename,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference name,US Dist from,Downstream (D/S) Reference name ,ds distance to,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF MOP _SAFE,RPR PBURST    /      100% SMYS,Effective Area pburst,effsagepsafe,Group Number,Group Category,Nad 83 Latitude,NAD 83 Longitude,NAVD88 Elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
7383,Weld,,,148765.19,1462+56,59.01,60.77,60.77,26470,Block Valve - I-5 (1235+58),22694.23,Block Valve - East Canal (1513+49),5092.1,16,0.25,,52000, 01:00,,,,,,,,,,1170,,,1170,,,,,,,35.5291242,-119.6421807,263.8,GIRTH WELD,,,,MFL/CLP,,
7384,Weld,,,148825.96,1463+17,60.77,60.12,60.12,26480,Block Valve - I-5 (1235+58),22755,Block Valve - East Canal (1513+49),5031.33,16,0.25,,52000, 12:20,,,,,,,,,,1170,,,1170,,,,,,,35.5291228,-119.6423847,264.1,GIRTH WELD,,,,MFL/CLP,,
7385,Anomaly - Corrosion,,INT,148826.38,1463+17,0.42,59.7,60.12,26480,Block Valve - I-5 (1235+58),22755.41,Block Valve - East Canal (1513+49),5030.91,16,0.25,,52000,,18,0.05,,,,,0.4,0.4, 05:45,1170,1934,1393,1170,0.84,1.19,1933,1392,,,35.5291228,-119.6423861,264.1, INT ML,Circumferential Slotting,,,MFL/CLP,,
7386,Anomaly - Corrosion,,INT,148872.07,1463+63,46.11,14.01,60.12,26480,Block Valve - I-5 (1235+58),22801.11,Block Valve - East Canal (1513+49),4985.22,16,0.25,,52000,,15,0.04,,,,,0.4,0.4, 05:47,1170,1934,1393,1170,0.84,1.19,1933,1392,,,35.5291218,-119.6425396,264.8, INT ML,Pitting,,,MFL/CLP,,
7387,Weld,,,148886.08,1463+77,60.12,60.7,60.7,26490,Block Valve - I-5 (1235+58),22815.12,Block Valve - East Canal (1513+49),4971.21,16,0.25,,52000, 09:36,,,,,,,,,,1170,,,1170,,,,,,,35.5291213,-119.6425866,265,GIRTH WELD,,,,MFL/CLP,,
7388,Anomaly - Corrosion,,INT,148914.59,1464+05,28.51,32.19,60.7,26490,Block Valve - I-5 (1235+58),22843.63,Block Valve - East Canal (1513+49),4942.7,16,0.25,,52000,,15,0.04,,,,,0.4,0.4, 05:53,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.5291204,-119.6426823,265.3, INT ML,Circumferential Slotting,,,MFL/CLP,,
7389,Anomaly - Corrosion,,INT,148914.72,1464+06,28.65,32.05,60.7,26490,Block Valve - I-5 (1235+58),22843.76,Block Valve - East Canal (1513+49),4942.56,16,0.25,,52000,,18,0.05,,,,,0.5,0.2, 05:44,1170,1932,1391,1170,0.841,1.189,1930,1390,,,35.5291204,-119.6426828,265.3, INT ML,Axial Slotting,,,MFL/CLP,,
7390,Weld,,,148946.78,1464+38,60.7,60.75,60.75,26500,Block Valve - I-5 (1235+58),22875.82,Block Valve - East Canal (1513+49),4910.51,16,0.25,,52000, 01:24,,,,,,,,,,1170,,,1170,,,,,,,35.52912,-119.6427904,266,GIRTH WELD,,,,MFL/CLP,,
7391,Anomaly - Corrosion,,INT,148980.65,1464+72,33.87,26.88,60.75,26500,Block Valve - I-5 (1235+58),22909.69,Block Valve - East Canal (1513+49),4876.64,16,0.25,,52000,,18,0.05,,,,,0.3,0.3, 05:35,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.5291194,-119.6429041,266.5, INT ML,Pinhole,,,MFL/CLP,,
7392,Weld,,,149007.53,1464+98,60.75,60.37,60.37,26510,Block Valve - I-5 (1235+58),22936.57,Block Valve - East Canal (1513+49),4849.76,16,0.25,,52000, 10:08,,,,,,,,,,1170,,,1170,,,,,,,35.5291186,-119.6429944,266.9,GIRTH WELD,,,,MFL/CLP,,
7393,Weld,,,149067.9,1465+59,60.37,60.57,60.57,26520,Block Valve - I-5 (1235+58),22996.94,Block Valve - East Canal (1513+49),4789.39,16,0.25,,52000, 01:56,,,,,,,,,,1170,,,1170,,,,,,,35.5291176,-119.6431971,267.8,GIRTH WELD,,,,MFL/CLP,,
7394,Anomaly - Corrosion,,INT,149092.64,1465+84,24.74,35.83,60.57,26520,Block Valve - I-5 (1235+58),23021.68,Block Valve - East Canal (1513+49),4764.64,16,0.25,,52000,,18,0.05,,,,,0.5,0.5, 05:43,1170,1932,1391,1170,0.841,1.189,1930,1390,,,35.5291174,-119.6432802,268, INT ML,Pitting,,,MFL/CLP,,
7395,Anomaly - Corrosion,,INT,149093.15,1465+84,25.25,35.33,60.57,26520,Block Valve - I-5 (1235+58),23022.19,Block Valve - East Canal (1513+49),4764.14,16,0.25,,52000,,15,0.04,,,,,0.6,0.7, 06:12,1170,1930,1390,1170,0.842,1.188,1929,1389,,,35.5291174,-119.6432818,268, INT ML,Pitting,,,MFL/CLP,,
7396,Anomaly - Corrosion,,INT,149101.45,1465+92,33.55,27.02,60.57,26520,Block Valve - I-5 (1235+58),23030.49,Block Valve - East Canal (1513+49),4755.83,16,0.25,,52000,,17,0.04,,,,,0.4,0.4, 05:42,1170,1934,1393,1170,0.84,1.19,1934,1392,,,35.5291173,-119.6433097,268, INT ML,Circumferential Slotting,,,MFL/CLP,,
7397,Anomaly - Corrosion Cluster,,INT,149103.36,1465+94,35.46,25.11,60.57,26520,Block Valve - I-5 (1235+58),23032.4,Block Valve - East Canal (1513+49),4753.92,16,0.25,,52000,,20,0.05,,,,,0.6,2, 05:31,1170,1928,1389,1170,0.843,1.187,1926,1387,,,35.5291172,-119.6433161,268, INT ML,Circumferential Grooving,,,MFL/CLP,,
7398,Anomaly - Corrosion,,INT,149111.75,1466+03,43.85,16.72,60.57,26520,Block Valve - I-5 (1235+58),23040.79,Block Valve - East Canal (1513+49),4745.54,16,0.25,,52000,,15,0.04,,,,,0.4,0.4, 05:42,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.5291171,-119.6433443,268.1, INT ML,Circumferential Slotting,,,MFL/CLP,,
7399,Anomaly - Corrosion Cluster,,INT,149114.93,1466+06,47.02,13.55,60.57,26520,Block Valve - I-5 (1235+58),23043.96,Block Valve - East Canal (1513+49),4742.36,16,0.25,,52000,,15,0.04,,,,,1.3,0.4, 06:03,1170,1907,1373,1170,0.852,1.173,1919,1382,,,35.529117,-119.643355,268.1, INT ML,Axial Grooving,,,MFL/CLP,,
7400,Weld,,,149128.47,1466+19,60.57,60.61,60.61,26530,Block Valve - I-5 (1235+58),23057.51,Block Valve - East Canal (1513+49),4728.82,16,0.25,,52000, 09:32,,,,,,,,,,1170,,,1170,,,,,,,35.5291166,-119.6434005,268.2,GIRTH WELD,,,,MFL/CLP,,
7401,Anomaly - Corrosion,,INT,149129.43,1466+20,0.96,59.65,60.61,26530,Block Valve - I-5 (1235+58),23058.47,Block Valve - East Canal (1513+49),4727.86,16,0.25,,52000,,15,0.04,,,,,0.3,0.3, 06:22,1170,1935,1393,1170,0.84,1.191,1935,1393,,,35.5291166,-119.6434037,268.2, INT ML,Pinhole,,,MFL/CLP,,
7402,Anomaly - Corrosion,,INT,149171.36,1466+62,42.88,17.73,60.61,26530,Block Valve - I-5 (1235+58),23100.39,Block Valve - East Canal (1513+49),4685.93,16,0.25,,52000,,20,0.05,,,,,0.6,0.6, 06:03,1170,1927,1388,1170,0.843,1.186,1925,1386,,,35.5291157,-119.6435445,268.5, INT ML,Pitting,,,MFL/CLP,,
7403,Anomaly - Corrosion Cluster,,INT,149180.83,1466+72,52.37,8.25,60.61,26530,Block Valve - I-5 (1235+58),23109.87,Block Valve - East Canal (1513+49),4676.45,16,0.25,,52000,,19,0.05,,,,,1.8,1, 05:56,1170,1872,1348,1170,0.868,1.152,1873,1349,,,35.5291156,-119.6435763,268.4,*INT ML,Pitting,,,MFL/CLP,,
7404,Repair - Welded sleeve begin,,,149188.72,1466+80,60.25,0.36,60.61,26530,Block Valve - I-5 (1235+58),23117.76,Block Valve - East Canal (1513+49),4668.57,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.5291155,-119.6436028,268.3,REPAIR-SHELL START,,,,MFL/CLP,,
7405,Weld,,,149189.08,1466+80,60.61,60.01,60.01,26540,Block Valve - I-5 (1235+58),23118.12,Block Valve - East Canal (1513+49),4668.21,16,0.25,,52000, 01:36,,,,,,,,,,1170,,,1170,,,,,,,35.5291155,-119.643604,268.3,GIRTH WELD,,,,MFL/CLP,,
7406,Repair - Welded sleeve end,,,149231.25,1467+22,42.17,17.84,60.01,26540,Block Valve - I-5 (1235+58),23160.29,Block Valve - East Canal (1513+49),4626.03,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.5291151,-119.6437456,268.2,REPAIR-SHELL END,,,,MFL/CLP,,
7407,Anomaly - Corrosion,,INT,149235.55,1467+26,46.47,13.54,60.01,26540,Block Valve - I-5 (1235+58),23164.59,Block Valve - East Canal (1513+49),4621.74,16,0.25,,52000,,15,0.04,,,,,0.6,0.7, 05:41,1170,1930,1390,1170,0.842,1.188,1929,1389,,,35.529115,-119.64376,268.2, INT ML,Pitting,,,MFL/CLP,,
7408,Anomaly - Corrosion,,INT,149237.47,1467+28,48.39,11.62,60.01,26540,Block Valve - I-5 (1235+58),23166.51,Block Valve - East Canal (1513+49),4619.82,16,0.25,,52000,,26,0.07,,,,,0.4,0.5, 05:45,1170,1930,1389,1170,0.842,1.187,1928,1388,,,35.529115,-119.6437665,268.3, INT ML,Pitting,,,MFL/CLP,,
7409,Anomaly - Corrosion,,INT,149237.59,1467+29,48.51,11.5,60.01,26540,Block Valve - I-5 (1235+58),23166.63,Block Valve - East Canal (1513+49),4619.7,16,0.25,,52000,,20,0.05,,,,,0.4,0.3, 05:45,1170,1933,1392,1170,0.841,1.189,1932,1391,,,35.529115,-119.6437669,268.3, INT ML,Axial Slotting,,,MFL/CLP,,
7410,Anomaly - Corrosion,,INT,149239.07,1467+30,49.98,10.02,60.01,26540,Block Valve - I-5 (1235+58),23168.1,Block Valve - East Canal (1513+49),4618.22,16,0.25,,52000,,16,0.04,,,,,0.6,0.6, 06:05,1170,1930,1389,1170,0.842,1.187,1928,1388,,,35.5291149,-119.6437718,268.3, INT ML,Pitting,,,MFL/CLP,,
7411,Anomaly - Corrosion,,INT,149244.37,1467+35,55.3,4.72,60.01,26540,Block Valve - I-5 (1235+58),23173.41,Block Valve - East Canal (1513+49),4612.91,16,0.25,,52000,,28,0.07,,,,,0.6,0.7, 05:41,1170,1924,1385,1170,0.845,1.184,1920,1383,,,35.5291148,-119.6437897,268.3, INT ML,Pitting,,,MFL/CLP,,
7412,Weld,,,149249.09,1467+40,60.01,60.7,60.7,26550,Block Valve - I-5 (1235+58),23178.13,Block Valve - East Canal (1513+49),4608.2,16,0.25,,52000, 09:48,,,,,,,,,,1170,,,1170,,,,,,,35.5291146,-119.6438055,268.3,GIRTH WELD,,,,MFL/CLP,,
7413,Anomaly - Corrosion,,INT,149261.95,1467+53,12.85,47.84,60.7,26550,Block Valve - I-5 (1235+58),23190.98,Block Valve - East Canal (1513+49),4595.34,16,0.25,,52000,,18,0.05,,,,,0.4,0.3, 05:45,1170,1933,1392,1170,0.841,1.19,1932,1391,,,35.5291143,-119.6438486,268.3,*INT ML,Axial Slotting,,,MFL/CLP,,
7414,Anomaly - Corrosion,,INT,149262.07,1467+53,12.98,47.72,60.7,26550,Block Valve - I-5 (1235+58),23191.11,Block Valve - East Canal (1513+49),4595.22,16,0.25,,52000,,19,0.05,,,,,1.5,0.8, 05:52,1170,1887,1359,1170,0.861,1.161,1876,1351,,,35.5291143,-119.6438491,268.3, INT ML,Pitting,,,MFL/CLP,,
7415,Anomaly - Corrosion,,INT,149279.61,1467+71,30.53,30.18,60.7,26550,Block Valve - I-5 (1235+58),23208.65,Block Valve - East Canal (1513+49),4577.67,16,0.25,,52000,,20,0.05,,,,,0.5,0.5, 05:49,1170,1931,1390,1170,0.842,1.188,1929,1389,,,35.5291138,-119.643908,268.3, INT ML,Pitting,,,MFL/CLP,,
7416,Weld,,,149309.79,1468+01,60.7,59.99,59.99,26560,Block Valve - I-5 (1235+58),23238.83,Block Valve - East Canal (1513+49),4547.5,16,0.25,,52000, 01:44,,,,,,,,,,1170,,,1170,,,,,,,35.5291133,-119.6440093,268.6,GIRTH WELD,,,,MFL/CLP,,
7417,Weld,,,149369.78,1468+61,59.99,58.69,58.69,26570,Block Valve - I-5 (1235+58),23298.82,Block Valve - East Canal (1513+49),4487.5,16,0.25,,52000, 10:04,,,,,,,,,,1170,,,1170,,,,,,,35.5291118,-119.6442108,269,GIRTH WELD,,,,MFL/CLP,,
7418,Weld,,,149428.48,1469+19,58.69,60.28,60.28,26580,Block Valve - I-5 (1235+58),23357.52,Block Valve - East Canal (1513+49),4428.81,16,0.25,,52000, 02:00,,,,,,,,,,1170,,,1170,,,,,,,35.5291103,-119.6444078,269.6,GIRTH WELD,,,,MFL/CLP,,
7419,Weld,,,149488.75,1469+80,60.28,60.17,60.18,26590,Block Valve - I-5 (1235+58),23417.79,Block Valve - East Canal (1513+49),4368.53,16,0.25,,52000, 11:00,,,,,,,,,,1170,,,1170,,,,,,,35.5291093,-119.6446103,270.1,GIRTH WELD,,,,MFL/CLP,,
7420,Weld,,,149548.93,1470+40,60.18,59.15,59.15,26600,Block Valve - I-5 (1235+58),23477.97,Block Valve - East Canal (1513+49),4308.36,16,0.25,,52000, 09:24,,,,,,,,,,1170,,,1170,,,,,,,35.5291074,-119.6448123,270.3,GIRTH WELD,,,,MFL/CLP,,
7421,Weld,,,149608.08,1470+99,59.15,60.29,60.29,26610,Block Valve - I-5 (1235+58),23537.12,Block Valve - East Canal (1513+49),4249.21,16,0.25,,52000, 01:48,,,,,,,,,,1170,,,1170,,,,,,,35.5291061,-119.6450109,270.9,GIRTH WELD,,,,MFL/CLP,,
7422,Weld,,,149668.37,1471+59,60.29,60.33,60.33,26620,Block Valve - I-5 (1235+58),23597.41,Block Valve - East Canal (1513+49),4188.92,16,0.25,,52000, 10:48,,,,,,,,,,1170,,,1170,,,,,,,35.5291046,-119.6452134,271.5,GIRTH WELD,,,,MFL/CLP,,
7423,Anomaly - Corrosion,,INT,149698.88,1471+90,30.51,29.81,60.33,26620,Block Valve - I-5 (1235+58),23627.92,Block Valve - East Canal (1513+49),4158.41,16,0.25,,52000,,21,0.05,,,,,0.5,0.7, 05:50,1170,1929,1389,1170,0.842,1.187,1927,1388,,,35.5291033,-119.6453158,271.9, INT ML,Pitting,,,MFL/CLP,,
7424,Weld,,,149728.69,1472+20,60.33,60.4,60.39,26630,Block Valve - I-5 (1235+58),23657.73,Block Valve - East Canal (1513+49),4128.6,16,0.25,,52000, 01:36,,,,,,,,,,1170,,,1170,,,,,,,35.5291024,-119.6454159,272.1,GIRTH WELD,,,,MFL/CLP,,
7425,Weld,,,149789.09,1472+80,60.39,60.57,60.57,26640,Block Valve - I-5 (1235+58),23718.13,Block Valve - East Canal (1513+49),4068.2,16,0.25,,52000, 10:44,,,,,,,,,,1170,,,1170,,,,,,,35.5291013,-119.6456187,272.6,GIRTH WELD,,,,MFL/CLP,,
7426,Weld,,,149849.66,1473+41,60.57,59.8,59.8,26650,Block Valve - I-5 (1235+58),23778.7,Block Valve - East Canal (1513+49),4007.63,16,0.25,,52000, 01:00,,,,,,,,,,1170,,,1170,,,,,,,35.5290995,-119.6458221,273,GIRTH WELD,,,,MFL/CLP,,
7427,Weld,,,149909.46,1474+00,59.8,60.33,60.33,26660,Block Valve - I-5 (1235+58),23838.49,Block Valve - East Canal (1513+49),3947.83,16,0.25,,52000, 09:56,,,,,,,,,,1170,,,1170,,,,,,,35.529098,-119.6460229,273.3,GIRTH WELD,,,,MFL/CLP,,
7428,Weld,,,149969.78,1474+61,60.33,60.74,60.74,26670,Block Valve - I-5 (1235+58),23898.82,Block Valve - East Canal (1513+49),3887.5,16,0.25,,52000, 02:12,,,,,,,,,,1170,,,1170,,,,,,,35.5290972,-119.6462255,273.5,GIRTH WELD,,,,MFL/CLP,,
7429,Weld,,,150030.53,1475+22,60.74,59.91,59.91,26680,Block Valve - I-5 (1235+58),23959.56,Block Valve - East Canal (1513+49),3826.76,16,0.25,,52000, 12:24,,,,,,,,,,1170,,,1170,,,,,,,35.5290972,-119.6464295,273.9,GIRTH WELD,,,,MFL/CLP,,
7430,Anomaly - Corrosion,,INT,150064.96,1475+56,34.43,25.48,59.91,26680,Block Valve - I-5 (1235+58),23994,Block Valve - East Canal (1513+49),3792.33,16,0.25,,52000,,18,0.05,,,,,0.4,0.4, 05:44,1170,1933,1392,1170,0.841,1.19,1932,1391,,,35.5290971,-119.6465451,274, INT ML,Pitting,,,MFL/CLP,,
7431,Weld,,,150090.43,1475+81,59.91,59.78,59.78,26690,Block Valve - I-5 (1235+58),24019.47,Block Valve - East Canal (1513+49),3766.85,16,0.25,,52000, 09:20,,,,,,,,,,1170,,,1170,,,,,,,35.529097,-119.6466306,274.1,GIRTH WELD,,,,MFL/CLP,,
7432,Anomaly - Corrosion,,INT,150092.17,1475+83,1.73,58.05,59.78,26690,Block Valve - I-5 (1235+58),24021.2,Block Valve - East Canal (1513+49),3765.12,16,0.25,,52000,,15,0.04,,,,,0.5,0.4, 05:44,1170,1932,1391,1170,0.841,1.189,1931,1390,,,35.529097,-119.6466364,274.1, INT ML,Pitting,,,MFL/CLP,,
7433,Weld,,,150150.21,1476+41,59.78,60.72,60.72,26700,Block Valve - I-5 (1235+58),24079.25,Block Valve - East Canal (1513+49),3707.08,16,0.25,,52000, 12:08,,,,,,,,,,1170,,,1170,,,,,,,35.5290969,-119.6468314,274.3,GIRTH WELD,,,,MFL/CLP,,
7434,Weld,,,150210.93,1477+02,60.72,60.16,60.16,26710,Block Valve - I-5 (1235+58),24139.97,Block Valve - East Canal (1513+49),3646.36,16,0.25,,52000, 09:20,,,,,,,,,,1170,,,1170,,,,,,,35.5290956,-119.6470353,274.7,GIRTH WELD,,,,MFL/CLP,,
7435,Weld,,,150271.1,1477+62,60.16,60.68,60.68,26720,Block Valve - I-5 (1235+58),24200.14,Block Valve - East Canal (1513+49),3586.19,16,0.25,,52000, 01:24,,,,,,,,,,1170,,,1170,,,,,,,35.529095,-119.6472373,275,GIRTH WELD,,,,MFL/CLP,,
7436,Weld,,,150331.78,1478+23,60.68,60.58,60.58,26730,Block Valve - I-5 (1235+58),24260.81,Block Valve - East Canal (1513+49),3525.51,16,0.25,,52000, 12:08,,,,,,,,,,1170,,,1170,,,,,,,35.5290941,-119.6474411,275.2,GIRTH WELD,,,,MFL/CLP,,
7437,Weld,,,150392.36,1478+83,60.58,60.1,60.1,26740,Block Valve - I-5 (1235+58),24321.4,Block Valve - East Canal (1513+49),3464.93,16,0.25,,52000, 01:52,,,,,,,,,,1170,,,1170,,,,,,,35.5290933,-119.6476445,275.4,GIRTH WELD,,,,MFL/CLP,,
7438,Weld,,,150452.45,1479+44,60.1,60.7,60.7,26750,Block Valve - I-5 (1235+58),24381.49,Block Valve - East Canal (1513+49),3404.83,16,0.25,,52000, 11:24,,,,,,,,,,1170,,,1170,,,,,,,35.5290921,-119.6478463,275.9,GIRTH WELD,,,,MFL/CLP,,
7439,Weld,,,150513.15,1480+04,60.7,60.41,60.41,26760,Block Valve - I-5 (1235+58),24442.19,Block Valve - East Canal (1513+49),3344.14,16,0.25,,52000, 10:08,,,,,,,,,,1170,,,1170,,,,,,,35.5290902,-119.6480501,276.9,GIRTH WELD,,,,MFL/CLP,,
7440,Weld,,,150573.56,1480+65,60.41,60.31,60.31,26770,Block Valve - I-5 (1235+58),24502.6,Block Valve - East Canal (1513+49),3283.72,16,0.25,,52000, 12:56,,,,,,,,,,1170,,,1170,,,,,,,35.5290887,-119.6482529,278.2,GIRTH WELD,,,,MFL/CLP,,
7441,Weld,,,150633.87,1481+25,60.31,60.47,60.47,26780,Block Valve - I-5 (1235+58),24562.91,Block Valve - East Canal (1513+49),3223.42,16,0.25,,52000, 10:12,,,,,,,,,,1170,,,1170,,,,,,,35.5290873,-119.6484554,279.4,GIRTH WELD,,,,MFL/CLP,,
7442,Anomaly - Corrosion,,INT,150691.85,1481+83,57.98,2.48,60.47,26780,Block Valve - I-5 (1235+58),24620.89,Block Valve - East Canal (1513+49),3165.43,16,0.25,,52000,,15,0.04,,,,,0.4,0.4, 05:56,1170,1934,1393,1170,0.84,1.19,1933,1392,,,35.5290866,-119.6486501,280.4, INT ML,Axial Slotting,,,MFL/CLP,,
7443,Weld,,,150694.34,1481+86,60.47,60.41,60.41,26790,Block Valve - I-5 (1235+58),24623.38,Block Valve - East Canal (1513+49),3162.95,16,0.25,,52000, 01:48,,,,,,,,,,1170,,,1170,,,,,,,35.5290865,-119.6486584,280.4,GIRTH WELD,,,,MFL/CLP,,
7444,Weld,,,150754.75,1482+46,60.41,60.11,60.11,26800,Block Valve - I-5 (1235+58),24683.79,Block Valve - East Canal (1513+49),3102.54,16,0.25,,52000, 10:08,,,,,,,,,,1170,,,1170,,,,,,,35.5290855,-119.6488612,281.2,GIRTH WELD,,,,MFL/CLP,,
7445,Anomaly - Corrosion,,INT,150762.02,1482+53,7.28,52.83,60.11,26800,Block Valve - I-5 (1235+58),24691.06,Block Valve - East Canal (1513+49),3095.26,16,0.25,,52000,,19,0.05,,,,,0.5,0.6, 05:52,1170,1930,1390,1170,0.842,1.188,1929,1389,,,35.5290852,-119.6488856,281.2, INT ML,Pitting,,,MFL/CLP,,
7446,Weld,,,150814.86,1483+06,60.11,60.22,60.22,26810,Block Valve - I-5 (1235+58),24743.89,Block Valve - East Canal (1513+49),3042.43,16,0.25,,52000, 12:44,,,,,,,,,,1170,,,1170,,,,,,,35.529084,-119.649063,281.7,GIRTH WELD,,,,MFL/CLP,,
7447,Anomaly - Corrosion,,INT,150872.22,1483+63,57.36,2.86,60.22,26810,Block Valve - I-5 (1235+58),24801.26,Block Valve - East Canal (1513+49),2985.07,16,0.25,,52000,,28,0.07,,,,,0.3,0.5, 05:48,1170,1933,1392,1170,0.841,1.189,1932,1391,,,35.5290825,-119.6492555,282,*INT ML,Circumferential Slotting,,,MFL/CLP,,
7448,Weld,,,150875.08,1483+66,60.22,60.32,60.32,26820,Block Valve - I-5 (1235+58),24804.12,Block Valve - East Canal (1513+49),2982.21,16,0.25,,52000, 10:12,,,,,,,,,,1170,,,1170,,,,,,,35.5290824,-119.6492652,282,GIRTH WELD,,,,MFL/CLP,,
7449,Anomaly - Corrosion,,INT,150878.47,1483+70,3.39,56.93,60.32,26820,Block Valve - I-5 (1235+58),24807.51,Block Valve - East Canal (1513+49),2978.81,16,0.25,,52000,,19,0.05,,,,,0.3,0.3, 05:44,1170,1935,1393,1170,0.84,1.191,1935,1393,,,35.5290823,-119.6492765,282, INT ML,Pinhole,,,MFL/CLP,,
7450,Anomaly - Corrosion,,INT,150897.97,1483+89,22.89,37.43,60.32,26820,Block Valve - I-5 (1235+58),24827.01,Block Valve - East Canal (1513+49),2959.31,16,0.25,,52000,,17,0.04,,,,,0.6,0.7, 05:42,1170,1928,1388,1170,0.843,1.186,1926,1387,,,35.5290817,-119.649342,281.9, INT ML,Pitting,,,MFL/CLP,,
7451,Anomaly - Corrosion,,INT,150906.74,1483+98,31.66,28.66,60.32,26820,Block Valve - I-5 (1235+58),24835.78,Block Valve - East Canal (1513+49),2950.55,16,0.25,,52000,,21,0.05,,,,,0.4,0.6, 05:55,1170,1932,1391,1170,0.841,1.189,1930,1390,,,35.5290815,-119.6493714,281.9, INT ML,Pitting,,,MFL/CLP,,
7452,Anomaly - Corrosion,,INT,150921.75,1484+13,46.67,13.65,60.32,26820,Block Valve - I-5 (1235+58),24850.79,Block Valve - East Canal (1513+49),2935.54,16,0.25,,52000,,15,0.04,,,,,0.6,0.7, 06:15,1170,1931,1390,1170,0.842,1.188,1930,1389,,,35.5290812,-119.6494218,281.9, INT ML,Pitting,,,MFL/CLP,,
7453,Repair - Welded sleeve begin,,,150926.46,1484+18,51.38,8.94,60.32,26820,Block Valve - I-5 (1235+58),24855.5,Block Valve - East Canal (1513+49),2930.83,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.5290812,-119.6494376,281.9,REPAIR-SHELL START,,,,MFL/CLP,,
7454,Repair - Welded sleeve end,,,150928.41,1484+20,53.32,7,60.32,26820,Block Valve - I-5 (1235+58),24857.44,Block Valve - East Canal (1513+49),2928.88,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.5290812,-119.6494442,281.8,REPAIR-SHELL END,,,,MFL/CLP,,
7455,Weld,,,150935.4,1484+27,60.32,60.66,60.65,26830,Block Valve - I-5 (1235+58),24864.44,Block Valve - East Canal (1513+49),2921.89,16,0.25,,52000, 11:16,,,,,,,,,,1170,,,1170,,,,,,,35.5290811,-119.6494676,281.8,GIRTH WELD,,,,MFL/CLP,,
7456,Anomaly - Corrosion,,INT,150936.08,1484+27,0.68,59.98,60.65,26830,Block Valve - I-5 (1235+58),24865.12,Block Valve - East Canal (1513+49),2921.21,16,0.25,,52000,,19,0.05,,,,,0.7,0.8, 06:05,1170,1922,1384,1170,0.845,1.183,1919,1382,,,35.529081,-119.6494699,281.8, INT ML,Pitting,,,MFL/CLP,,
7457,Anomaly - Corrosion,,INT,150938.61,1484+30,3.21,57.45,60.65,26830,Block Valve - I-5 (1235+58),24867.64,Block Valve - East Canal (1513+49),2918.68,16,0.25,,52000,,17,0.04,,,,,0.5,0.6, 06:04,1170,1931,1390,1170,0.842,1.188,1930,1389,,,35.529081,-119.6494784,281.8, INT ML,Pitting,,,MFL/CLP,,
7458,Anomaly - Corrosion,,INT,150939.81,1484+31,4.41,56.24,60.65,26830,Block Valve - I-5 (1235+58),24868.85,Block Valve - East Canal (1513+49),2917.47,16,0.25,,52000,,16,0.04,,,,,0.6,0.5, 06:02,1170,1930,1389,1170,0.842,1.187,1928,1388,,,35.5290809,-119.6494824,281.8, INT ML,Pitting,,,MFL/CLP,,
7459,Anomaly - Corrosion,,INT,150940.38,1484+32,4.98,55.68,60.65,26830,Block Valve - I-5 (1235+58),24869.42,Block Valve - East Canal (1513+49),2916.91,16,0.25,,52000,,20,0.05,,,,,0.5,0.4, 06:05,1170,1931,1390,1170,0.842,1.188,1929,1389,,,35.5290809,-119.6494843,281.8, INT ML,Pitting,,,MFL/CLP,,
7460,Anomaly - Corrosion,,INT,150941,1484+32,5.6,55.06,60.65,26830,Block Valve - I-5 (1235+58),24870.04,Block Valve - East Canal (1513+49),2916.29,16,0.25,,52000,,15,0.04,,,,,0.5,0.6, 06:03,1170,1932,1391,1170,0.841,1.189,1931,1390,,,35.5290809,-119.6494864,281.8, INT ML,Pitting,,,MFL/CLP,,
7461,Anomaly - Corrosion,,INT,150946.39,1484+38,10.98,49.67,60.65,26830,Block Valve - I-5 (1235+58),24875.42,Block Valve - East Canal (1513+49),2910.9,16,0.25,,52000,,16,0.04,,,,,0.7,0.8, 05:53,1170,1925,1386,1170,0.844,1.185,1922,1384,,,35.5290808,-119.6495045,281.8, INT ML,Pitting,,,MFL/CLP,,
