Feature Number (sequential order),Vendor-Specific Feature Name,Standard Feature Name,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,Upstream (U/S) Reference Distance From,Downstream (D/S) Reference Name,Downstream (D/S) Reference Distance To,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G Pburst,Modified B31.G Psafe,Design Pressure (72% SMYS),ERF,RPR,Effective Area Pburst,Effective Area Psafe,Group Number,Group Category,NAD 83 Latittude,NAD 83 Longititude,NAVD 88 elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
10000010,Bend Begin,Weld - Bend begin,,"1,518.02",469+98,0.02,1.34,1.37,560,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,518.02","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,301.40",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6528657,-119.7486294,,"Bend left - 39 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
10000010,Bend End  ,Weld - Bend end,,"1,519.35",469+96,1.35,0.01,1.37,560,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,519.35","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,300.07",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6528657,-119.7486294,,"Bend left - 39 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
570,Weld,Weld - Longitudinal seam,,"1,519.37",469+96,,,40.84,560,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,519.37","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,300.06",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6529267,-119.7487241,,,,,,MFL+DEF (xHD),,
580,Weld,Weld - Longitudinal seam,,"1,560.21",469+55,,,40.72,570,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,560.21","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,259.22",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6529276,-119.7487345,,,,,,MFL+DEF (xHD),,
590,Weld,Weld - Longitudinal seam,,"1,600.93",469+15,,,40.71,580,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,600.93","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,218.50",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6529396,-119.7488599,,,,,,MFL+DEF (xHD),,
600,Weld,Weld - Longitudinal seam,,"1,641.64",468+74,,,40.79,590,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,641.64","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,177.79",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6529546,-119.7489956,,,,,,MFL+DEF (xHD),,
610,Weld,Weld - Longitudinal seam,,"1,682.43",468+34,,,40.7,600,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,682.43","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,137.00",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6529694,-119.7491326,,,,,,MFL+DEF (xHD),,
620,Weld,Weld - Longitudinal seam,,"1,723.13",467+93,,,40.72,610,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,723.13","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,096.30",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6529845,-119.74927,,,,,,MFL+DEF (xHD),,
630,Weld,Weld - Longitudinal seam,,"1,763.85",467+52,,,40.82,620,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,763.85","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,055.58",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6530002,-119.7494053,,,,,,MFL+DEF (xHD),,
640,Weld,Weld - Longitudinal seam,,"1,804.66",467+12,,,40.75,630,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,804.66","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,014.76",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6530163,-119.7495409,,,,,,MFL+DEF (xHD),,
10000011,Bend Begin,Weld - Bend begin,,"1,814.09",467+02,9.43,31.32,40.75,640,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,814.09","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data","1,005.33",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6530201,-119.7495724,,"Bend left - 12 deg., 77D  - FIELD",,,,MFL+DEF (xHD),,
10000011,Bend End  ,Weld - Bend end,,"1,824.46",466+92,19.8,20.95,40.75,640,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,824.46","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",994.96,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6530201,-119.7495724,,"Bend left - 12 deg., 77D  - FIELD",,,,MFL+DEF (xHD),,
650,Weld,Weld - Longitudinal seam,,"1,845.41",466+71,,,40.78,640,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,845.41","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",974.01,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6530327,-119.7496782,,,,,,MFL+DEF (xHD),,
660,Weld,Weld - Longitudinal seam,,"1,886.19",466+30,,,40.77,650,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,886.19","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",933.23,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6530288,-119.7498153,,,,,,MFL+DEF (xHD),,
670,Weld,Weld - Longitudinal seam,,"1,926.96",465+90,,,40.7,660,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,926.96","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",892.46,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.653002,-119.7499489,,,,,,MFL+DEF (xHD),,
680,Weld,Weld - Longitudinal seam,,"1,967.66",465+49,,,40.77,670,"Valve (Launcher), Sta. 485+11, Lost Hill 2","1,967.66","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",851.76,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6529737,-119.7500811,,,,,,MFL+DEF (xHD),,
690,Weld,Weld - Longitudinal seam,,"2,008.43",465+09,,,40.78,680,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,008.43","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",810.99,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6529409,-119.750212,,,,,,MFL+DEF (xHD),,
700,Weld,Weld - Longitudinal seam,,"2,049.21",464+68,,,40.75,690,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,049.21","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",770.21,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6528989,-119.7503387,,,,,,MFL+DEF (xHD),,
710,Weld,Weld - Longitudinal seam,,"2,089.96",464+27,,,40.68,700,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,089.96","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",729.46,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6528433,-119.7504581,,,,,,MFL+DEF (xHD),,
720,Weld,Weld - Longitudinal seam,,"2,130.64",463+87,,,40.77,710,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,130.64","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",688.78,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6527785,-119.7505701,,,,,,MFL+DEF (xHD),,
730,Weld,Weld - Longitudinal seam,,"2,171.41",463+46,,,40.73,720,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,171.41","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",648.01,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6527143,-119.7506809,,,,,,MFL+DEF (xHD),,
740,Weld,Weld - Longitudinal seam,,"2,212.14",463+05,,,40.34,730,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,212.14","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",607.28,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6526491,-119.7507923,,,,,,MFL+DEF (xHD),,
750,Weld,Weld - Longitudinal seam,,"2,252.48",462+65,,,40.7,740,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,252.48","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",566.94,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.652584,-119.7509038,,,,,,MFL+DEF (xHD),,
760,Weld,Weld - Longitudinal seam,,"2,293.18",462+25,,,40.73,750,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,293.18","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",526.24,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.65252,-119.7510153,,,,,,MFL+DEF (xHD),,
770,Weld,Weld - Longitudinal seam,,"2,333.91",461+84,,,40.7,760,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,333.91","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",485.51,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6524554,-119.751127,,,,,,MFL+DEF (xHD),,
780,Weld,Weld - Longitudinal seam,,"2,374.61",461+43,,,40.8,770,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,374.61","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",444.81,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6523902,-119.7512378,,,,,,MFL+DEF (xHD),,
790,Weld,Weld - Longitudinal seam,,"2,415.41",461+03,,,40.75,780,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,415.41","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",404.01,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6523243,-119.7513483,,,,,,MFL+DEF (xHD),,
800,Weld,Weld - Longitudinal seam,,"2,456.16",460+62,,,40.75,790,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,456.16","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",363.26,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6522588,-119.7514599,,,,,,MFL+DEF (xHD),,
810,Weld,Weld - Longitudinal seam,,"2,496.91",460+22,,,14.02,800,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,496.91","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",322.51,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521942,-119.7515727,,,,,,MFL+DEF (xHD),,
820,Weld,Weld - Longitudinal seam,,"2,510.93",460+08,,,1.18,810,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,510.93","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",308.49,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521315,-119.7516847,,,,,,MFL+DEF (xHD),,
10000012,Bend Begin,Weld - Bend begin,,"2,510.99",460+08,0.05,1.12,1.18,820,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,510.99","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",308.44,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521314,-119.7516849,,"Bend right - 35 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
10000012,Bend End  ,Weld - Bend end,,"2,512.09",460+06,1.15,0.02,1.18,820,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,512.09","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",307.34,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521314,-119.7516849,,"Bend right - 35 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
830,Weld,Weld - Longitudinal seam,,"2,512.11",460+06,,,40.77,820,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,512.11","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",307.31,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521095,-119.7517233,,,,,,MFL+DEF (xHD),,
840,Weld,Weld - Longitudinal seam,,"2,552.88",459+66,,,40.47,830,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,552.88","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",266.54,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521086,-119.7517269,,,,,,MFL+DEF (xHD),,
850,Weld,Weld - Longitudinal seam,,"2,593.35",459+25,,,40.66,840,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,593.35","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",226.08,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.652107,-119.7518647,,,,,,MFL+DEF (xHD),,
860,Weld,Weld - Longitudinal seam,,"2,634.01",458+85,,,5.17,850,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,634.01","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",185.41,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521053,-119.7520004,,,,,,MFL+DEF (xHD),,
870,Weld,Weld - Longitudinal seam,,"2,639.17",458+80,,,1.54,860,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,639.17","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",180.25,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521059,-119.7521383,,,,,,MFL+DEF (xHD),,
10000013,Bend Begin,Weld - Bend begin,,"2,639.19",458+80,0.02,1.52,1.54,870,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,639.19","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",180.23,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521059,-119.7521384,,"Bend right - 46 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
10000013,Bend End  ,Weld - Bend end,,"2,640.71",458+78,1.53,0.01,1.54,870,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,640.71","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",178.71,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521059,-119.7521384,,"Bend right - 46 deg., 3D - FORGED",,,,MFL+DEF (xHD),,
880,Weld,Weld - Longitudinal seam,,"2,640.72",458+78,,,40.87,870,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,640.72","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",178.7,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521058,-119.7521558,,,,,,MFL+DEF (xHD),,
890,Weld,Weld - Longitudinal seam,,"2,681.59",458+37,,,40.7,880,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,681.59","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",137.83,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521072,-119.7521606,,,,,,MFL+DEF (xHD),,
900,Weld,Weld - Longitudinal seam,,"2,722.29",457+97,,,40.76,890,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,722.29","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",97.13,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6521905,-119.7522552,,,,,,MFL+DEF (xHD),,
910,Weld,Weld - Longitudinal seam,,"2,763.05",457+56,,,40.17,900,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,763.05","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",56.37,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6522745,-119.7523468,,,,,,MFL+DEF (xHD),,
920,Weld,Weld - Longitudinal seam,,"2,803.22",457+16,,,40.82,910,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,803.22","AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",16.2,8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6523584,-119.7524372,,,,,,MFL+DEF (xHD),,
10000014,Marker,Above Ground Marker,,"2,819.42",457+00,16.2,24.61,40.82,920,"Valve (Launcher), Sta. 485+11, Lost Hill 2","2,819.42","AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,494.76",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.652391,-119.7524744,,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",,,,MFL+DEF (xHD),,
930,Weld,Weld - Longitudinal seam,,"2,844.04",456+76,,,40.68,920,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",24.61,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,470.14",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.652439,-119.7525293,,,,,,MFL+DEF (xHD),,
940,Weld,Weld - Longitudinal seam,,"2,884.72",456+35,,,40.79,930,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",65.3,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,429.46",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6525172,-119.7526284,,,,,,MFL+DEF (xHD),,
950,Weld,Weld - Longitudinal seam,,"2,925.51",455+95,,,40.65,940,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",106.08,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,388.67",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6525886,-119.7527337,,,,,,MFL+DEF (xHD),,
960,Weld,Weld - Longitudinal seam,,"2,966.16",455+55,,,40.73,950,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",146.73,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,348.02",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6526585,-119.7528392,,,,,,MFL+DEF (xHD),,
970,Weld,Weld - Longitudinal seam,,"3,006.89",455+15,,,37.27,960,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",187.46,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,307.29",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6527276,-119.752945,,,,,,MFL+DEF (xHD),,
980,Weld,Weld - Longitudinal seam,,"3,044.15",454+78,,,40.78,970,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",224.73,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,270.03",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6527966,-119.7530519,,,,,,MFL+DEF (xHD),,
10000015,Bend Begin,Weld - Bend begin,,"3,049.89",454+72,5.74,35.04,40.78,980,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",230.47,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,264.29",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6528065,-119.753067,,"Bend left - 11 deg., 30D  - FIELD",,,,MFL+DEF (xHD),,
10000015,Bend End  ,Weld - Bend end,,"3,053.74",454+68,9.58,31.2,40.78,980,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",234.31,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,260.44",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6528065,-119.753067,,"Bend left - 11 deg., 30D  - FIELD",,,,MFL+DEF (xHD),,
990,Weld,Weld - Longitudinal seam,,"3,084.93",454+38,,,40.67,980,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",265.51,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,229.25",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6528602,-119.7531491,,,,,,MFL+DEF (xHD),,
1000,Weld,Weld - Longitudinal seam,,"3,125.60",453+97,,,40.7,990,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",306.18,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,188.58",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6529185,-119.753264,,,,,,MFL+DEF (xHD),,
1010,Weld,Weld - Longitudinal seam,,"3,166.31",453+57,,,40.72,1000,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",346.88,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,147.87",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6529735,-119.753382,,,,,,MFL+DEF (xHD),,
1020,Weld,Weld - Longitudinal seam,,"3,207.03",453+17,,,40.63,1010,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",387.6,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,107.15",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.653029,-119.7534999,,,,,,MFL+DEF (xHD),,
1030,Weld,Weld - Longitudinal seam,,"3,247.66",452+77,,,40.76,1020,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",428.24,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,066.52",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6530846,-119.7536175,,,,,,MFL+DEF (xHD),,
1040,Weld,Weld - Longitudinal seam,,"3,288.42",452+36,,,40.32,1030,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",469,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","3,025.76",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.65314,-119.7537354,,,,,,MFL+DEF (xHD),,
1050,Weld,Weld - Longitudinal seam,,"3,328.74",451+96,,,40.68,1040,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",509.31,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,985.44",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6531954,-119.7538525,,,,,,MFL+DEF (xHD),,
1060,Weld,Weld - Longitudinal seam,,"3,369.42",451+56,,,40.78,1050,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",550,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,944.76",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6532499,-119.7539684,,,,,,MFL+DEF (xHD),,
10000016,Bend Begin,Weld - Bend begin,,"3,394.71",451+31,25.29,15.49,40.78,1060,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",575.28,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,919.47",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6532842,-119.7540426,,"Bend right - 17 deg., 41D  - FIELD",,,,MFL+DEF (xHD),,
10000016,Bend End  ,Weld - Bend end,,"3,403.04",451+23,33.62,7.16,40.78,1060,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",583.62,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,911.14",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6532842,-119.7540426,,"Bend right - 17 deg., 41D  - FIELD",,,,MFL+DEF (xHD),,
1070,Weld,Weld - Longitudinal seam,,"3,410.20",451+16,,,40.74,1060,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",590.78,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,903.98",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6533047,-119.7540868,,,,,,MFL+DEF (xHD),,
1080,Weld,Weld - Longitudinal seam,,"3,450.94",450+76,,,40.75,1070,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",631.52,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,863.24",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.653367,-119.7541992,,,,,,MFL+DEF (xHD),,
1090,Weld,Weld - Longitudinal seam,,"3,491.69",450+35,,,40.81,1080,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",672.27,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,822.49",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6534453,-119.7542961,,,,,,MFL+DEF (xHD),,
1100,Weld,Weld - Longitudinal seam,,"3,532.50",449+95,,,40.73,1090,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",713.08,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,781.68",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6535237,-119.7543922,,,,,,MFL+DEF (xHD),,
1110,Weld,Weld - Longitudinal seam,,"3,573.23",449+55,,,40.61,1100,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",753.81,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,740.95",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6536024,-119.7544899,,,,,,MFL+DEF (xHD),,
1120,Weld,Weld - Longitudinal seam,,"3,613.84",449+15,,,40.72,1110,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",794.42,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,700.34",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6536803,-119.7545874,,,,,,MFL+DEF (xHD),,
1130,Weld,Weld - Longitudinal seam,,"3,654.56",448+74,,,40.65,1120,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",835.14,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,659.62",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6537576,-119.7546844,,,,,,MFL+DEF (xHD),,
1140,Weld,Weld - Longitudinal seam,,"3,695.21",448+34,,,40.7,1130,"AGM 1, Sta. 457+00, PLM E/S of RD @ MP 8.5- from 2017 Data",875.79,"AGM 2, Sta. 422+45, 25' U/S Check Valve 202- from 2017 Data","2,618.97",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6538356,-119.7547804,,,,,,MFL+DEF (xHD),,
