Feature Number (sequential order),Vendor-Specific Feature Name,Standard Feature Name,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,Upstream (U/S) Reference Distance From,Downstream (D/S) Reference Name,Downstream (D/S) Reference Distance To,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G Pburst,Modified B31.G Psafe,Design Pressure (72% SMYS),ERF,RPR,Effective Area Pburst,Effective Area Psafe,Group Number,Group Category,NAD 83 Latittude,NAD 83 Longititude,NAVD 88 elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
40002234,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,940.01",266+81,30.77,10.72,41.49,6150,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,522.99","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,184.35",8.625,0.25,,42000,,17,0.043,,,,,1.189,0.61,6:15,1440,2936,2114,1753,0.681,1.206,2920,2102,,,35.6460762,-119.7931556,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002235,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,941.71",266+79,32.44,9.04,41.49,6150,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,524.69","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,182.65",8.625,0.25,,42000,,18,0.046,,,,,0.589,0.435,6:15,1440,2989,2152,1753,0.669,1.228,2983,2148,,,35.6460737,-119.7931604,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002236,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,942.75",266+78,33.51,7.98,41.49,6150,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,525.74","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,181.60",8.625,0.25,,42000,,22,0.055,,,,,0.998,0.579,6:15,1440,2933,2112,1753,0.682,1.205,2915,2099,,,35.6460721,-119.7931634,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002237,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,943.30",266+78,34.05,7.44,41.49,6150,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,526.28","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,181.06",8.625,0.25,,42000,,22,0.055,,,,,1.018,0.617,6:15,1440,2931,2111,1753,0.682,1.204,2913,2098,,,35.6460713,-119.7931649,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002238,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,944.81",266+76,35.56,5.93,41.49,6150,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,527.80","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,179.55",8.625,0.25,,42000,,16,0.039,,,,,0.776,0.542,6:15,1440,2979,2145,1753,0.671,1.224,2972,2140,,,35.646069,-119.7931692,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002239,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,946.45",266+75,37.21,4.28,41.49,6150,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,529.43","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,177.91",8.625,0.25,,42000,,18,0.046,,,,,1.111,0.568,6:15,1440,2937,2115,1753,0.681,1.206,2921,2103,,,35.6460666,-119.7931739,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002240,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,946.70",266+75,37.45,4.04,41.49,6150,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,529.69","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,177.65",8.625,0.25,,42000,,16,0.039,,,,,0.776,0.502,6:15,1440,2979,2145,1753,0.671,1.224,2972,2140,,,35.6460662,-119.7931746,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6160,Weld,Weld - Longitudinal seam,,"21,950.77",266+70,,,41.51,6150,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,533.76","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,173.58",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6460604,-119.7931857,,,,,,MFL+DEF (xHD),,
40002241,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,963.72",266+58,12.98,28.53,41.51,6160,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,546.70","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,160.64",8.625,0.25,,42000,,19,0.047,,,,,0.798,0.531,6:15,1440,2969,2138,1753,0.674,1.219,2959,2131,,,35.6460415,-119.7932227,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002242,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,966.96",266+54,16.22,25.29,41.51,6160,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,549.95","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,157.40",8.625,0.25,,42000,,15,0.037,,,,,0.696,0.461,6:15,1440,2987,2150,1753,0.67,1.227,2981,2146,,,35.6460368,-119.793232,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002243,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,967.38",266+54,16.64,24.86,41.51,6160,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,550.37","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,156.97",8.625,0.25,,42000,,19,0.048,,,,,0.832,0.474,6:15,1440,2963,2134,1753,0.675,1.217,2953,2126,,,35.6460362,-119.7932332,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002244,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,969.76",266+52,19.02,22.48,41.51,6160,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,552.74","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,154.60",8.625,0.25,,42000,,19,0.047,,,,,0.891,0.529,6:15,1440,2959,2130,1753,0.676,1.215,2947,2122,,,35.6460327,-119.79324,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002245,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,970.16",266+51,19.42,22.08,41.51,6160,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,553.15","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,154.20",8.625,0.25,,42000,,18,0.045,,,,,0.823,0.545,6:15,1440,2969,2137,1753,0.674,1.219,2959,2130,,,35.6460321,-119.7932411,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002246,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,971.27",266+50,20.58,20.92,41.51,6160,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,554.25","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,153.09",8.625,0.25,,42000,,18,0.045,,,,,2.129,0.528,6:15,1440,2840,2045,1753,0.704,1.167,2812,2025,,,35.6460305,-119.7932443,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
40002247,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,978.57",266+43,27.83,13.67,41.51,6160,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,561.56","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,145.79",8.625,0.25,,42000,,17,0.042,,,,,0.863,0.845,6:00,1440,2969,2138,1753,0.674,1.219,2959,2131,,,35.6460199,-119.7932652,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002248,Metal Loss,Anomaly - Corrosion cluster,Internal,"21,979.42",266+42,28.67,12.83,41.51,6160,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,562.41","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,144.94",8.625,0.25,,42000,,17,0.042,,,,,0.672,0.366,6:00,1440,2985,2149,1753,0.67,1.226,2978,2144,,,35.6460187,-119.7932676,,Metal Loss,AXSL,,,MFL+DEF (xHD),,
6170,Weld,Weld - Longitudinal seam,,"21,992.28",266+29,,,41.5,6160,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,575.27","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,132.08",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.646,-119.7933042,,,,,,MFL+DEF (xHD),,
40002249,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,007.57",266+14,15.33,26.17,41.5,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,590.56","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,116.79",8.625,0.25,,42000,,17,0.043,,,,,0.9,0.509,6:00,1440,2964,2134,1753,0.675,1.217,2953,2126,,,35.6459775,-119.7933477,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002250,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,018.14",266+03,25.9,15.6,41.5,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,601.13","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,106.22",8.625,0.25,,42000,,20,0.049,,,,,0.87,0.49,6:00,1440,2958,2130,1753,0.676,1.215,2946,2121,,,35.6459619,-119.7933778,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002251,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,021.77",266+00,29.53,11.97,41.5,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,604.75","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,102.59",8.625,0.25,,42000,,15,0.038,,,,,0.942,0.469,6:00,1440,2967,2136,1753,0.674,1.219,2958,2130,,,35.6459566,-119.7933882,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
40002252,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,025.60",265+96,33.35,8.14,41.5,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,608.58","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,098.76",8.625,0.25,,42000,,18,0.045,,,,,0.843,0.472,6:00,1440,2967,2136,1753,0.674,1.219,2957,2129,,,35.6459509,-119.7933991,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002253,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,029.04",265+93,36.79,4.7,41.5,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,612.03","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,095.32",8.625,0.25,,42000,,18,0.044,,,,,0.74,0.565,6:00,1440,2977,2144,1753,0.672,1.223,2969,2138,,,35.6459459,-119.7934089,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002254,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,030.62",265+91,38.37,3.13,41.5,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,613.61","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,093.74",8.625,0.25,,42000,,20,0.049,,,,,0.673,0.478,6:00,1440,2979,2145,1753,0.671,1.223,2971,2139,,,35.6459435,-119.7934134,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002255,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,031.54",265+90,39.31,2.19,41.5,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,614.53","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,092.82",8.625,0.25,,42000,,20,0.051,,,,,1.055,0.633,6:00,1440,2935,2113,1753,0.681,1.205,2918,2101,,,35.6459422,-119.793416,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002256,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,031.72",265+90,39.47,2.02,41.5,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,614.71","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,092.63",8.625,0.25,,42000,,20,0.051,,,,,0.722,0.492,6:00,1440,2972,2140,1753,0.673,1.221,2963,2133,,,35.6459419,-119.7934165,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002257,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,031.89",265+90,39.64,1.85,41.5,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,614.88","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,092.47",8.625,0.25,,42000,,25,0.062,,,,,0.692,0.501,6:15,1440,2964,2134,1753,0.675,1.217,2953,2126,,,35.6459417,-119.793417,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002258,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,033.19",265+89,40.95,0.55,41.5,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,616.18","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,091.17",8.625,0.25,,42000,,18,0.044,,,,,0.933,0.455,6:15,1440,2959,2131,1753,0.676,1.215,2948,2122,,,35.6459397,-119.7934207,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
6180,Weld,Weld - Longitudinal seam,,"22,033.78",265+88,,,41.49,6170,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,616.76","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,090.58",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6459389,-119.7934223,,,,,,MFL+DEF (xHD),,
40002259,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,039.17",265+83,5.44,36.04,41.49,6180,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,622.16","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,085.19",8.625,0.25,,42000,,16,0.041,,,,,1.083,0.69,6:15,1440,2950,2124,1753,0.678,1.212,2937,2115,,,35.6459309,-119.7934376,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002260,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,042.80",265+79,9.08,32.41,41.49,6180,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,625.79","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,081.56",8.625,0.25,,42000,,20,0.049,,,,,1.323,0.814,6:00,1440,2906,2092,1753,0.688,1.194,2883,2076,,,35.6459255,-119.7934479,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002261,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,043.14",265+79,9.4,32.08,41.49,6180,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,626.12","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,081.22",8.625,0.25,,42000,,16,0.04,,,,,1.055,0.586,6:15,1440,2954,2127,1753,0.677,1.213,2942,2118,,,35.645925,-119.7934489,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002262,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,050.68",265+71,16.94,24.55,41.49,6180,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,633.67","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,073.67",8.625,0.25,,42000,,19,0.047,,,,,0.738,0.53,6:15,1440,2974,2142,1753,0.672,1.222,2966,2135,,,35.6459138,-119.7934703,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002263,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,052.20",265+70,18.46,23.03,41.49,6180,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,635.19","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,072.16",8.625,0.25,,42000,,18,0.045,,,,,0.686,0.567,6:15,1440,2981,2146,1753,0.671,1.224,2974,2141,,,35.6459115,-119.7934746,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002264,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,052.59",265+69,18.84,22.64,41.49,6180,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,635.58","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,071.77",8.625,0.25,,42000,,15,0.038,,,,,0.64,0.537,6:15,1440,2990,2153,1753,0.669,1.228,2985,2149,,,35.6459109,-119.7934757,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002265,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,054.92",265+67,21.18,20.31,41.49,6180,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,637.91","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,069.44",8.625,0.25,,42000,,16,0.041,,,,,0.687,0.425,6:15,1440,2985,2149,1753,0.67,1.226,2979,2145,,,35.6459075,-119.7934823,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002266,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,063.14",265+59,29.41,12.08,41.49,6180,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,646.13","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,061.22",8.625,0.25,,42000,,16,0.04,,,,,1.003,0.642,6:15,1440,2958,2130,1753,0.676,1.215,2946,2121,,,35.6458953,-119.7935056,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002267,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,074.70",265+47,40.95,0.54,41.49,6180,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,657.68","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,049.66",8.625,0.25,,42000,,22,0.056,,,,,0.636,0.612,6:00,1440,2977,2143,1753,0.672,1.223,2968,2137,,,35.6458781,-119.7935384,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6190,Weld,Weld - Longitudinal seam,,"22,075.26",265+47,,,41.47,6180,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,658.25","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,049.10",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6458776,-119.7935393,,,,,,MFL+DEF (xHD),,
40002268,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,076.57",265+45,1.34,40.13,41.47,6190,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,659.56","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,047.78",8.625,0.25,,42000,,19,0.047,,,,,0.627,0.555,6:15,1440,2984,2149,1753,0.67,1.226,2978,2144,,,35.6458757,-119.793543,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002269,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,078.06",265+44,2.83,38.64,41.47,6190,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,661.04","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,046.30",8.625,0.25,,42000,,24,0.059,,,,,0.743,0.468,6:15,1440,2961,2132,1753,0.675,1.216,2949,2123,,,35.6458735,-119.7935473,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002270,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,079.02",265+43,3.79,37.68,41.47,6190,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,662.00","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,045.34",8.625,0.25,,42000,,19,0.046,,,,,0.778,0.682,6:30,1440,2971,2139,1753,0.673,1.22,2962,2133,,,35.6458721,-119.79355,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002271,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,113.40",265+09,38.16,3.3,41.47,6190,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,696.39","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,010.96",8.625,0.25,,42000,,18,0.045,,,,,0.648,0.637,6:00,1440,2985,2149,1753,0.67,1.226,2978,2144,,,35.6458213,-119.7936478,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002272,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,115.83",265+06,40.59,0.88,41.47,6190,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,698.81","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,008.53",8.625,0.25,,42000,,22,0.054,,,,,0.585,0.57,6:15,1440,2983,2148,1753,0.67,1.225,2976,2143,,,35.6458177,-119.7936547,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002273,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,116.32",265+06,41.08,0.39,41.47,6190,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,699.31","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,008.04",8.625,0.25,,42000,,24,0.06,,,,,0.507,0.528,6:15,1440,2987,2151,1753,0.669,1.227,2981,2146,,,35.645817,-119.7936561,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6200,Weld,Weld - Longitudinal seam,,"22,116.73",265+06,,,41.46,6190,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,699.71","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","2,007.63",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6458166,-119.7936569,,,,,,MFL+DEF (xHD),,
40002274,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,129.92",264+92,13.24,28.21,41.46,6200,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,712.91","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,994.43",8.625,0.25,,42000,,15,0.038,,,,,1.135,0.634,6:00,1440,2950,2124,1753,0.678,1.212,2937,2114,,,35.6457973,-119.7936946,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6210,Weld,Weld - Longitudinal seam,,"22,158.19",264+64,,,41.46,6200,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,741.17","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,966.17",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.645756,-119.793775,,,,,,MFL+DEF (xHD),,
40002275,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,158.55",264+64,0.38,41.07,41.46,6210,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,741.53","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,965.81",8.625,0.25,,42000,,16,0.041,,,,,0.571,0.584,5:45,1440,2993,2155,1753,0.668,1.229,2988,2152,,,35.6457555,-119.793776,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6220,Weld,Weld - Longitudinal seam,,"22,199.64",264+23,,,41.47,6210,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,782.63","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,924.72",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6456955,-119.7938925,,,,,,MFL+DEF (xHD),,
40002276,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,203.69",264+19,4.08,37.39,41.47,6220,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,786.67","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,920.67",8.625,0.25,,42000,,18,0.044,,,,,0.808,0.714,6:15,1440,2971,2139,1753,0.673,1.22,2961,2132,,,35.6456895,-119.793904,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002277,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,216.64",264+06,17.02,24.45,41.47,6220,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,799.63","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,907.72",8.625,0.25,,42000,,20,0.049,,,,,0.556,0.475,6:15,1440,2989,2152,1753,0.669,1.228,2984,2148,,,35.6456705,-119.7939409,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002278,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,217.22",264+06,17.6,23.87,41.47,6220,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,800.20","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,907.14",8.625,0.25,,42000,,16,0.04,,,,,0.555,0.476,6:00,1440,2995,2156,1753,0.668,1.23,2991,2153,,,35.6456696,-119.7939425,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002279,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,218.59",264+04,18.97,22.5,41.47,6220,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,801.57","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,905.77",8.625,0.25,,42000,,16,0.039,,,,,0.56,0.511,6:15,1440,2995,2156,1753,0.668,1.23,2991,2153,,,35.6456676,-119.7939464,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002280,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,230.42",263+93,30.8,10.66,41.47,6220,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,813.40","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,893.94",8.625,0.25,,42000,,17,0.043,,,,,0.638,0.546,6:15,1440,2987,2151,1753,0.67,1.227,2981,2146,,,35.6456502,-119.7939801,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002281,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,237.52",263+85,37.91,3.56,41.47,6220,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,820.50","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,886.84",8.625,0.25,,42000,,16,0.039,,,,,0.894,0.718,6:15,1440,2970,2138,1753,0.673,1.22,2961,2132,,,35.6456397,-119.7940003,,Metal Loss,PITT,,,MFL+DEF (xHD),,
6230,Weld,Weld - Longitudinal seam,,"22,241.11",263+82,,,41.49,6220,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,824.10","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,883.25",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6456347,-119.79401,,,,,,MFL+DEF (xHD),,
40002282,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,248.47",263+75,7.39,34.1,41.49,6230,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,831.45","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,875.89",8.625,0.25,,42000,,18,0.045,,,,,0.654,0.64,6:00,1440,2983,2148,1753,0.67,1.225,2977,2143,,,35.6456239,-119.7940309,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40002283,Metal Loss,Anomaly - Corrosion cluster,Internal,"22,255.37",263+68,14.29,27.2,41.49,6230,"AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,838.35","AGM 8, Sta. 245+10, MP 5 Aerial Marker- from 2017 Data","1,868.99",8.625,0.25,,42000,,16,0.04,,,,,0.749,0.645,6:00,1440,2981,2146,1753,0.671,1.224,2974,2141,,,35.6456137,-119.7940506,,Metal Loss,PITT,,,MFL+DEF (xHD),,
