ILI Tool,PBF_ID,Adjstd Weld Number,Adjstd Milepost,Adjstd Sta,STA Diff,ODO Diff,Multiplier,Odometer (ft),Odometer Distance to Start of Box (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance From Top of Pipe (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,4667,1994,19.543,1032+28.6,,,,103186.03,,4666,MCP,U9.92,9.92,42.76,0.69,D1638.05,2906.09,1652.60,0.250,,,1.45,2.64,60,52.68,,,,,,,,39.8054784,-75.4440867,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4668,1994,19.544,1032+33.3,,,,103190.72,,4667,MCP,U14.61,14.61,38.07,0.31,D1633.35,2910.79,1647.91,0.250,,,1.80,2.94,27,52.68,,,,,,,,39.8054890,-75.4440771,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4669,1994,19.544,1032+34.7,,,,103192.08,,4668,MCP,U15.97,15.97,36.71,2.41,D1631.99,2912.14,1646.55,0.250,,,1.37,3.20,207,52.68,,,,,,,,39.8054920,-75.4440743,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4670,1994,19.545,1032+40.8,,,,103198.17,,4669,MCP,U22.06,22.06,30.62,2.99,D1625.90,2918.23,1640.46,0.250,,,1.65,3.09,257,52.68,,,,,,,,39.8055057,-75.4440618,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4671,1994,19.545,1032+41.7,,,,103199.06,,4670,MCP,U22.95,22.95,29.73,3.26,D1625.02,2919.12,1639.57,0.250,,,1.41,2.33,280,52.68,,,,,,,,39.8055077,-75.4440600,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4672,1994,19.546,1032+43.4,,,,103200.79,,4671,MCP,U24.68,24.68,28.00,3.67,D1623.28,2920.85,1637.84,0.250,,,3.06,4.01,316,52.68,,,,,,,,39.8055116,-75.4440565,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4673,1994,19.546,1032+45.6,,,,103202.98,,4672,MCP,D25.81,26.87,25.81,1.13,D1621.10,2923.04,1635.65,0.250,,,4.12,4.31,98,52.68,,,,,,,,39.8055165,-75.4440520,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4674,1994,19.546,1032+47.8,,,,103205.19,,4673,MCP,D23.60,29.08,23.60,2.79,D1618.89,2925.25,1633.44,0.250,,,3.72,5.07,240,52.68,,,,,,,,39.8055214,-75.4440475,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4675,1994,19.546,1032+48.0,,,,103205.34,,4674,MCP,D23.45,29.23,23.45,0.31,D1618.74,2925.40,1633.29,0.250,,,3.53,5.22,27,52.68,,,,,,,,39.8055217,-75.4440472,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4676,1994,19.547,1032+51.2,,,,103208.58,,4675,MCP,D20.22,32.47,20.22,0.68,D1615.50,2928.64,1630.06,0.250,,,2.20,3.60,59,52.68,,,,,,,,39.8055290,-75.4440406,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4677,1994,19.547,1032+51.6,,,,103208.90,,4676,MCP,D19.89,32.79,19.89,3.43,D1615.18,2928.96,1629.74,0.250,,,2.75,3.60,295,52.68,,,,,,,,39.8055297,-75.4440399,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4678,1994,19.548,1032+58.7,,,,103216.01,,4677,MCP,D12.78,39.90,12.78,4.17,D1608.07,2936.07,1622.62,0.250,,,3.14,3.20,359,52.68,,,,,,,,39.8055457,-75.4440253,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4679,1994,19.549,1032+59.7,,,,103217.04,,4678,MCP,D11.75,40.93,11.75,0.22,D1607.03,2937.10,1621.59,0.250,,,1.37,2.43,19,52.68,,,,,,,,39.8055480,-75.4440232,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4680,1994,19.549,1032+62.1,,,,103219.39,,4679,MCP,D9.40,43.28,9.40,1.43,D1604.68,2939.45,1619.24,0.250,,,1.49,2.84,123,52.68,,,,,,,,39.8055533,-75.4440184,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4681,1994,19.550,1032+65.8,,,,103223.13,,4680,MCP,D5.66,47.02,5.66,3.47,D1600.94,2943.20,1615.50,0.250,,,2.59,4.31,299,52.68,,,,,,,,39.8055618,-75.4440107,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4682,1994,19.550,1032+68.4,,,,103225.70,,4681,MCP,D3.09,49.59,3.09,3.70,D1598.37,2945.76,1612.93,0.250,,,1.61,2.94,318,52.68,,,,,,,,39.8055675,-75.4440054,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4683,1995,19.551,1032+71.5,,,,103228.79,,4682,Weld,U52.68,52.68,60.71,,D1595.28,2948.85,1609.84,0.250,,,,,,60.71,,,,,,,,39.8055745,-75.4439991,10.2,,16.000,X56,ERW,960
MFL,4684,1995,19.551,1032+73.1,,,,103230.35,103230.31,4683,ML Ext,U1.56,1.56,59.15,0.35,D1593.73,2950.41,1608.29,0.250,10,20,0.59,0.51,31,60.71,,1481,1477,1481,1475,2057,2049,39.8055780,-75.4439959,10.2,,16.000,X56,ERW,960
MFL,4685,1995,19.553,1032+81.7,,,,103238.93,103238.91,4684,ML Ext,U10.14,10.14,50.57,2.05,D1585.15,2958.99,1599.70,0.250,13,23,0.27,0.51,176,60.71,,1484,1483,1484,1482,2061,2059,39.8055972,-75.4439781,10.1,,16.000,X56,ERW,960
MFL,4686,1995,19.556,1033+01.0,,,,103258.18,,4685,MCP,U29.39,29.39,31.32,2.86,D1565.89,2978.25,1580.45,0.250,,,1.84,3.30,246,60.71,,,,,,,,39.8056401,-75.4439383,10.0,Close Metal Object,16.000,X56,ERW,960
MFL,4687,1995,19.557,1033+01.9,,,,103259.07,,4686,MCP,U30.28,30.28,30.43,1.45,D1565.00,2979.13,1579.56,0.250,,,1.22,3.55,125,60.71,,,,,,,,39.8056421,-75.4439364,10.0,Close Metal Object,16.000,X56,ERW,960
MFL,4688,1995,19.561,1033+24.4,,,,103281.50,,4687,MCP,D8.00,52.71,8.00,0.65,D1542.57,3001.56,1557.13,0.250,,,3.33,4.11,56,60.71,,,,,,,,39.8056921,-75.4438900,9.8,Close Metal Object,16.000,X56,ERW,960
MFL,4689,1995,19.561,1033+24.8,,,,103281.93,,4688,MCP,D7.57,53.14,7.57,1.31,D1542.14,3001.99,1556.70,0.250,,,1.57,2.13,113,60.71,,,,,,,,39.8056930,-75.4438891,9.8,Close Metal Object,16.000,X56,ERW,960
MFL,4690,1996,19.562,1033+32.4,,,,103289.50,,4689,Weld,U60.71,60.71,61.47,,D1534.57,3009.56,1549.13,0.250,,,,,,61.47,,,,,,,,39.8057100,-75.4438733,9.8,,16.000,X56,ERW,960
MFL,4691,1996,19.563,1033+36.4,,,,103293.52,,4690,MCP,U4.02,4.02,57.44,3.07,D1530.55,3013.58,1545.11,0.250,,,4.23,4.87,264,61.47,,,,,,,,39.8057189,-75.4438650,9.8,Close Metal Object,16.000,X56,ERW,960
MFL,4692,1996,19.564,1033+40.9,,,,103297.98,,4691,MCP,U8.48,8.48,52.99,0.67,D1526.09,3018.04,1540.65,0.250,,,2.16,3.85,58,61.47,,,,,,,,39.8057288,-75.4438558,9.8,Close Metal Object,16.000,X56,ERW,960
MFL,4693,1996,19.566,1033+52.5,,,,103309.52,,4692,MCP,U20.02,20.02,41.45,1.16,D1514.56,3029.58,1529.11,0.250,,,3.65,8.12,100,61.47,,,,,,,,39.8057546,-75.4438318,9.9,Close Metal Object,16.000,X56,ERW,960
MFL,4694,1996,19.568,1033+60.9,,,,103317.95,,4693,MCP,U28.45,28.45,33.01,2.83,D1506.12,3038.01,1520.68,0.250,,,2.74,4.16,244,61.47,,,,,,,,39.8057735,-75.4438143,9.9,Close Metal Object,16.000,X56,ERW,960
MFL,4695,1996,19.570,1033+74.1,,,,103331.06,103331.04,4694,ML Ext,D19.90,41.57,19.90,4.02,D1493.01,3051.13,1507.57,0.250,12,22,0.47,0.51,346,61.47,,1482,1479,1482,1478,2058,2053,39.8058028,-75.4437870,10.0,,16.000,X56,ERW,960
MFL,4696,1996,19.571,1033+76.0,,,,103333.01,,4695,MCP,D17.95,43.51,17.95,1.86,D1491.06,3053.07,1505.62,0.250,,,1.10,1.98,160,61.47,,,,,,,,39.8058071,-75.4437830,10.0,Close Metal Object,16.000,X56,ERW,960
MFL,4697,1997,19.574,1033+94.0,,,,103350.97,,4696,Weld,D60.50,61.47,60.50,,D1473.11,3071.03,1487.67,0.250,,,,,,60.50,,,,,,,,39.8058471,-75.4437460,10.1,,16.000,X56,ERW,960
MFL,4698,1997,19.579,1034+20.1,,,,103376.94,,4697,MCP,U25.98,25.98,34.52,3.92,D1447.13,3097.00,1461.69,0.250,,,5.33,7.46,337,60.50,,,,,,,,39.8059053,-75.4436927,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4699,1997,19.583,1034+39.8,,,,103396.60,,4698,MCP,D14.87,45.63,14.87,1.23,D1427.48,3116.66,1442.03,0.250,,,6.12,5.68,106,60.50,,,,,,,,39.8059494,-75.4436525,10.4,Close Metal Object,16.000,X56,ERW,960
MFL,4700,1998,19.586,1034+54.7,,,,103411.46,,4699,Weld,U60.50,60.50,60.83,,D1412.61,3131.53,1427.17,0.250,,,,,,60.83,,,,,,,,39.8059828,-75.4436221,10.5,,16.000,X56,ERW,960
MFL,4701,1998,19.586,1034+57.2,,,,103413.93,,4700,MCP,U2.46,2.46,58.36,2.77,D1410.15,3133.99,1424.70,0.250,,,2.24,3.55,238,60.83,,,,,,,,39.8059884,-75.4436171,10.6,Close Metal Object,16.000,X56,ERW,960
MFL,4702,1998,19.590,1034+78.8,,,,103435.51,,4701,MCP,U24.05,24.05,36.78,1.59,D1388.56,3155.57,1403.12,0.250,,,2.71,3.40,137,60.83,,,,,,,,39.8060370,-75.4435730,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4703,1998,19.591,1034+83.1,,,,103439.79,103439.76,4702,ML Ext,U28.32,28.32,32.50,2.91,D1384.29,3159.85,1398.84,0.250,11,21,0.47,0.66,251,60.83,,1482,1480,1482,1478,2058,2053,39.8060466,-75.4435643,10.7,,16.000,X56,ERW,960
MFL,4704,1998,19.593,1034+94.9,,,,103451.56,,4703,MCP,D20.73,40.10,20.73,1.15,D1372.51,3171.62,1387.07,0.250,,,1.76,2.74,99,60.83,,,,,,,,39.8060732,-75.4435402,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4705,1998,19.594,1034+98.3,,,,103454.96,,4704,MCP,D17.33,43.50,17.33,3.65,D1369.11,3175.02,1383.67,0.250,,,1.57,2.43,314,60.83,,,,,,,,39.8060808,-75.4435333,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4706,1998,19.595,1035+06.2,,,,103462.81,,4705,MCP,D9.48,51.35,9.48,1.52,D1361.26,3182.88,1375.82,0.250,,,1.96,3.04,131,60.83,,,,,,,,39.8060984,-75.4435173,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4707,1998,19.596,1035+10.4,,,,103466.94,,4706,MCP,D5.35,55.48,5.35,2.38,D1357.13,3187.00,1371.69,0.250,,,2.23,2.94,205,60.83,,,,,,,,39.8061077,-75.4435089,10.8,Close Metal Object,16.000,X56,ERW,960
MFL,4708,1998,19.596,1035+10.8,,,,103467.35,,4707,MCP,D4.94,55.89,4.94,2.78,D1356.72,3187.41,1371.28,0.250,,,1.84,3.35,239,60.83,,,,,,,,39.8061086,-75.4435081,10.8,Close Metal Object,16.000,X56,ERW,960
MFL,4709,1998,19.596,1035+11.0,,,,103467.61,,4708,MCP,D4.69,56.14,4.69,3.79,D1356.47,3187.67,1371.03,0.250,,,2.63,3.91,326,60.83,,,,,,,,39.8061092,-75.4435076,10.8,Close Metal Object,16.000,X56,ERW,960
MFL,4710,1999,19.597,1035+15.7,,,,103472.29,,4709,Weld,D60.13,60.83,60.13,,D1351.78,3192.35,1366.34,0.250,,,,,,60.13,337,,,,,,,39.8061197,-75.4434980,10.8,,16.000,X56,ERW,960
MFL,4711,1999,19.600,1035+29.5,,,,103486.01,,4710,MCP,U13.72,13.72,46.42,3.62,D1338.07,3206.07,1352.63,0.250,,,6.98,12.43,311,60.13,,,,,,,,39.8061504,-75.4434696,10.8,Close Metal Object,16.000,X56,ERW,960
CAL,4712,1999,19.601,1035+38.6,,,,103495.06,,4711,Dent,U22.77,22.77,37.36,2.51,D1329.01,3215.12,1343.57,0.250,1.1,1.6,4.78,4.69,216,60.13,,,,,,,,39.8061707,-75.4434510,10.9,,16.000,X56,ERW,960
MFL,4713,1999,19.602,1035+44.3,,,,103500.75,103500.68,4712,ML Ext,U28.46,28.46,31.67,1.13,D1323.32,3220.81,1337.88,0.250,10,20,1.25,1.22,97,60.13,,1471,1454,1468,1447,2039,2010,39.8061834,-75.4434393,10.9,,16.000,X56,ERW,960
CAL,4714,1999,19.603,1035+47.5,,,,103503.99,,4713,Dent,D28.43,31.70,28.43,2.18,D1320.09,3224.05,1334.64,0.250,1.2,1.7,2.59,3.12,188,60.13,,,,,,,,39.8061906,-75.4434327,10.8,,16.000,X56,ERW,960
MFL,4715,1999,19.603,1035+48.3,,,,103504.77,,4714,MCP,D27.65,32.48,27.65,0.47,D1319.30,3224.83,1333.86,0.250,,,7.53,6.04,40,60.13,,,,,,,,39.8061924,-75.4434311,10.8,Close Metal Object,16.000,X56,ERW,960
MFL,4716,1999,19.603,1035+49.6,,,,103506.04,,4715,MCP,D26.38,33.75,26.38,2.80,D1318.04,3226.10,1332.59,0.250,,,5.33,5.73,241,60.13,,,,,,,,39.8061952,-75.4434285,10.8,Close Metal Object,16.000,X56,ERW,960
MFL,4717,1999,19.604,1035+51.9,,,,103508.31,,4716,MCP,D24.11,36.02,24.11,3.93,D1315.76,3228.37,1330.32,0.250,,,3.14,2.74,338,60.13,,,,,,,,39.8062003,-75.4434239,10.8,Close Metal Object,16.000,X56,ERW,960
MFL,4718,1999,19.605,1035+57.4,,,,103513.82,,4717,MCP,D18.61,41.52,18.61,2.24,D1310.26,3233.88,1324.82,0.250,,,3.45,2.18,193,60.13,,,,,,,,39.8062126,-75.4434125,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4719,1999,19.605,1035+58.4,,,,103514.86,,4718,MCP,D17.56,42.57,17.56,1.26,D1309.21,3234.92,1323.77,0.250,,,1.88,2.59,109,60.13,,,,,,,,39.8062150,-75.4434104,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4720,1999,19.605,1035+58.7,,,,103515.17,,4719,MCP,D17.25,42.88,17.25,1.23,D1308.90,3235.24,1323.46,0.250,,,5.02,3.55,106,60.13,,,,,,,,39.8062157,-75.4434097,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4721,1999,19.606,1035+60.8,,,,103517.24,,4720,MCP,D15.18,44.95,15.18,2.08,D1306.83,3237.30,1321.39,0.250,,,2.35,3.70,179,60.13,,,,,,,,39.8062203,-75.4434055,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4722,1999,19.606,1035+61.8,,,,103518.21,,4721,MCP,D14.22,45.92,14.22,1.25,D1305.87,3238.27,1320.42,0.250,,,4.39,2.99,108,60.13,,,,,,,,39.8062225,-75.4434036,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4723,1999,19.606,1035+63.1,,,,103519.50,,4722,MCP,D12.92,47.21,12.92,1.66,D1304.57,3239.56,1319.13,0.250,,,2.35,2.94,143,60.13,,,,,,,,39.8062254,-75.4434009,10.7,Close Metal Object,16.000,X56,ERW,960
MFL,4724,2000,19.608,1035+76.0,,,,103532.42,,4723,Weld,U60.13,60.13,61.37,,D1291.65,3252.48,1306.21,0.250,,,,,,61.37,69,,,,,,,39.8062544,-75.4433743,10.5,,16.000,X56,ERW,960
MFL,4725,2000,19.609,1035+81.0,,,,103537.33,,4724,MCP,U4.91,4.91,56.46,2.43,D1286.74,3257.39,1301.30,0.250,,,1.25,2.74,209,61.37,,,,,,,,39.8062653,-75.4433642,10.5,Close Metal Object,16.000,X56,ERW,960
MFL,4726,2000,19.612,1035+94.1,,,,103550.43,,4725,MCP,U18.01,18.01,43.37,3.40,D1273.65,3270.49,1288.21,0.250,,,5.80,6.34,292,61.37,,,,,,,,39.8062947,-75.4433371,10.5,Close Metal Object,16.000,X56,ERW,960
MFL,4727,2000,19.612,1035+96.6,,,,103552.94,,4726,MCP,U20.51,20.51,40.86,0.56,D1271.14,3273.00,1285.70,0.250,,,2.35,4.46,49,61.37,,,,,,,,39.8063003,-75.4433319,10.5,Close Metal Object,16.000,X56,ERW,960
MFL,4728,2000,19.614,1036+05.3,,,,103561.59,,4727,MCP,U29.17,29.17,32.20,1.49,D1262.48,3281.65,1277.04,0.250,,,2.67,4.51,128,61.37,,,,,,,,39.8063196,-75.4433140,10.5,Close Metal Object,16.000,X56,ERW,960
MFL,4729,2000,19.614,1036+05.8,,,,103562.14,,4728,MCP,U29.72,29.72,31.65,1.50,D1261.94,3282.20,1276.49,0.250,,,1.88,3.25,129,61.37,,,,,,,,39.8063208,-75.4433129,10.5,Close Metal Object,16.000,X56,ERW,960
MFL,4730,2000,19.615,1036+09.4,,,,103565.69,,4729,MCP,D28.10,33.27,28.10,1.26,D1258.38,3285.75,1272.94,0.250,,,4.23,7.35,108,61.37,,,,,,,,39.8063288,-75.4433055,10.5,Close Metal Object,16.000,X56,ERW,960
MFL,4731,2000,19.616,1036+15.7,,,,103571.93,,4730,MCP,D21.86,39.51,21.86,3.39,D1252.15,3291.99,1266.70,0.250,,,2.35,3.25,291,61.37,,,,,,,,39.8063427,-75.4432925,10.5,Close Metal Object,16.000,X56,ERW,960
MFL,4732,2000,19.616,1036+16.6,,,,103572.86,,4731,MCP,D20.94,40.43,20.94,1.59,D1251.22,3292.92,1265.78,0.250,,,2.35,3.45,137,61.37,,,,,,,,39.8063447,-75.4432907,10.5,Close Metal Object,16.000,X56,ERW,960
CAL,4733,2000,19.617,1036+20.4,,,,103576.62,,4732,Dent,D17.17,44.20,17.17,2.19,D1247.45,3296.68,1262.01,0.250,1.1,1.6,8.04,5.22,189,61.37,,,,,,,,39.8063532,-75.4432828,10.5,,16.000,X56,ERW,960
MFL,4734,2000,19.617,1036+21.8,,,,103578.07,,4733,MCP,D15.72,45.65,15.72,0.98,D1246.00,3298.13,1260.56,0.250,,,5.02,4.92,85,61.37,,,,,,,,39.8063564,-75.4432798,10.5,Close Metal Object,16.000,X56,ERW,960
MFL,4735,2000,19.618,1036+28.3,,,,103584.51,,4734,MCP,D9.28,52.09,9.28,1.75,D1239.56,3304.57,1254.12,0.250,,,3.29,5.58,150,61.37,,,,,,,,39.8063708,-75.4432664,10.5,Close Metal Object,16.000,X56,ERW,960
MFL,4736,2001,19.620,1036+37.6,,,,103593.79,,4735,Weld,D60.40,61.37,60.40,,D1230.28,3313.85,1244.84,0.250,,,,,,60.40,,,,,,,,39.8063914,-75.4432471,10.4,,16.000,X56,ERW,960
MFL,4737,2001,19.620,1036+38.1,,,,103594.28,,4736,MCP,U0.49,0.49,59.92,2.86,D1229.80,3314.34,1244.35,0.250,,,10.67,7.81,246,60.40,,,,,,,,39.8063925,-75.4432461,10.4,Close Metal Object,16.000,X56,ERW,960
CAL,4738,2001,19.620,1036+39.6,,,,103595.85,,4737,Dent,U2.06,2.06,58.35,2.01,D1228.23,3315.91,1242.78,0.250,1.0,1.5,6.98,3.65,173,60.40,,,,,,,,39.8063960,-75.4432428,10.4,,16.000,X56,ERW,960
MFL,4739,2001,19.622,1036+47.7,,,,103603.87,,4738,MCP,U10.08,10.08,50.32,2.92,D1220.20,3323.93,1234.76,0.250,,,1.57,2.99,251,60.40,,,,,,,,39.8064138,-75.4432261,10.3,Close Metal Object,16.000,X56,ERW,960
MFL,4740,2001,19.624,1036+58.5,,,,103614.62,,4739,MCP,U20.83,20.83,39.58,1.39,D1209.46,3334.68,1224.01,0.250,,,1.88,5.17,120,60.40,,,,,,,,39.8064377,-75.4432038,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4741,2001,19.625,1036+63.1,,,,103619.22,,4740,MCP,U25.43,25.43,34.98,3.68,D1204.86,3339.28,1219.41,0.250,,,1.88,4.01,317,60.40,,,,,,,,39.8064479,-75.4431943,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4742,2001,19.625,1036+65.4,,,,103621.56,,4741,MCP,U27.77,27.77,32.64,0.38,D1202.52,3341.62,1217.07,0.250,,,14.59,12.63,33,60.40,,,,,,,,39.8064531,-75.4431893,10.2,Close Metal Object,16.000,X56,ERW,960
MFL,4743,2001,19.628,1036+79.5,,,,103635.57,,4742,MCP,D18.63,41.78,18.63,2.66,D1188.50,3355.63,1203.06,0.250,,,1.88,3.25,229,60.40,,,,,,,,39.8064843,-75.4431601,10.1,Close Metal Object,16.000,X56,ERW,960
MFL,4744,2001,19.628,1036+81.1,,,,103637.15,,4743,MCP,D17.04,43.36,17.04,2.53,D1186.92,3357.21,1201.48,0.250,,,1.41,1.98,218,60.40,,,,,,,,39.8064878,-75.4431569,10.1,Close Metal Object,16.000,X56,ERW,960
MFL,4745,2001,19.629,1036+84.1,,,,103640.13,,4744,MCP,D14.06,46.34,14.06,2.46,D1183.94,3360.19,1198.50,0.250,,,1.73,3.25,211,60.40,,,,,,,,39.8064945,-75.4431506,10.1,Close Metal Object,16.000,X56,ERW,960
MFL,4746,2002,19.631,1036+98.2,,,,103654.19,,4745,Weld,U60.40,60.40,61.34,,D1169.88,3374.26,1184.44,0.250,,,,,,61.34,,,,,,,,39.8065260,-75.4431216,9.9,,16.000,X56,ERW,960
MFL,4747,2002,19.636,1037+20.1,,,,103676.05,,4746,MCP,U21.85,21.85,39.48,1.40,D1148.02,3396.11,1162.58,0.250,,,2.51,3.96,121,61.34,,,,,,,,39.8065749,-75.4430767,9.8,Close Metal Object,16.000,X56,ERW,960
MFL,4748,2002,19.637,1037+24.8,,,,103680.77,,4747,Sleeve Start,U26.57,26.57,34.77,,D1143.31,3400.83,1157.86,0.250,,,,,,61.34,,,,,,,,39.8065855,-75.4430670,9.8,,16.000,X56,ERW,960
MFL,4749,2002,19.637,1037+26.7,,,,103682.66,,4748,Sleeve End,U28.47,28.47,32.87,,D1141.41,3402.72,1155.97,0.250,,,,,,61.34,,,,,,,,39.8065897,-75.4430631,9.8,,16.000,X56,ERW,960
MFL,4750,2002,19.641,1037+50.4,,,,103706.26,,4749,Sleeve Start,D9.28,52.06,9.28,,D1117.82,3426.32,1132.38,0.250,,,,,,61.34,,,,,,,,39.8066426,-75.4430147,9.7,,16.000,X56,ERW,960
MFL,4751,2002,19.642,1037+52.3,,,,103708.14,,4750,Sleeve End,D7.40,53.94,7.40,,D1115.94,3428.20,1130.49,0.250,,,,,,61.34,,,,,,,,39.8066469,-75.4430108,9.7,,16.000,X56,ERW,960
MFL,4752,2002,19.642,1037+55.2,,,,103711.01,,4751,MCP,D4.52,56.82,4.52,0.00,D1113.06,3431.07,1127.62,0.250,,,2.20,6.09,0,61.34,,,,,,,,39.8066533,-75.4430049,9.7,Touching Metal Object,16.000,X56,ERW,960
MFL,4753,2003,19.643,1037+59.7,,,,103715.53,,4752,Weld,D61.16,61.34,61.16,,D1108.54,3435.59,1123.10,0.250,,,,,,61.16,,,,,,,,39.8066635,-75.4429956,9.7,,16.000,X56,ERW,960
MFL,4754,2003,19.645,1037+70.3,,,,103726.14,,4753,MCP,U10.60,10.60,50.56,2.68,D1097.94,3446.20,1112.49,0.250,,,3.14,4.06,230,61.16,,,,,,,,39.8066872,-75.4429739,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4755,2003,19.645,1037+70.4,,,,103726.20,,4754,MCP,U10.67,10.67,50.49,2.12,D1097.87,3446.26,1112.43,0.250,,,2.67,3.30,183,61.16,,,,,,,,39.8066874,-75.4429738,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4756,2003,19.645,1037+71.5,,,,103727.26,,4755,MCP,U11.73,11.73,49.43,2.29,D1096.81,3447.32,1111.37,0.250,,,2.20,4.36,197,61.16,,,,,,,,39.8066898,-75.4429716,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4757,2003,19.646,1037+73.5,,,,103729.27,,4756,MCP,U13.74,13.74,47.42,3.60,D1094.80,3449.33,1109.36,0.250,,,3.14,4.41,309,61.16,,,,,,,,39.8066943,-75.4429675,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4758,2003,19.646,1037+74.0,,,,103729.77,,4757,MCP,U14.24,14.24,46.92,0.69,D1094.30,3449.83,1108.86,0.250,,,3.14,3.25,60,61.16,,,,,,,,39.8066954,-75.4429665,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4759,2003,19.649,1037+93.4,,,,103749.19,,4758,MCP,D27.50,33.66,27.50,1.32,D1074.88,3469.25,1089.44,0.250,,,3.92,4.46,114,61.16,,,,,,,,39.8067390,-75.4429266,9.7,Close Metal Object,16.000,X56,ERW,960
MFL,4760,2003,19.651,1038+00.1,,,,103755.87,,4759,MCP,D20.82,40.34,20.82,1.34,D1068.20,3475.93,1082.76,0.250,,,2.82,2.69,115,61.16,,,,,,,,39.8067539,-75.4429129,9.6,Close Metal Object,16.000,X56,ERW,960
MFL,4761,2003,19.652,1038+09.4,,,,103765.09,,4760,MCP,D11.60,49.56,11.60,0.05,D1058.98,3485.15,1073.54,0.250,,,1.25,2.43,5,61.16,,,,,,,,39.8067746,-75.4428940,9.5,Close Metal Object,16.000,X56,ERW,960
MFL,4762,2003,19.654,1038+18.7,,,,103774.41,,4761,MCP,D2.28,58.88,2.28,3.44,D1049.67,3494.47,1064.22,0.250,,,1.88,2.84,296,61.16,,,,,,,,39.8067954,-75.4428749,9.4,Close Metal Object,16.000,X56,ERW,960
MFL,4763,2004,19.655,1038+21.0,,,,103776.69,,4762,Weld,D60.24,61.16,60.24,,D1047.38,3496.75,1061.94,0.250,,,,,,60.24,,,,,,,,39.8068005,-75.4428701,9.4,,16.000,X56,ERW,960
MFL,4764,2004,19.655,1038+22.6,,,,103778.25,103778.23,4763,ML Ext,U1.56,1.56,58.68,4.00,D1045.82,3498.31,1060.38,0.250,18,28,0.43,0.45,344,60.24,,1481,1478,1480,1477,2056,2051,39.8068040,-75.4428669,9.4,,16.000,X56,ERW,960
CAL,4765,2004,19.655,1038+24.4,,,,103780.05,,4764,Dent,U3.36,3.36,56.88,2.16,D1044.02,3500.11,1058.58,0.250,3.1,3.6,5.57,6.01,186,60.24,,,,,,,,39.8068081,-75.4428632,9.4,,16.000,X56,ERW,960
MFL,4766,2004,19.656,1038+27.2,,,,103782.86,,4765,MCP,U6.17,6.17,54.07,3.65,D1041.21,3502.93,1055.77,0.250,,,2.04,1.67,314,60.24,,,,,,,,39.8068144,-75.4428574,9.4,Close Metal Object,16.000,X56,ERW,960
