Tool,"Weld
Number","Approx.
Milepost
(miles)","Approx. 
Map Station 
(ft)","Odometer
(ft)","Feature
Number",Feature Description,"Distance to
Nearest
Weld
(ft)","Distance
to
Upstream
Weld
(ft)","Distance
to
Down-
Stream
Weld
(ft)","Distance
to
Nearest
AGM
(ft)","Distance
to
Upstream
AGM
(ft)","Distance
to Down-
Stream
AGM
(ft)","WT
(in)","Max
Depth
(%)","Seam Weld
Interaction","Length
(in)","Width
(in)","Orient
(deg)","Pipe
Length
(ft)","Long
Seam
Orient
(deg)",Adjacent to Long Seam,"0.85DL 
B31.G 
Safe MAOP 
Rating 
(psig)","Eff. Area 
Safe MAOP 
Rating 
(psig)","Eff. Area 
Burst Press. 
Rating 
(psig)","Max
Depth w/ Tolerance 
(%)","0.85DL
B31.G
Safe MAOP
Rating w/
Tolerance
(psig)","Eff. Area
Safe MAOP
Rating w/
Tolerance
(psig)","Eff. Area
Burst Press.
Rating w/
Tolerance
(psig)","Latitude 
NAD83","Longitude 
NAD83","Elevation 
Above Sea Level 
(ft) NAVD88",Comments/Rationale,Multiple Apex Dent
MFL,,5.211,276+25,27514.63,40002225,ml-ext,D7.49,52.21,7.49,U1626.72,1626.72,1897.00,0.219,10,N,0.49,0.72,306,,,N,2259,2258,3135,20,2250,2246,3119,35.0762065,-119.3197260,560.5,,
MFL,,5.211,276+25,27514.90,40002226,ml-ext,D7.22,52.48,7.22,U1626.99,1626.99,1896.73,0.219,12,N,0.44,0.50,331,,,N,2259,2258,3136,22,2251,2248,3122,35.0762065,-119.3197251,560.5,,
MFL,,5.211,276+26,27515.22,40002227,ml-ext,D6.89,52.81,6.89,U1627.31,1627.31,1896.41,0.219,10,N,0.65,0.63,341,,,N,2253,2251,3126,20,2237,2231,3099,35.0762065,-119.3197240,560.5,,
MFL,,5.211,276+26,27515.39,40002228,ml-ext,D6.73,52.97,6.73,U1627.47,1627.47,1896.24,0.219,13,N,0.54,0.46,346,,,N,2254,2252,3127,23,2242,2236,3106,35.0762065,-119.3197235,560.5,,
MFL,,5.211,276+26,27515.68,40002229,ml-ext,D6.44,53.26,6.44,U1627.77,1627.77,1895.95,0.219,10,N,0.52,0.53,31,,,N,2258,2256,3134,20,2247,2243,3115,35.0762066,-119.3197225,560.5,,
MFL,,5.211,276+26,27515.76,40002230,ml-ext,D6.36,53.34,6.36,U1627.85,1627.85,1895.87,0.219,12,N,0.54,0.97,306,,,N,2256,2253,3130,22,2244,2239,3109,35.0762066,-119.3197222,560.5,,
MFL,,5.212,276+27,27516.94,40002231,ml-ext,D5.17,54.53,5.17,U1629.03,1629.03,1894.68,0.219,10,N,0.49,0.58,346,,,N,2259,2258,3136,20,2250,2246,3120,35.0762066,-119.3197183,560.5,,
MFL,,5.212,276+28,27517.75,40002232,ml-ext,D4.37,55.33,4.37,U1629.84,1629.84,1893.88,0.219,10,N,0.45,0.46,166,,,N,2260,2259,3137,20,2252,2249,3123,35.0762066,-119.3197156,560.5,,
MFL,,5.212,276+28,27517.88,40002233,ml-ext,D4.23,55.47,4.23,U1629.97,1629.97,1893.74,0.219,11,N,0.84,1.27,111,,,N,2243,2238,3108,21,2217,2207,3065,35.0762066,-119.3197152,560.5,,
MFL,,5.212,276+30,27520.10,40002234,ml-ext,D2.02,57.68,2.02,U1632.19,1632.19,1891.53,0.219,13,N,2.77,1.02,106,,,N,2142,2182,3031,23,2036,2061,2863,35.0762067,-119.3197078,560.6,,
MFL,,5.212,276+31,27520.29,40002235,ml-ext,D1.83,57.87,1.83,U1632.38,1632.38,1891.34,0.219,12,N,2.10,1.27,76,,,N,2175,2209,3069,22,2091,2114,2936,35.0762067,-119.3197072,560.6,,
MFL,,5.212,276+31,27520.30,40002236,ml-ext,D1.82,57.88,1.82,U1632.39,1632.39,1891.33,0.219,13,N,0.58,1.28,301,,,N,2252,2249,3123,23,2238,2232,3099,35.0762067,-119.3197071,560.6,,
MFL,,5.212,276+31,27520.50,40002237,ml-ext,D1.62,58.08,1.62,U1632.59,1632.59,1891.13,0.219,11,N,0.41,0.40,301,,,N,2261,2260,3138,21,2254,2251,3126,35.0762067,-119.3197065,560.6,,
MFL,,5.212,276+31,27520.76,40002238,ml-ext,D1.36,58.34,1.36,U1632.85,1632.85,1890.87,0.219,19,N,0.60,0.46,291,,,N,2244,2239,3109,29,2227,2218,3080,35.0762067,-119.3197056,560.6,,
MFL,557,5.213,276+32,27522.12,,WELD,,,,,,,0.219,,,,,,59.32,,,,,,,,,,35.0762067,-119.3197011,560.6,,
MFL,,5.220,276+71,27560.34,40002239,ml-ext,D21.09,38.22,21.09,U1672.43,1672.43,1851.29,0.219,10,N,0.57,0.62,58,,,N,2256,2254,3131,20,2244,2239,3110,35.0762074,-119.3195739,561.4,,
MFL,,5.220,276+73,27562.20,40002240,ml-ext,D19.24,40.08,19.24,U1674.29,1674.29,1849.43,0.219,11,N,0.52,0.46,43,,,N,2258,2256,3133,21,2247,2242,3114,35.0762074,-119.3195677,561.4,,
MFL,,5.221,276+77,27566.86,40002241,ml-ext,D14.58,44.74,14.58,U1678.95,1678.95,1844.77,0.219,12,N,0.70,0.62,73,,,N,2248,2245,3118,22,2230,2221,3085,35.0762075,-119.3195522,561.4,,
MFL,,5.221,276+79,27568.93,40002242,ml-ext,D12.51,46.81,12.51,U1681.02,1681.02,1842.70,0.219,15,N,0.75,0.56,118,,,N,2240,2234,3103,25,2218,2206,3064,35.0762075,-119.3195453,561.5,,
MFL,,5.221,276+80,27569.19,40002243,ml-ext,D12.25,47.07,12.25,U1681.28,1681.28,1842.44,0.219,10,N,0.79,0.71,53,,,N,2248,2244,3117,20,2226,2217,3079,35.0762075,-119.3195444,561.5,,
MFL,,5.222,276+80,27569.65,40002244,ml-ext,D11.79,47.53,11.79,U1681.74,1681.74,1841.98,0.219,12,N,0.59,0.43,28,,,N,2253,2250,3125,22,2239,2233,3101,35.0762075,-119.3195429,561.5,,
MFL,,5.222,276+80,27570.06,40002245,ml-ext,D11.37,47.94,11.37,U1682.15,1682.15,1841.57,0.219,12,N,0.92,0.70,43,,,N,2238,2232,3101,22,2209,2196,3050,35.0762075,-119.3195415,561.5,,
MFL,,5.222,276+84,27573.60,40002246,ml-ext,D7.83,51.48,7.83,U1685.69,1685.69,1838.03,0.219,10,N,0.52,0.54,342,,,N,2258,2256,3134,20,2248,2244,3116,35.0762075,-119.3195297,561.5,,
MFL,,5.222,276+84,27573.67,40002247,ml-ext,D7.76,51.55,7.76,U1685.76,1685.76,1837.96,0.219,10,N,2.15,0.82,12,,,N,2192,2189,3040,20,2107,2088,2900,35.0762075,-119.3195295,561.5,,
MFL,,5.222,276+85,27574.34,40002248,ml-ext,D7.10,52.22,7.10,U1686.43,1686.43,1837.29,0.219,10,N,0.90,0.64,42,,,N,2243,2239,3109,20,2216,2205,3062,35.0762075,-119.3195273,561.5,,
MFL,,5.222,276+85,27574.42,40002249,ml-ext,D7.01,52.31,7.01,U1686.51,1686.51,1837.21,0.219,11,N,2.48,1.96,357,,,N,2173,2179,3027,21,2077,2066,2869,35.0762075,-119.3195270,561.5,,
MFL,,5.223,276+88,27578.02,40002250,ml-ext,D3.42,55.90,3.42,U1690.11,1690.11,1833.61,0.219,11,N,0.91,0.77,262,,,N,2242,2237,3106,21,2213,2202,3058,35.0762075,-119.3195150,561.5,,
MFL,,5.224,276+91,27580.42,40002251,ml-ext,D1.02,58.30,1.02,U1692.51,1692.51,1831.21,0.219,11,N,0.57,0.42,88,,,N,2255,2253,3129,21,2242,2237,3107,35.0762075,-119.3195070,561.4,,
MFL,558,5.224,276+92,27581.44,,WELD,,,,,,,0.219,,,,,,59.37,,,,,,,,,,35.0762075,-119.3195037,561.4,,
MFL,,5.230,277+26,27616.17,40002252,ml-ext,D24.64,34.73,24.64,U1728.25,1728.25,1795.46,0.219,10,N,0.63,0.79,207,,,N,2254,2252,3128,20,2240,2234,3102,35.0762072,-119.3193881,560.4,,
MFL,,5.230,277+27,27616.93,40002253,ml-ext,D23.87,35.50,23.87,U1729.02,1729.02,1794.70,0.219,21,N,1.14,1.94,327,,,N,2191,2188,3039,31,2144,2131,2960,35.0762072,-119.3193855,560.4,,
MFL,,5.231,277+27,27617.11,40002254,ml-ext,D23.70,35.67,23.70,U1729.19,1729.19,1794.52,0.219,13,N,0.91,1.31,327,,,N,2236,2229,3096,23,2206,2193,3046,35.0762072,-119.3193850,560.4,,
MFL,,5.231,277+28,27617.69,40002255,ml-ext,D23.11,36.25,23.11,U1729.78,1729.78,1793.94,0.219,18,N,2.99,6.50,347,,,N,2077,2153,2990,28,1960,2022,2808,35.0762072,-119.3193830,560.4,,
MFL,,5.232,277+35,27624.51,40002256,ml-ext,D16.29,43.08,16.29,U1736.60,1736.60,1787.11,0.219,15,N,1.33,1.45,328,,,N,2202,2195,3048,25,2150,2130,2958,35.0762071,-119.3193603,560.3,,
MFL,,5.232,277+36,27626.20,40002257,ml-ext,D14.60,44.77,14.60,U1738.29,1738.29,1785.43,0.219,10,N,0.40,0.42,313,,,N,2262,2261,3140,20,2255,2253,3129,35.0762071,-119.3193547,560.2,,
MFL,559,5.235,277+51,27640.80,,WELD,,,,,,,0.219,,,,,,59.68,,,,,,,,,,35.0762070,-119.3193061,560.4,,
MFL,,5.236,277+56,27645.28,40002258,ml-ext,U4.48,4.48,55.20,U1757.37,1757.37,1766.35,0.219,13,N,0.38,0.46,69,,,N,2260,2259,3138,23,2254,2251,3127,35.0762070,-119.3192912,560.5,,
MFL,,5.236,277+56,27645.95,40002259,ml-ext,U5.15,5.15,54.53,U1758.04,1758.04,1765.68,0.219,10,N,0.58,0.58,49,,,N,2256,2254,3131,20,2243,2238,3109,35.0762069,-119.3192890,560.5,,
MFL,,5.236,277+56,27646.06,40002260,ml-ext,U5.25,5.25,54.43,U1758.14,1758.14,1765.57,0.219,10,N,0.54,0.48,309,,,N,2258,2256,3133,20,2247,2242,3114,35.0762069,-119.3192886,560.5,,
MFL,,5.236,277+56,27646.24,40002261,ml-ext,U5.43,5.43,54.25,U1758.33,1758.33,1765.39,0.219,13,N,0.61,0.79,19,,,N,2251,2248,3122,23,2236,2229,3096,35.0762069,-119.3192880,560.5,,
MFL,,5.236,277+57,27646.31,40002262,ml-ext,U5.51,5.51,54.17,U1758.40,1758.40,1765.32,0.219,10,N,0.55,0.49,49,,,N,2257,2255,3132,20,2245,2240,3112,35.0762069,-119.3192878,560.5,,
MFL,,5.239,277+73,27663.25,40002263,ml-ext,U22.45,22.45,37.23,D1748.38,1775.34,1748.38,0.219,10,N,0.48,0.45,291,,,N,2259,2258,3136,20,2250,2247,3121,35.0762068,-119.3192314,561.1,,
MFL,,5.242,277+88,27677.42,40002264,ml-ext,D23.06,36.62,23.06,D1734.21,1789.51,1734.21,0.219,10,N,0.54,0.47,4,,,N,2257,2256,3133,20,2246,2241,3113,35.0762065,-119.3191843,561.7,,
MFL,560,5.246,278+11,27700.48,,WELD,,,,,,,0.219,,,,,,59.37,,,,,,,,,,35.0762056,-119.3191076,562.3,,
MFL,,5.252,278+39,27728.84,40002265,ml-ext,U28.36,28.36,31.01,D1682.79,1840.93,1682.79,0.219,10,N,0.72,0.93,82,,,N,2251,2248,3122,20,2232,2224,3090,35.0762045,-119.3190132,562.3,,
MFL,,5.252,278+39,27729.05,40002266,ml-ext,U28.57,28.57,30.80,D1682.58,1841.14,1682.58,0.219,10,N,0.49,0.35,92,,,N,2259,2258,3135,20,2250,2246,3119,35.0762045,-119.3190125,562.3,,
MFL,,5.254,278+49,27739.02,40002267,ml-ext,D20.83,38.53,20.83,D1672.61,1851.11,1672.61,0.219,11,N,0.52,0.51,98,,,N,2257,2256,3133,21,2247,2242,3114,35.0762041,-119.3189793,562.3,,
MFL,,5.254,278+49,27739.32,40002268,ml-ext,D20.53,38.84,20.53,D1672.31,1851.41,1672.31,0.219,14,N,0.66,0.55,33,,,N,2247,2243,3115,24,2230,2221,3085,35.0762041,-119.3189783,562.3,,
MFL,,5.254,278+50,27739.46,40002269,ml-ext,D20.39,38.97,20.39,D1672.17,1851.54,1672.17,0.219,19,N,0.90,0.99,93,,,N,2220,2210,3070,29,2188,2169,3013,35.0762041,-119.3189779,562.3,,
MFL,,5.254,278+50,27739.77,40002270,ml-ext,D20.08,39.29,20.08,D1671.86,1851.86,1671.86,0.219,11,N,0.56,0.80,113,,,N,2255,2253,3129,21,2243,2238,3108,35.0762040,-119.3189768,562.3,,
MFL,,5.254,278+50,27740.07,40002271,ml-ext,D19.78,39.59,19.78,D1671.56,1852.16,1671.56,0.219,16,N,0.93,0.68,128,,,N,2227,2219,3081,26,2195,2179,3026,35.0762040,-119.3189758,562.3,,
MFL,,5.254,278+51,27740.50,40002272,ml-ext,D19.35,40.02,19.35,D1671.13,1852.59,1671.13,0.219,23,N,0.98,0.74,108,,,N,2200,2185,3035,33,2161,2134,2964,35.0762040,-119.3189744,562.4,,
MFL,,5.254,278+51,27740.85,40002273,ml-ext,D19.00,40.37,19.00,D1670.78,1852.94,1670.78,0.219,10,N,0.87,1.53,113,,,N,2245,2240,3112,20,2219,2209,3067,35.0762040,-119.3189732,562.4,,
MFL,,5.254,278+51,27740.90,40002274,ml-ext,D18.95,40.42,18.95,D1670.73,1852.99,1670.73,0.219,12,N,0.61,0.46,73,,,N,2253,2250,3125,22,2238,2232,3100,35.0762040,-119.3189730,562.4,,
MFL,,5.254,278+51,27741.33,40002275,ml-ext,D18.52,40.85,18.52,D1670.30,1853.42,1670.30,0.219,11,N,0.86,0.53,78,,,N,2242,2237,3107,21,2216,2204,3062,35.0762040,-119.3189716,562.4,,
MFL,,5.257,278+67,27756.74,40002276,ml-ext,D3.11,56.26,3.11,D1654.89,1868.83,1654.89,0.219,11,N,0.76,0.49,65,,,N,2248,2245,3118,21,2227,2219,3082,35.0762036,-119.3189203,562.4,,
MFL,561,5.258,278+70,27759.85,,WELD,,,,,,,0.219,,,,,,59.69,,,,,,,,,,35.0762036,-119.3189100,562.4,,
MFL,,5.258,278+70,27759.92,40002277,ml-ext,U0.07,0.07,59.62,D1651.71,1872.01,1651.71,0.219,28,N,0.81,1.67,46,,,N,2202,2186,3036,38,2169,2142,2976,35.0762036,-119.3189098,562.4,,
MFL,,5.258,278+70,27760.16,40002278,ml-ext,U0.31,0.31,59.38,D1651.47,1872.25,1651.47,0.219,14,N,1.48,2.39,66,,,N,2199,2218,3080,24,2140,2151,2987,35.0762035,-119.3189090,562.4,,
MFL,,5.263,278+99,27789.01,40002279,ml-ext,U29.16,29.16,30.53,D1622.62,1901.09,1622.62,0.219,14,N,1.93,1.02,72,,,N,2173,2206,3064,24,2093,2117,2940,35.0762031,-119.3188129,562.6,,
MFL,,5.265,279+07,27797.05,40002280,ml-ext,D22.48,37.21,22.48,D1614.58,1909.14,1614.58,0.219,10,N,0.53,0.67,62,,,N,2258,2256,3133,20,2247,2242,3114,35.0762030,-119.3187862,562.6,,
MFL,,5.265,279+07,27797.29,40002281,ml-ext,D22.25,37.44,22.25,D1614.34,1909.38,1614.34,0.219,10,N,0.78,0.79,42,,,N,2249,2245,3118,20,2227,2218,3081,35.0762030,-119.3187854,562.6,,
MFL,,5.265,279+07,27797.32,40002282,ml-ext,D22.22,37.47,22.22,D1614.31,1909.41,1614.31,0.219,10,N,0.55,0.79,82,,,N,2257,2255,3132,20,2245,2241,3112,35.0762030,-119.3187853,562.6,,
MFL,,5.265,279+08,27797.61,40002283,ml-ext,D21.93,37.76,21.93,D1614.02,1909.70,1614.02,0.219,12,N,0.39,0.33,72,,,N,2261,2259,3138,22,2254,2251,3127,35.0762030,-119.3187843,562.6,,
MFL,,5.267,279+20,27809.94,40002284,ml-int,D9.60,50.09,9.60,D1601.69,1922.03,1601.69,0.219,10,N,0.68,0.59,128,,,N,2253,2250,3125,20,2236,2229,3095,35.0762030,-119.3187433,562.5,,
MFL,,5.267,279+22,27811.90,40002285,ml-ext,D7.64,52.05,7.64,D1599.73,1923.98,1599.73,0.219,10,N,0.58,0.56,53,,,N,2256,2254,3130,20,2243,2238,3108,35.0762029,-119.3187368,562.5,,
MFL,,5.267,279+22,27812.05,40002286,ml-ext,D7.49,52.20,7.49,D1599.58,1924.14,1599.58,0.219,14,N,0.62,0.62,168,,,N,2249,2246,3119,24,2234,2226,3092,35.0762029,-119.3187362,562.4,,
MFL,,5.267,279+22,27812.16,40002287,ml-ext,D7.37,52.31,7.37,D1599.47,1924.25,1599.47,0.219,10,N,0.37,0.33,68,,,N,2262,2261,3141,20,2257,2254,3131,35.0762029,-119.3187359,562.4,,
MFL,,5.268,279+23,27812.60,40002288,ml-int,D6.93,52.75,6.93,D1599.03,1924.69,1599.03,0.219,10,N,1.33,0.76,133,,,N,2224,2216,3078,20,2175,2156,2994,35.0762029,-119.3187344,562.4,,
MFL,,5.268,279+23,27812.72,40002289,ml-ext,D6.82,52.87,6.82,D1598.91,1924.81,1598.91,0.219,12,N,0.50,0.58,73,,,N,2257,2255,3132,22,2246,2242,3114,35.0762029,-119.3187340,562.4,,
MFL,,5.268,279+24,27813.71,40002290,ml-ext,D5.83,53.86,5.83,D1597.92,1925.80,1597.92,0.219,11,N,1.12,0.88,63,,,N,2231,2224,3089,21,2192,2176,3022,35.0762029,-119.3187307,562.4,,
MFL,562,5.269,279+30,27819.54,,WELD,,,,,,,0.219,,,,,,59.50,,,,,,,,,,35.0762029,-119.3187113,562.2,,
MFL,,5.269,279+31,27820.80,40002291,ml-ext,U1.26,1.26,58.23,D1590.83,1932.89,1590.83,0.219,11,N,0.99,1.17,272,,,N,2237,2231,3099,21,2205,2191,3044,35.0762029,-119.3187071,562.1,,
MFL,,5.269,279+32,27821.55,40002292,ml-ext,U2.01,2.01,57.48,D1590.08,1933.64,1590.08,0.219,18,N,0.83,1.01,282,,,N,2228,2220,3084,28,2201,2185,3035,35.0762029,-119.3187046,562.1,,
MFL,,5.269,279+32,27821.94,40002293,ml-ext,U2.40,2.40,57.10,D1589.69,1934.02,1589.69,0.219,28,N,0.72,1.16,347,,,N,2212,2199,3055,38,2185,2163,3004,35.0762029,-119.3187034,562.1,,
MFL,,5.269,279+32,27821.95,40002294,ml-ext,U2.42,2.42,57.08,D1589.68,1934.04,1589.68,0.219,24,N,0.89,0.96,52,,,N,2204,2189,3041,34,2169,2144,2977,35.0762029,-119.3187033,562.1,,
MFL,,5.269,279+33,27822.57,40002295,ml-ext,U3.04,3.04,56.46,D1589.06,1934.66,1589.06,0.219,10,N,0.57,0.39,41,,,N,2256,2254,3130,20,2243,2238,3109,35.0762029,-119.3187012,562.1,,
MFL,,5.269,279+33,27822.81,40002296,ml-ext,U3.27,3.27,56.22,D1588.82,1934.90,1588.82,0.219,10,N,0.40,0.44,36,,,N,2261,2260,3139,20,2255,2252,3128,35.0762029,-119.3187005,562.0,,
MFL,,5.270,279+34,27823.67,40002297,ml-ext,U4.13,4.13,55.37,D1587.96,1935.75,1587.96,0.219,13,N,0.66,0.48,336,,,N,2249,2245,3118,23,2232,2224,3089,35.0762029,-119.3186976,562.0,,
MFL,,5.270,279+36,27826.14,40002298,ml-ext,U6.61,6.61,52.89,D1585.49,1938.23,1585.49,0.219,12,N,0.62,0.64,51,,,N,2252,2249,3124,22,2237,2230,3097,35.0762029,-119.3186894,561.9,,
MFL,,5.270,279+37,27826.50,40002299,ml-ext,U6.96,6.96,52.53,D1585.13,1938.59,1585.13,0.219,10,N,1.46,1.95,221,,,N,2219,2209,3068,20,2163,2141,2974,35.0762029,-119.3186882,561.9,,
MFL,,5.270,279+37,27826.93,40002300,ml-ext,U7.39,7.39,52.11,D1584.70,1939.01,1584.70,0.219,10,N,0.66,0.53,231,,,N,2253,2251,3126,20,2237,2231,3098,35.0762029,-119.3186868,561.9,,
MFL,,5.270,279+37,27827.08,40002301,ml-ext,U7.54,7.54,51.95,D1584.55,1939.17,1584.55,0.219,10,N,0.39,0.36,196,,,N,2262,2261,3140,20,2256,2253,3129,35.0762029,-119.3186862,561.9,,
MFL,,5.270,279+38,27827.46,40002302,ml-ext,U7.92,7.92,51.57,D1584.17,1939.55,1584.17,0.219,11,N,0.55,0.64,206,,,N,2256,2254,3131,21,2245,2240,3111,35.0762029,-119.3186850,561.9,,
MFL,,5.270,279+38,27827.94,10000103,Sleeve Begin,U8.41,8.41,51.09,D1583.68,1940.03,1583.68,0.219,,,,,,,,,,,,,,,,35.0762029,-119.3186700,561.8,,
MFL,,5.272,279+46,27836.00,10000103,Sleeve End  ,U16.46,16.46,43.03,D1575.63,1948.09,1575.63,0.219,,,,,,,,,,,,,,,,35.0762029,-119.3186700,561.8,,
MFL,,5.272,279+49,27838.70,10000104,Sleeve Begin,U19.17,19.17,40.33,D1572.93,1950.79,1572.93,0.219,,,,,,,,,,,,,,,,35.0762029,-119.3186459,561.6,,
MFL,,5.273,279+50,27839.72,10000104,Sleeve End  ,U20.18,20.18,39.31,D1571.91,1951.80,1571.91,0.219,,,,,,,,,,,,,,,,35.0762029,-119.3186459,561.6,,
MFL,,5.274,279+55,27844.70,40002303,ml-ext,U25.16,25.16,34.33,D1566.93,1956.79,1566.93,0.219,15,N,0.45,0.36,289,,,N,2257,2254,3131,25,2248,2243,3116,35.0762029,-119.3186276,561.5,,
MFL,,5.274,279+56,27845.64,40002304,ml-ext,U26.10,26.10,33.39,D1565.99,1957.73,1565.99,0.219,13,N,0.96,0.85,124,,,N,2232,2224,3090,23,2199,2185,3034,35.0762029,-119.3186245,561.5,,
MFL,,5.274,279+58,27848.30,10000105,Sleeve Begin,U28.77,28.77,30.73,D1563.33,1960.39,1563.33,0.219,,,,,,,,,,,,,,,,35.0762030,-119.3186005,561.4,,
MFL,,5.276,279+67,27857.40,10000105,Sleeve End  ,D21.64,37.86,21.64,D1554.23,1969.48,1554.23,0.219,,,,,,,,,,,,,,,,35.0762030,-119.3186005,561.4,,
MFL,,5.277,279+71,27860.86,40002305,ml-ext,D18.17,41.33,18.17,D1550.77,1972.95,1550.77,0.219,10,N,0.92,0.98,186,,,N,2243,2238,3108,20,2214,2203,3059,35.0762030,-119.3185738,561.3,,
MFL,,5.277,279+71,27861.35,10000106,u/s marker band,D17.68,41.81,17.68,D1550.28,1973.44,1550.28,0.219,,,,,,,,,,,,,,,,35.0762031,-119.3185440,561.2,,
MFL,,5.277,279+72,27862.00,40002306,ml-ext - between marker bands,D17.03,42.47,17.03,D1549.63,1974.09,1549.63,0.219,11,N,0.67,0.58,301,,,N,2252,2249,3123,21,2235,2228,3094,35.0762030,-119.3185700,561.3,,
MFL,,5.277,279+75,27864.56,10000107,Sleeve Begin,D14.47,45.03,14.47,D1547.07,1976.65,1547.07,0.219,,,,,,,,,,,,,,,,35.0762031,-119.3185556,561.2,,
MFL,,5.278,279+78,27868.13,10000107,Sleeve End  ,D10.90,48.60,10.90,D1543.50,1980.22,1543.50,0.219,,,,,,,,,,,,,,,,35.0762031,-119.3185556,561.2,,
MFL,,5.278,279+79,27868.61,40002307,ml-ext - between marker bands,D10.42,49.07,10.42,D1543.02,1980.70,1543.02,0.219,10,N,0.80,0.98,180,,,N,2248,2244,3117,20,2225,2216,3078,35.0762031,-119.3185480,561.2,,
MFL,,5.278,279+79,27869.14,40002308,ml-ext - between marker bands,D9.89,49.61,9.89,D1542.49,1981.23,1542.49,0.219,12,N,0.69,0.87,230,,,N,2250,2246,3120,22,2231,2224,3088,35.0762031,-119.3185462,561.2,,
MFL,,5.278,279+80,27869.66,40002309,ml-ext - between marker bands,D9.37,50.12,9.37,D1541.97,1981.75,1541.97,0.219,14,N,1.27,0.94,240,,,N,2209,2214,3075,24,2161,2156,2995,35.0762031,-119.3185445,561.2,,
MFL,,5.278,279+80,27870.14,40002310,ml-ext - between marker bands,D8.89,50.61,8.89,D1541.49,1982.23,1541.49,0.219,15,N,2.91,1.33,5,,,N,2121,2189,3041,25,2009,2065,2868,35.0762031,-119.3185429,561.2,,
MFL,,5.279,279+81,27870.55,40002311,ml-ext - between marker bands,D8.48,51.01,8.48,D1541.08,1982.64,1541.08,0.219,13,N,0.62,0.47,330,,,N,2250,2247,3120,23,2235,2227,3093,35.0762031,-119.3185416,561.2,,
MFL,,5.279,279+81,27870.87,40002312,ml-ext - between marker bands,D8.16,51.34,8.16,D1540.76,1982.96,1540.76,0.219,12,N,0.77,0.48,345,,,N,2244,2240,3111,22,2222,2212,3072,35.0762031,-119.3185405,561.2,,
MFL,,5.279,279+81,27871.19,40002313,ml-ext - between marker bands,D7.84,51.65,7.84,D1540.44,1983.28,1540.44,0.219,10,N,0.82,0.55,270,,,N,2247,2243,3115,20,2224,2214,3075,35.0762031,-119.3185394,561.2,,
MFL,,5.279,279+82,27871.55,40002314,ml-ext - between marker bands,D7.48,52.01,7.48,D1540.08,1983.64,1540.08,0.219,14,N,0.85,0.57,275,,,N,2237,2231,3099,24,2210,2198,3053,35.0762031,-119.3185382,561.2,,
MFL,,5.279,279+82,27872.11,40002315,ml-ext - between marker bands,D6.92,52.57,6.92,D1539.52,1984.20,1539.52,0.219,10,N,0.85,0.82,260,,,N,2246,2242,3114,20,2221,2211,3071,35.0762031,-119.3185364,561.2,,
MFL,,5.279,279+83,27872.59,40002317,ml-ext - between marker bands,D6.44,53.06,6.44,D1539.04,1984.68,1539.04,0.219,10,N,0.80,1.13,220,,,N,2248,2244,3117,20,2225,2216,3078,35.0762031,-119.3185348,561.2,,
MFL,,5.279,279+83,27872.59,40002316,ml-ext - between marker bands,D6.44,53.06,6.44,D1539.04,1984.68,1539.04,0.219,14,N,3.04,0.74,300,,,N,2120,2151,2988,24,2006,2019,2805,35.0762031,-119.3185348,561.2,,
MFL,,5.279,279+83,27873.41,40002318,ml-ext - between marker bands,D5.62,53.87,5.62,D1538.22,1985.50,1538.22,0.219,10,N,0.47,0.43,255,,,N,2260,2258,3136,20,2251,2247,3121,35.0762031,-119.3185320,561.1,,
MFL,,5.279,279+84,27873.64,40002319,ml-ext - between marker bands,D5.40,54.10,5.40,D1537.99,1985.72,1537.99,0.219,10,N,0.79,0.87,75,,,N,2248,2245,3117,20,2226,2217,3080,35.0762031,-119.3185313,561.1,,
MFL,,5.279,279+84,27874.25,40002320,ml-ext - between marker bands,D4.78,54.71,4.78,D1537.38,1986.34,1537.38,0.219,10,N,0.90,0.63,75,,,N,2243,2239,3110,20,2216,2205,3062,35.0762031,-119.3185293,561.1,,
MFL,,5.279,279+84,27874.49,40002321,ml-ext - between marker bands,D4.54,54.96,4.54,D1537.14,1986.58,1537.14,0.219,12,N,0.69,0.60,60,,,N,2249,2246,3119,22,2231,2223,3088,35.0762031,-119.3185284,561.1,,
MFL,,5.279,279+85,27874.74,40002322,ml-ext - between marker bands,D4.29,55.21,4.29,D1536.89,1986.83,1536.89,0.219,12,N,0.48,0.39,69,,,N,2258,2256,3133,22,2248,2244,3117,35.0762031,-119.3185276,561.1,,
MFL,,5.279,279+85,27875.06,40002323,ml-ext - between marker bands,D3.97,55.53,3.97,D1536.56,1987.15,1536.56,0.219,14,N,0.55,0.34,69,,,N,2253,2250,3125,24,2240,2234,3103,35.0762031,-119.3185265,561.1,,
MFL,,5.279,279+85,27875.43,40002324,ml-ext - between marker bands,D3.60,55.90,3.60,D1536.20,1987.52,1536.20,0.219,10,N,0.53,0.47,69,,,N,2257,2255,3132,20,2246,2242,3113,35.0762031,-119.3185253,561.1,,
MFL,,5.280,279+86,27875.96,40002325,ml-ext - between marker bands,D3.07,56.42,3.07,D1535.67,1988.05,1535.67,0.219,12,N,0.45,0.33,69,,,N,2259,2257,3135,22,2251,2247,3121,35.0762031,-119.3185236,561.1,,
