Tool,"Weld
Number","Approx.
Milepost
(miles)","Approx. 
Map Station 
(ft)","Odometer
(ft)","Feature
Number",Feature Description,"Distance to
Nearest
Weld
(ft)","Distance
to
Upstream
Weld
(ft)","Distance
to
Down-
Stream
Weld
(ft)","Distance
to
Nearest
AGM
(ft)","Distance
to
Upstream
AGM
(ft)","Distance
to Down-
Stream
AGM
(ft)","WT
(in)","Max
Depth
(%)","Seam Weld
Interaction","Length
(in)","Width
(in)","Orient
(deg)","Pipe
Length
(ft)","Long
Seam
Orient
(deg)",Adjacent to Long Seam,"0.85DL 
B31.G 
Safe MAOP 
Rating 
(psig)","Eff. Area 
Safe MAOP 
Rating 
(psig)","Eff. Area 
Burst Press. 
Rating 
(psig)","Max
Depth w/ Tolerance 
(%)","0.85DL
B31.G
Safe MAOP
Rating w/
Tolerance
(psig)","Eff. Area
Safe MAOP
Rating w/
Tolerance
(psig)","Eff. Area
Burst Press.
Rating w/
Tolerance
(psig)","Latitude 
NAD83","Longitude 
NAD83","Elevation 
Above Sea Level 
(ft) NAVD88",Comments/Rationale,Multiple Apex Dent
MFL,,5.019,266+12,26500.37,40002128,ml-ext,D14.33,44.51,14.33,U612.46,612.46,2911.26,0.219,12,N,0.63,0.52,45,,,N,2251,2248,3123,22,2236,2229,3096,35.0762187,-119.3231009,558.5,,
MFL,,5.019,266+12,26500.81,40002129,ml-ext,D13.89,44.95,13.89,U612.90,612.90,2910.82,0.219,10,N,1.20,0.99,95,,,N,2230,2223,3088,20,2188,2171,3015,35.0762186,-119.3230994,558.5,,
MFL,,5.019,266+13,26501.28,40002130,ml-ext,D13.42,45.42,13.42,U613.37,613.37,2910.35,0.219,10,N,0.46,0.41,50,,,N,2260,2259,3137,20,2252,2248,3123,35.0762186,-119.3230978,558.5,,
MFL,,5.019,266+13,26501.45,40002131,ml-ext,D13.25,45.59,13.25,U613.54,613.54,2910.18,0.219,13,N,0.48,0.39,55,,,N,2257,2255,3132,23,2248,2243,3116,35.0762186,-119.3230973,558.5,,
MFL,,5.020,266+15,26504.02,40002132,ml-ext,D10.68,48.16,10.68,U616.11,616.11,2907.61,0.219,11,N,0.49,0.46,165,,,N,2258,2256,3133,21,2248,2244,3117,35.0762185,-119.3230887,558.5,,
MFL,,5.020,266+16,26504.09,40002133,ml-ext,D10.61,48.23,10.61,U616.18,616.18,2907.54,0.219,14,N,0.59,0.41,250,,,N,2251,2247,3121,24,2236,2229,3096,35.0762185,-119.3230885,558.5,,
MFL,,5.020,266+16,26504.40,40002134,ml-ext,D10.30,48.53,10.30,U616.48,616.48,2907.23,0.219,18,N,0.68,0.74,250,,,N,2240,2234,3103,28,2220,2209,3067,35.0762185,-119.3230875,558.5,,
MFL,540,5.022,266+26,26514.70,,WELD,,,,,,,0.219,,,,,,58.52,,,,,,,,,,35.0762179,-119.3230532,558.5,,
MFL,,5.023,266+32,26520.61,40002135,ml-int,U5.91,5.91,52.61,U632.70,632.70,2891.02,0.219,10,N,0.58,0.49,134,,,N,2256,2254,3130,20,2243,2238,3108,35.0762176,-119.3230335,558.5,,
MFL,,5.028,266+57,26545.61,40002136,ml-int,D27.61,30.92,27.61,U657.70,657.70,2866.02,0.219,10,N,0.49,0.40,132,,,N,2259,2257,3135,20,2250,2246,3119,35.0762160,-119.3229503,558.8,,
MFL,,5.030,266+68,26556.64,40002137,ml-int,D16.58,41.94,16.58,U668.73,668.73,2854.99,0.219,10,N,0.72,0.47,132,,,N,2251,2248,3122,20,2232,2224,3089,35.0762153,-119.3229136,558.9,,
MFL,541,5.033,266+85,26573.22,,WELD,,,,,,,0.219,,,,,,58.95,,,,,,,,,,35.0762144,-119.3228585,559.4,,
MFL,,5.036,267+04,26592.29,40002138,ml-ext,U19.06,19.06,39.89,U704.37,704.37,2819.34,0.219,10,N,0.78,0.51,186,,,N,2248,2245,3118,20,2226,2218,3080,35.0762134,-119.3227950,559.9,,
MFL,,5.038,267+10,26598.98,40002139,ml-ext,U25.76,25.76,33.19,U711.07,711.07,2812.65,0.219,14,N,0.35,0.35,224,,,N,2261,2260,3138,24,2255,2253,3129,35.0762131,-119.3227728,560.0,,
MFL,,5.039,267+19,26607.75,40002140,ml-ext,D24.42,34.53,24.42,U719.84,719.84,2803.88,0.219,10,N,0.57,0.49,63,,,N,2257,2255,3131,20,2244,2239,3110,35.0762129,-119.3227436,560.2,,
MFL,,5.040,267+20,26609.04,40002141,ml-ext,D23.13,35.82,23.13,U721.13,721.13,2802.59,0.219,10,N,0.67,0.58,213,,,N,2253,2250,3125,20,2236,2230,3097,35.0762129,-119.3227393,560.2,,
MFL,542,5.044,267+43,26632.17,,WELD,,,,,,,0.219,,,,,,59.31,,,,,,,,,,35.0762127,-119.3226623,561.0,,
MFL,,5.050,267+73,26661.69,40002142,ml-ext,U29.52,29.52,29.79,U773.78,773.78,2749.94,0.219,10,N,0.66,1.70,156,,,N,2253,2250,3126,20,2237,2230,3097,35.0762125,-119.3225642,562.5,,
MFL,,5.050,267+74,26662.63,40002143,ml-ext,D28.85,30.45,28.85,U774.72,774.72,2749.00,0.219,15,N,0.49,0.33,51,,,N,2255,2253,3129,25,2245,2240,3111,35.0762126,-119.3225611,562.6,,
MFL,,5.050,267+74,26662.89,40002144,ml-ext,D28.60,30.71,28.60,U774.97,774.97,2748.74,0.219,19,N,1.17,1.92,141,,,N,2195,2196,3050,29,2147,2139,2971,35.0762126,-119.3225603,562.6,,
MFL,,5.050,267+75,26663.28,40002145,ml-ext,D28.20,31.10,28.20,U775.37,775.37,2748.35,0.219,11,N,0.52,0.72,156,,,N,2257,2255,3132,21,2246,2242,3114,35.0762126,-119.3225590,562.6,,
MFL,,5.050,267+75,26663.48,40002146,ml-ext,D28.00,31.30,28.00,U775.57,775.57,2748.15,0.219,13,N,2.73,1.89,126,,,N,2144,2180,3028,23,2039,2059,2860,35.0762126,-119.3225583,562.6,,
MFL,,5.050,267+75,26664.17,40002147,ml-ext,D27.31,32.00,27.31,U776.26,776.26,2747.46,0.219,10,N,0.70,0.63,161,,,N,2252,2249,3123,20,2233,2226,3092,35.0762126,-119.3225560,562.7,,
MFL,,5.050,267+76,26665.06,40002148,ml-ext,D26.42,32.88,26.42,U777.15,777.15,2746.57,0.219,13,N,0.54,0.79,26,,,N,2254,2252,3127,23,2242,2237,3106,35.0762126,-119.3225530,562.7,,
MFL,,5.051,267+81,26669.38,40002149,ml-ext,D22.10,37.21,22.10,U781.47,781.47,2742.25,0.219,13,N,0.51,0.44,57,,,N,2256,2253,3130,23,2245,2240,3111,35.0762126,-119.3225387,562.9,,
MFL,,5.052,267+83,26672.08,40002150,ml-ext,D19.40,39.91,19.40,U784.17,784.17,2739.55,0.219,20,N,0.55,0.60,292,,,N,2245,2240,3112,30,2231,2222,3086,35.0762127,-119.3225297,563.1,,
MFL,,5.052,267+84,26672.72,40002151,ml-ext,D18.76,40.55,18.76,U784.81,784.81,2738.90,0.219,12,N,0.72,0.50,292,,,N,2247,2243,3116,22,2227,2219,3081,35.0762127,-119.3225276,563.1,,
MFL,,5.052,267+86,26674.68,40002152,ml-ext,D16.80,42.51,16.80,U786.77,786.77,2736.95,0.219,15,N,0.53,0.39,48,,,N,2253,2250,3125,25,2241,2235,3104,35.0762127,-119.3225211,563.2,,
MFL,,5.052,267+88,26677.16,40002153,ml-ext,D14.32,44.98,14.32,U789.25,789.25,2734.47,0.219,11,N,0.53,0.37,3,,,N,2257,2255,3132,21,2246,2242,3113,35.0762127,-119.3225128,563.4,,
MFL,,5.053,267+89,26677.83,40002154,ml-ext,D13.66,45.65,13.66,U789.91,789.91,2733.80,0.219,10,N,0.51,0.48,273,,,N,2258,2257,3134,20,2248,2244,3117,35.0762127,-119.3225106,563.4,,
MFL,,5.053,267+89,26677.84,40002155,ml-ext,D13.65,45.66,13.65,U789.92,789.92,2733.79,0.219,11,N,0.54,0.33,13,,,N,2257,2255,3132,21,2246,2241,3112,35.0762127,-119.3225106,563.4,,
MFL,,5.053,267+89,26678.21,40002156,ml-ext,D13.27,46.04,13.27,U790.30,790.30,2733.42,0.219,14,N,0.56,0.82,13,,,N,2253,2250,3125,24,2240,2233,3102,35.0762127,-119.3225093,563.4,,
MFL,,5.053,267+93,26682.08,40002157,ml-ext,D9.40,49.91,9.40,U794.17,794.17,2729.55,0.219,10,N,0.44,0.59,279,,,N,2260,2259,3137,20,2252,2249,3124,35.0762127,-119.3224965,563.6,,
MFL,543,5.055,268+03,26691.48,,WELD,,,,,,,0.219,,,,,,59.50,,,,,,,,,,35.0762127,-119.3224652,564.1,,
MFL,,5.066,268+59,26747.51,40002158,ml-int,D3.48,56.03,3.48,U859.60,859.60,2664.12,0.219,10,N,0.36,0.39,78,,,N,2263,2262,3141,20,2257,2255,3132,35.0762119,-119.3222788,565.9,,
MFL,544,5.066,268+62,26750.99,,WELD,,,,,,,0.219,,,,,,59.30,,,,,,,,,,35.0762119,-119.3222673,566.0,,
MFL,545,5.078,269+21,26810.28,,WELD,,,,,,,0.219,,,,,,59.44,,,,,,,,,,35.0762110,-119.3220699,566.3,,
MFL,546,5.089,269+81,26869.72,,WELD,,,,,,,0.219,,,,,,59.49,,,,,,,,,,35.0762105,-119.3218721,565.8,,
MFL,547,5.100,270+40,26929.21,,WELD,,,,,,,0.219,,,,,,59.22,,,,,,,,,,35.0762093,-119.3216742,563.8,,
MFL,548,5.111,270+99,26988.43,,WELD,,,,,,,0.219,,,,,,59.21,,,,,,,,,,35.0762095,-119.3214771,563.7,,
MFL,,5.115,271+18,27007.12,40002159,ml-ext,U18.68,18.68,40.53,U1119.20,1119.20,2404.51,0.219,13,N,0.56,0.47,205,,,N,2253,2250,3125,23,2240,2234,3103,35.0762101,-119.3214149,564.2,,
MFL,,5.121,271+52,27041.21,10000099,Sleeve Begin,D6.43,52.78,6.43,U1153.30,1153.30,2370.42,0.219,,,,,,,,,,,,,,,,35.0762107,-119.3212787,564.6,,
MFL,549,5.123,271+59,27047.64,,WELD,,,,,,,0.219,,,,,,59.42,,,,,,,,,,35.0762107,-119.3212800,564.6,,
MFL,,5.124,271+66,27054.88,10000099,Sleeve End  ,U7.24,7.24,52.18,U1166.97,1166.97,2356.75,0.219,,,,,,,,,,,,,,,,35.0762107,-119.3212787,564.6,,
MFL,,5.124,271+66,27055.28,40002160,ml-ext,U7.63,7.63,51.79,U1167.37,1167.37,2356.35,0.219,11,N,0.49,0.56,82,,,N,2258,2257,3134,21,2249,2245,3117,35.0762107,-119.3212546,564.8,,
MFL,,5.124,271+66,27055.51,40002161,ml-ext,U7.87,7.87,51.55,U1167.60,1167.60,2356.12,0.219,24,N,2.07,0.67,172,,,N,2081,2167,3010,34,1985,2066,2870,35.0762107,-119.3212539,564.8,,
MFL,,5.124,271+66,27055.55,40002162,ml-ext,U7.91,7.91,51.51,U1167.64,1167.64,2356.08,0.219,10,N,0.65,1.09,92,,,N,2254,2251,3127,20,2238,2232,3100,35.0762107,-119.3212537,564.8,,
MFL,,5.124,271+67,27055.88,40002163,ml-ext,U8.24,8.24,51.18,U1167.97,1167.97,2355.75,0.219,10,N,0.69,1.34,177,,,N,2252,2249,3124,20,2234,2227,3094,35.0762107,-119.3212526,564.8,,
MFL,,5.124,271+67,27056.02,40002164,ml-ext,U8.38,8.38,51.04,U1168.11,1168.11,2355.61,0.219,15,N,0.65,0.40,177,,,N,2246,2242,3114,25,2229,2221,3084,35.0762108,-119.3212522,564.8,,
MFL,,5.124,271+67,27056.20,40002165,ml-ext,U8.55,8.55,50.87,U1168.29,1168.29,2355.43,0.219,10,N,1.07,0.81,107,,,N,2236,2230,3098,20,2200,2186,3036,35.0762108,-119.3212516,564.8,,
MFL,,5.125,271+70,27058.77,40002166,ml-ext,U11.13,11.13,48.29,U1170.86,1170.86,2352.86,0.219,10,N,0.73,0.50,292,,,N,2250,2247,3121,20,2231,2223,3088,35.0762108,-119.3212430,564.9,,
MFL,,5.125,271+70,27058.82,40002167,ml-ext,U11.18,11.18,48.24,U1170.91,1170.91,2352.81,0.219,17,N,0.39,0.48,42,,,N,2258,2256,3133,27,2251,2247,3121,35.0762108,-119.3212428,564.9,,
MFL,,5.125,271+70,27059.09,40002168,ml-ext,U11.44,11.44,47.98,U1171.18,1171.18,2352.54,0.219,11,N,1.39,1.66,2,,,N,2215,2217,3079,21,2161,2153,2991,35.0762108,-119.3212420,564.9,,
MFL,,5.125,271+70,27059.16,40002169,ml-ext,U11.51,11.51,47.91,U1171.25,1171.25,2352.47,0.219,10,N,0.82,0.68,42,,,N,2247,2243,3115,20,2223,2214,3075,35.0762108,-119.3212417,564.9,,
MFL,,5.125,271+70,27059.42,40002170,ml-ext,U11.78,11.78,47.64,U1171.51,1171.51,2352.21,0.219,10,N,2.39,1.30,72,,,N,2184,2210,3070,20,2092,2104,2923,35.0762108,-119.3212409,564.9,,
MFL,,5.125,271+70,27059.64,40002171,ml-ext,U12.00,12.00,47.42,U1171.73,1171.73,2351.99,0.219,10,N,0.31,0.34,77,,,N,2264,2263,3143,20,2260,2258,3137,35.0762108,-119.3212401,564.9,,
MFL,,5.125,271+71,27059.87,40002172,ml-ext,U12.23,12.23,47.19,U1171.96,1171.96,2351.76,0.219,10,N,0.48,0.55,67,,,N,2259,2258,3136,20,2250,2247,3121,35.0762108,-119.3212393,565.0,,
MFL,,5.125,271+71,27059.93,40002173,ml-ext,U12.29,12.29,47.14,U1172.02,1172.02,2351.70,0.219,10,N,0.63,0.73,97,,,N,2254,2252,3128,20,2240,2234,3102,35.0762108,-119.3212392,565.0,,
MFL,,5.131,272+05,27094.13,40002174,ml-ext,D12.93,46.49,12.93,U1206.22,1206.22,2317.50,0.219,10,N,0.65,0.94,185,,,N,2253,2251,3126,20,2237,2231,3099,35.0762109,-119.3211253,565.5,,
MFL,,5.132,272+09,27098.37,40002175,ml-ext,D8.69,50.73,8.69,U1210.46,1210.46,2313.26,0.219,14,N,0.57,0.41,4,,,N,2252,2249,3123,24,2238,2231,3099,35.0762110,-119.3211112,565.5,,
MFL,,5.132,272+09,27098.42,40002176,ml-ext,D8.65,50.78,8.65,U1210.51,1210.51,2313.21,0.219,11,N,0.52,0.33,44,,,N,2257,2255,3132,21,2246,2242,3114,35.0762110,-119.3211111,565.5,,
MFL,,5.132,272+10,27099.59,40002177,ml-ext,D7.48,51.95,7.48,U1211.68,1211.68,2312.04,0.219,10,N,0.58,0.74,19,,,N,2256,2254,3131,20,2243,2238,3108,35.0762110,-119.3211072,565.5,,
MFL,,5.133,272+11,27099.72,40002178,ml-ext,D7.35,52.08,7.35,U1211.81,1211.81,2311.91,0.219,10,N,0.76,0.52,124,,,N,2250,2246,3120,20,2229,2221,3085,35.0762110,-119.3211068,565.5,,
MFL,,5.133,272+11,27100.67,40002179,ml-ext,D6.40,53.02,6.40,U1212.76,1212.76,2310.96,0.219,10,N,1.31,1.14,64,,,N,2225,2227,3093,20,2177,2170,3013,35.0762110,-119.3211036,565.5,,
MFL,,5.133,272+12,27100.90,40002180,ml-ext,D6.17,53.25,6.17,U1212.98,1212.98,2310.73,0.219,14,N,0.51,0.47,39,,,N,2255,2252,3128,24,2244,2238,3109,35.0762110,-119.3211028,565.5,,
MFL,,5.133,272+12,27101.37,40002181,ml-ext,D5.70,53.72,5.70,U1213.46,1213.46,2310.26,0.219,10,N,0.61,0.71,64,,,N,2255,2253,3129,20,2241,2235,3105,35.0762110,-119.3211013,565.5,,
MFL,,5.133,272+15,27104.13,10000100,Sleeve Begin,D2.94,56.49,2.94,U1216.22,1216.22,2307.50,0.219,,,,,,,,,,,,,,,,35.0762111,-119.3210811,565.5,,
MFL,550,5.134,272+18,27107.07,,WELD,,,,,,,0.219,,,,,,59.33,,,,,,,,,,35.0762111,-119.3210823,565.5,,
MFL,,5.135,272+22,27110.73,10000100,Sleeve End  ,U3.67,3.67,55.66,U1222.82,1222.82,2300.90,0.219,,,,,,,,,,,,,,,,35.0762111,-119.3210811,565.5,,
MFL,551,5.145,272+77,27166.39,,WELD,,,,,,,0.219,,,,,,59.20,,,,,,,,,,35.0762099,-119.3208849,564.6,,
MFL,,5.146,272+82,27170.99,40002182,ml-ext,U4.60,4.60,54.60,U1283.08,1283.08,2240.64,0.219,14,N,2.86,1.17,105,,,N,2134,2136,2966,24,2025,2006,2786,35.0762098,-119.3208696,564.6,,
MFL,,5.146,272+82,27171.32,40002183,ml-ext,U4.93,4.93,54.27,U1283.41,1283.41,2240.31,0.219,12,N,1.65,1.04,110,,,N,2199,2208,3067,22,2133,2131,2960,35.0762098,-119.3208685,564.6,,
MFL,552,5.156,273+36,27225.59,,WELD,,,,,,,0.219,,,,,,59.34,,,,,,,,,,35.0762084,-119.3206879,565.2,,
MFL,,5.157,273+40,27229.77,10000101,Sleeve Begin,U4.17,4.17,55.16,U1341.85,1341.85,2181.86,0.219,,,,,,,,,,,,,,,,35.0762083,-119.3206688,565.1,,
MFL,,5.158,273+44,27232.86,10000101,Sleeve End  ,U7.26,7.26,52.07,U1344.95,1344.95,2178.77,0.219,,,,,,,,,,,,,,,,35.0762083,-119.3206688,565.1,,
MFL,,5.167,273+91,27280.44,40002184,ml-int,D4.48,54.85,4.48,U1392.53,1392.53,2131.18,0.219,10,N,0.54,0.41,141,,,N,2257,2256,3133,20,2246,2241,3113,35.0762065,-119.3205054,563.3,,
MFL,,5.167,273+93,27282.34,40002185,ml-int,D2.59,56.74,2.59,U1394.42,1394.42,2129.29,0.219,10,N,0.43,0.33,166,,,N,2261,2260,3138,20,2253,2250,3126,35.0762064,-119.3204991,563.2,,
MFL,553,5.168,273+96,27284.93,,WELD,,,,,,,0.219,,,,,,59.45,,,,,,,,,,35.0762064,-119.3204905,563.1,,
MFL,554,5.179,274+55,27344.38,,WELD,,,,,,,0.219,,,,,,58.94,,,,,,,,,,35.0762058,-119.3202926,562.3,,
MFL,555,5.190,275+14,27403.33,,WELD,,,,,,,0.219,,,,,,59.09,,,,,,,,,,35.0762058,-119.3200964,562.2,,
MFL,,5.198,275+55,27444.19,40002186,ml-ext,D18.23,40.86,18.23,U1556.28,1556.28,1967.44,0.219,10,N,0.49,0.46,16,,,N,2259,2257,3135,20,2250,2246,3119,35.0762057,-119.3199604,561.4,,
MFL,,5.198,275+58,27447.97,40002187,ml-ext,D14.44,44.65,14.44,U1560.06,1560.06,1963.65,0.219,10,N,0.37,0.35,305,,,N,2262,2261,3141,20,2257,2254,3131,35.0762057,-119.3199478,561.2,,
MFL,556,5.201,275+73,27462.42,,WELD,,,,,,,0.219,,,,,,59.70,,,,,,,,,,35.0762058,-119.3198998,560.9,,
MFL,,5.202,275+78,27467.84,40002188,ml-ext,U5.42,5.42,54.28,U1579.93,1579.93,1943.79,0.219,11,N,1.62,1.49,304,,,N,2204,2225,3090,21,2140,2152,2989,35.0762058,-119.3198817,560.7,,
MFL,,5.202,275+79,27468.16,40002189,ml-ext,U5.74,5.74,53.96,U1580.25,1580.25,1943.47,0.219,12,N,0.47,0.51,289,,,N,2258,2256,3134,22,2249,2245,3118,35.0762058,-119.3198807,560.7,,
MFL,,5.202,275+79,27468.44,40002190,ml-ext,U6.02,6.02,53.68,U1580.53,1580.53,1943.19,0.219,18,N,1.14,2.05,309,,,N,2200,2204,3060,28,2155,2150,2986,35.0762058,-119.3198797,560.7,,
MFL,,5.202,275+79,27468.73,40002191,ml-ext,U6.31,6.31,53.39,U1580.82,1580.82,1942.90,0.219,10,N,0.62,0.62,304,,,N,2255,2252,3128,20,2240,2234,3103,35.0762058,-119.3198788,560.7,,
MFL,,5.204,275+86,27475.84,40002192,ml-ext,U13.42,13.42,46.28,U1587.93,1587.93,1935.79,0.219,11,N,0.53,0.37,279,,,N,2257,2255,3133,21,2246,2242,3114,35.0762059,-119.3198551,560.7,,
MFL,,5.204,275+88,27477.14,40002193,ml-ext,U14.72,14.72,44.98,U1589.23,1589.23,1934.49,0.219,13,N,0.56,0.62,289,,,N,2254,2251,3127,23,2241,2235,3104,35.0762059,-119.3198508,560.6,,
MFL,,5.205,275+91,27480.16,40002194,ml-ext,U17.74,17.74,41.96,U1592.25,1592.25,1931.47,0.219,20,N,0.63,0.88,34,,,N,2240,2234,3102,30,2221,2210,3070,35.0762059,-119.3198407,560.6,,
MFL,,5.205,275+91,27480.34,40002195,ml-ext,U17.92,17.92,41.78,U1592.43,1592.43,1931.29,0.219,16,N,0.72,1.00,249,,,N,2240,2234,3103,26,2218,2207,3065,35.0762059,-119.3198401,560.6,,
MFL,,5.205,275+91,27480.63,40002196,ml-ext,U18.21,18.21,41.49,U1592.71,1592.71,1931.00,0.219,27,N,0.99,1.44,264,,,N,2181,2162,3002,37,2138,2104,2923,35.0762060,-119.3198392,560.6,,
MFL,,5.205,275+91,27481.07,40002197,ml-ext,U18.65,18.65,41.05,U1593.16,1593.16,1930.56,0.219,11,N,0.61,0.54,59,,,N,2254,2251,3127,21,2240,2234,3102,35.0762060,-119.3198377,560.6,,
MFL,,5.205,275+92,27481.20,40002198,ml-ext,U18.78,18.78,40.92,U1593.29,1593.29,1930.43,0.219,19,N,0.88,0.72,229,,,N,2220,2210,3070,29,2189,2171,3015,35.0762060,-119.3198373,560.6,,
MFL,,5.205,275+92,27481.47,40002199,ml-ext,U19.05,19.05,40.65,U1593.56,1593.56,1930.16,0.219,13,N,0.74,1.06,244,,,N,2245,2240,3111,23,2224,2214,3075,35.0762060,-119.3198364,560.6,,
MFL,,5.205,275+92,27481.82,40002200,ml-ext,U19.40,19.40,40.30,U1593.91,1593.91,1929.81,0.219,28,N,2.55,1.91,239,,,N,1996,2062,2864,38,1877,1956,2717,35.0762060,-119.3198352,560.6,,
MFL,,5.205,275+92,27481.99,40002201,ml-ext,U19.58,19.58,40.12,U1594.08,1594.08,1929.64,0.219,15,N,0.94,0.40,174,,,N,2227,2219,3081,25,2194,2178,3025,35.0762060,-119.3198346,560.6,,
MFL,,5.206,275+96,27485.45,40002202,ml-ext,U23.03,23.03,36.67,U1597.54,1597.54,1926.18,0.219,12,N,0.60,0.48,169,,,N,2253,2251,3126,22,2239,2233,3102,35.0762060,-119.3198231,560.6,,
MFL,,5.206,275+96,27485.62,40002203,ml-ext,U23.20,23.20,36.50,U1597.71,1597.71,1926.01,0.219,23,N,1.13,0.92,184,,,N,2183,2190,3042,33,2135,2134,2964,35.0762060,-119.3198225,560.6,,
MFL,,5.206,275+97,27486.17,40002204,ml-ext,U23.75,23.75,35.95,U1598.26,1598.26,1925.46,0.219,13,N,1.61,1.55,169,,,N,2193,2196,3050,23,2128,2119,2943,35.0762060,-119.3198207,560.6,,
MFL,,5.206,275+98,27487.64,10000102,Sleeve Begin,U25.22,25.22,34.48,U1599.72,1599.72,1923.99,0.219,,,,,,,,,,,,,,,,35.0762060,-119.3198141,560.6,,
MFL,,5.206,275+99,27488.68,10000102,Sleeve End  ,U26.26,26.26,33.44,U1600.77,1600.77,1922.95,0.219,,,,,,,,,,,,,,,,35.0762060,-119.3198141,560.6,,
MFL,,5.206,276+00,27489.36,40002205,ml-ext,U26.95,26.95,32.75,U1601.45,1601.45,1922.26,0.219,17,N,0.64,0.69,230,,,N,2244,2239,3109,27,2226,2216,3078,35.0762060,-119.3198101,560.6,,
MFL,,5.207,276+02,27491.11,40002206,ml-ext,U28.69,28.69,31.01,U1603.20,1603.20,1920.52,0.219,28,N,0.68,0.71,330,,,N,2219,2207,3065,38,2194,2174,3020,35.0762060,-119.3198043,560.6,,
MFL,,5.207,276+02,27491.31,40002207,ml-ext,U28.90,28.90,30.80,U1603.40,1603.40,1920.32,0.219,16,N,1.46,0.78,325,,,N,2188,2196,3051,26,2128,2126,2953,35.0762060,-119.3198036,560.6,,
MFL,,5.207,276+02,27491.60,40002208,ml-ext,U29.18,29.18,30.52,U1603.68,1603.68,1920.03,0.219,11,N,2.43,3.58,325,,,N,2172,2175,3021,21,2077,2063,2865,35.0762061,-119.3198027,560.6,,
MFL,,5.207,276+02,27491.67,40002209,ml-ext,U29.25,29.25,30.45,U1603.75,1603.75,1919.96,0.219,10,N,0.45,0.47,240,,,N,2260,2259,3137,20,2252,2249,3124,35.0762061,-119.3198024,560.6,,
MFL,,5.207,276+02,27491.84,40002210,ml-ext,U29.43,29.43,30.27,U1603.93,1603.93,1919.79,0.219,14,N,0.51,0.70,280,,,N,2255,2252,3128,24,2244,2238,3109,35.0762061,-119.3198018,560.6,,
MFL,,5.207,276+02,27491.93,40002211,ml-ext,U29.51,29.51,30.19,U1604.02,1604.02,1919.70,0.219,14,N,0.63,0.97,320,,,N,2248,2244,3117,24,2232,2224,3088,35.0762061,-119.3198015,560.6,,
MFL,,5.207,276+02,27491.99,40002212,ml-ext,U29.57,29.57,30.13,U1604.08,1604.08,1919.64,0.219,21,N,0.89,0.94,360,,,N,2213,2201,3057,31,2180,2159,2998,35.0762061,-119.3198014,560.6,,
MFL,,5.207,276+02,27492.08,40002213,ml-ext,U29.66,29.66,30.04,U1604.17,1604.17,1919.55,0.219,11,N,0.50,0.44,315,,,N,2258,2256,3133,21,2248,2244,3116,35.0762061,-119.3198011,560.6,,
MFL,,5.207,276+03,27492.27,40002214,ml-ext,U29.85,29.85,29.85,U1604.36,1604.36,1919.36,0.219,12,N,0.48,0.39,240,,,N,2258,2256,3133,22,2248,2244,3116,35.0762061,-119.3198004,560.6,,
MFL,,5.207,276+03,27492.34,40002215,ml-ext,D29.78,29.92,29.78,U1604.42,1604.42,1919.29,0.219,11,N,0.54,0.95,305,,,N,2256,2254,3131,21,2245,2240,3111,35.0762061,-119.3198002,560.6,,
MFL,,5.207,276+03,27492.58,40002216,ml-ext,D29.54,30.16,29.54,U1604.67,1604.67,1919.05,0.219,10,N,0.76,1.05,270,,,N,2250,2246,3120,20,2229,2221,3084,35.0762061,-119.3197994,560.6,,
MFL,,5.207,276+04,27493.11,40002217,ml-ext,D29.01,30.69,29.01,U1605.20,1605.20,1918.52,0.219,17,N,0.61,1.29,285,,,N,2246,2242,3114,27,2230,2222,3086,35.0762061,-119.3197976,560.5,,
MFL,,5.207,276+04,27493.61,40002218,ml-ext,D28.51,31.19,28.51,U1605.70,1605.70,1918.02,0.219,26,N,5.52,3.75,320,,,N,1902,2082,2892,36,1745,1927,2677,35.0762061,-119.3197960,560.5,,
MFL,,5.207,276+04,27494.05,40002219,ml-ext,D28.06,31.64,28.06,U1606.14,1606.14,1917.58,0.219,11,N,0.68,0.54,30,,,N,2251,2248,3122,21,2234,2226,3092,35.0762061,-119.3197945,560.5,,
MFL,,5.207,276+05,27494.24,40002220,ml-ext,D27.88,31.82,27.88,U1606.33,1606.33,1917.39,0.219,20,N,0.65,0.81,10,,,N,2238,2232,3099,30,2219,2207,3065,35.0762061,-119.3197939,560.5,,
MFL,,5.207,276+05,27494.30,40002221,ml-ext,D27.82,31.88,27.82,U1606.39,1606.39,1917.33,0.219,10,N,0.71,1.21,70,,,N,2251,2248,3122,20,2233,2225,3091,35.0762061,-119.3197936,560.5,,
MFL,,5.209,276+11,27501.10,40002222,ml-ext,D21.02,38.68,21.02,U1613.19,1613.19,1910.53,0.219,16,N,0.84,0.89,55,,,N,2233,2226,3092,26,2206,2192,3044,35.0762061,-119.3197710,560.5,,
MFL,,5.211,276+23,27512.97,40002223,ml-ext,D9.15,50.55,9.15,U1625.06,1625.06,1898.66,0.219,16,N,0.65,0.78,290,,,N,2245,2241,3112,26,2228,2219,3082,35.0762065,-119.3197315,560.4,,
MFL,,5.211,276+24,27513.94,40002224,ml-ext,D8.18,51.52,8.18,U1626.03,1626.03,1897.69,0.219,14,N,0.86,2.75,301,,,N,2234,2230,3097,24,2207,2195,3049,35.0762065,-119.3197283,560.5,,
